years,jugador,name,first_name,last_name,pos,bat,lan,exp,pais,estado,ciudad
2013-14,E. Briceno,Endrys Eduardo Briceno,Endrys,Briceno,P,D,D,1,Venezuela,Aragua,Maracay
2016-17,E. González,Enrique César González,Enrique,González,P,D,D,17,Venezuela,Bolivar,Ciudad Bolivar
2015-16,E. González,Enrique César González,Enrique,González,P,D,D,16,Venezuela,Bolivar,Ciudad Bolivar
2014-15,E. González,Enrique César González,Enrique,González,P,D,D,15,Venezuela,Bolivar,Ciudad Bolivar
2013-14,E. González,Enrique César González,Enrique,González,P,D,D,14,Venezuela,Bolivar,Ciudad Bolivar
2012-13,E. González,Enrique César González,Enrique,González,P,D,D,13,Venezuela,Bolivar,Ciudad Bolivar
2011-12,E. González,Enrique César González,Enrique,González,P,D,D,12,Venezuela,Bolivar,Ciudad Bolivar
2010-11,E. González,Enrique César González,Enrique,González,P,D,D,11,Venezuela,Bolivar,Ciudad Bolivar
2009-10,E. González,Enrique César González,Enrique,González,P,D,D,10,Venezuela,Bolivar,Ciudad Bolivar
2008-09,E. González,Enrique César González,Enrique,González,P,D,D,9,Venezuela,Bolivar,Ciudad Bolivar
2007-08,E. González,Enrique César González,Enrique,González,P,D,D,8,Venezuela,Bolivar,Ciudad Bolivar
2006-07,E. González,Enrique César González,Enrique,González,P,D,D,7,Venezuela,Bolivar,Ciudad Bolivar
2005-06,E. González,Enrique César González,Enrique,González,P,D,D,6,Venezuela,Bolivar,Ciudad Bolivar
2004-05,E. González,Enrique César González,Enrique,González,P,D,D,5,Venezuela,Bolivar,Ciudad Bolivar
2003-04,E. González,Enrique César González,Enrique,González,P,D,D,4,Venezuela,Bolivar,Ciudad Bolivar
2002-03,E. González,Enrique César González,Enrique,González,P,D,D,3,Venezuela,Bolivar,Ciudad Bolivar
2001-02,E. González,Enrique César González,Enrique,González,P,D,D,2,Venezuela,Bolivar,Ciudad Bolivar
2000-01,E. González,Enrique César González,Enrique,González,P,D,D,1,Venezuela,Bolivar,Ciudad Bolivar
1970-71,E. Gutierrez,Enrique Gutierrez,Enrique,Gutierrez,CF,D,D,6,Venezuela,Sucre,Cumana
1969-70,E. Gutierrez,Enrique Gutierrez,Enrique,Gutierrez,CF,D,D,5,Venezuela,Sucre,Cumana
1968-69,E. Gutierrez,Enrique Gutierrez,Enrique,Gutierrez,CF,D,D,4,Venezuela,Sucre,Cumana
1967-68,E. Gutierrez,Enrique Gutierrez,Enrique,Gutierrez,CF,D,D,3,Venezuela,Sucre,Cumana
1966-67,E. Gutierrez,Enrique Gutierrez,Enrique,Gutierrez,CF,D,D,2,Venezuela,Sucre,Cumana
1978-79,E. Hernández,Enzo Octavio Hernández,Enzo,Hernández,SS,D,D,11,Venezuela,Anzoategui,Valle de Guanape
1976-77,E. Hernández,Enzo Octavio Hernández,Enzo,Hernández,SS,D,D,10,Venezuela,Anzoategui,Valle de Guanape
1974-75,E. Hernández,Enzo Octavio Hernández,Enzo,Hernández,SS,D,D,8,Venezuela,Anzoategui,Valle de Guanape
1973-74,E. Hernández,Enzo Octavio Hernández,Enzo,Hernández,SS,D,D,7,Venezuela,Anzoategui,Valle de Guanape
1972-73,E. Hernández,Enzo Octavio Hernández,Enzo,Hernández,SS,D,D,6,Venezuela,Anzoategui,Valle de Guanape
1971-72,E. Hernández,Enzo Octavio Hernández,Enzo,Hernández,SS,D,D,5,Venezuela,Anzoategui,Valle de Guanape
1970-71,E. Hernández,Enzo Octavio Hernández,Enzo,Hernández,SS,D,D,4,Venezuela,Anzoategui,Valle de Guanape
1969-70,E. Hernández,Enzo Octavio Hernández,Enzo,Hernández,SS,D,D,3,Venezuela,Anzoategui,Valle de Guanape
1968-69,E. Hernández,Enzo Octavio Hernández,Enzo,Hernández,SS,D,D,2,Venezuela,Anzoategui,Valle de Guanape
1967-68,E. Hernández,Enzo Octavio Hernández,Enzo,Hernández,SS,D,D,1,Venezuela,Anzoategui,Valle de Guanape
2005-06,E. Arteaga,Erick Alexander Arteaga,Erick,Arteaga,P,D,D,6,Venezuela,Yaracuy,San Felipe
2004-05,E. Arteaga,Erick Alexander Arteaga,Erick,Arteaga,P,D,D,5,Venezuela,Yaracuy,San Felipe
2003-04,E. Arteaga,Erick Alexander Arteaga,Erick,Arteaga,P,D,D,4,Venezuela,Yaracuy,San Felipe
2002-03,E. Arteaga,Erick Alexander Arteaga,Erick,Arteaga,P,D,D,3,Venezuela,Yaracuy,San Felipe
2001-02,E. Arteaga,Erick Alexander Arteaga,Erick,Arteaga,P,D,D,2,Venezuela,Yaracuy,San Felipe
2000-01,E. Arteaga,Erick Alexander Arteaga,Erick,Arteaga,P,D,D,1,Venezuela,Yaracuy,San Felipe
2000-01,E. Pérez,Erick Pérez,Erick,Pérez,P,Z,Z,10,Venezuela,D.F.,Caracas
2014-15,E. Andrus,Erold Andrus,Erold,Andrus,CF,A,Z,13,Venezuela,D.F.,Caracas
1973-74,E. Camejo,Euclides Camejo,Euclides,Camejo,CF,D,D,7,Venezuela,Zulia,Bobure
1972-73,E. Camejo,Euclides Camejo,Euclides,Camejo,CF,D,D,6,Venezuela,Zulia,Bobure
1971-72,E. Camejo,Euclides Camejo,Euclides,Camejo,CF,D,D,5,Venezuela,Zulia,Bobure
1969-70,E. Camejo,Euclides Camejo,Euclides,Camejo,CF,D,D,4,Venezuela,Zulia,Bobure
1968-69,E. Camejo,Euclides Camejo,Euclides,Camejo,CF,D,D,3,Venezuela,Zulia,Bobure
1967-68,E. Camejo,Euclides Camejo,Euclides,Camejo,CF,D,D,2,Venezuela,Zulia,Bobure
1966-67,E. Camejo,Euclides Camejo,Euclides,Camejo,CF,D,D,1,Venezuela,Zulia,Bobure
2019-20,E. Idrogo,Eudis Joel Idrogo,Eudis,Idrogo,P,Z,Z,4,Venezuela,Anzoategui,
2018-19,E. Idrogo,Eudis Joel Idrogo,Eudis,Idrogo,P,Z,Z,3,Venezuela,Anzoategui,
2015-16,E. Idrogo,Eudis Joel Idrogo,Eudis,Idrogo,P,Z,Z,2,Venezuela,Anzoategui,
2014-15,E. Idrogo,Eudis Joel Idrogo,Eudis,Idrogo,P,Z,Z,1,Venezuela,Anzoategui,
1972-73,E. Nuñez,Evangelista Nuñez,Evangelista,Nuñez,2B,D,D,4,Venezuela,Falcon,Punta Iguana
2003-04,F. Arellan,Félix Arellan,Félix,Arellan,P,D,D,5,Venezuela,Vargas,La Guaira
2002-03,F. Arellan,Félix Arellan,Félix,Arellan,P,D,D,4,Venezuela,Vargas,La Guaira
2000-01,F. Arellan,Félix Arellan,Félix,Arellan,P,D,D,3,Venezuela,Vargas,La Guaira
1999-00,F. Arellan,Félix Arellan,Félix,Arellan,P,D,D,2,Venezuela,Vargas,La Guaira
1998-99,F. Arellan,Félix Arellan,Félix,Arellan,P,D,D,1,Venezuela,Vargas,La Guaira
2006-07,F. Escalona,Félix Eduardo Escalona,Félix,Escalona,SS,D,D,8,Venezuela,Carabobo,Puerto Cabello
1997-98,F. Lucena,Félix Lucena,Félix,Lucena,P,,,2,Venezuela,,
1996-97,F. Lucena,Félix Lucena,Félix,Lucena,P,,,1,Venezuela,,
1998-99,F. Jiménez,Felipe Jiménez,Felipe,Jiménez,CF,A,D,3,Venezuela,Sucre,Cariaco
2004-05,F. Gutierrez,Fernando Gutierrez,Fernando,Gutierrez,P,D,D,3,Venezuela,Portuguesa,Acarigua
1964-65,F. Ramírez,Fernando Ramírez,Fernando,Ramírez,BE,D,D,1,Venezuela,Zulia,Maracaibo
1966-67,F. Borges,Francisco Borges,Francisco,Borges,C,D,D,3,Venezuela,Vargas,La Guaira
1965-66,F. Borges,Francisco Borges,Francisco,Borges,C,D,D,2,Venezuela,Vargas,La Guaira
1963-64,F. Borges,Francisco Borges,Francisco,Borges,C,D,D,1,Venezuela,Vargas,La Guaira
2011-12,F. Rodríguez,Francisco José Rodríguez,Francisco,Rodríguez,P,D,D,10,Venezuela,D.F.,Caracas
2010-11,F. Rodríguez,Francisco José Rodríguez,Francisco,Rodríguez,P,D,D,9,Venezuela,D.F.,Caracas
2009-10,F. Rodríguez,Francisco José Rodríguez,Francisco,Rodríguez,P,D,D,8,Venezuela,D.F.,Caracas
2008-09,F. Rodríguez,Francisco José Rodríguez,Francisco,Rodríguez,P,D,D,7,Venezuela,D.F.,Caracas
2007-08,F. Rodríguez,Francisco José Rodríguez,Francisco,Rodríguez,P,D,D,6,Venezuela,D.F.,Caracas
2006-07,F. Rodríguez,Francisco José Rodríguez,Francisco,Rodríguez,P,D,D,5,Venezuela,D.F.,Caracas
2005-06,F. Rodríguez,Francisco José Rodríguez,Francisco,Rodríguez,P,D,D,4,Venezuela,D.F.,Caracas
2004-05,F. Rodríguez,Francisco José Rodríguez,Francisco,Rodríguez,P,D,D,3,Venezuela,D.F.,Caracas
2003-04,F. Rodríguez,Francisco José Rodríguez,Francisco,Rodríguez,P,D,D,2,Venezuela,D.F.,Caracas
2002-03,F. Rodríguez,Francisco José Rodríguez,Francisco,Rodríguez,P,D,D,1,Venezuela,D.F.,Caracas
1980-81,F. Leandro,Francisco Leandro,Francisco,Leandro,CF,D,D,4,Venezuela,Vargas,La Grande
1979-80,F. Leandro,Francisco Leandro,Francisco,Leandro,CF,D,D,3,Venezuela,Vargas,La Grande
2005-06,F. Leandro,Francisco Leandro,Francisco,Leandro,CF,Z,Z,1,Venezuela,D.F.,Caracas
2019-20,F. Buttó,Francisco Luis Buttó,Francisco,Buttó,P,D,D,20,Venezuela,Monagas,Maturin
2018-19,F. Buttó,Francisco Luis Buttó,Francisco,Buttó,P,D,D,19,Venezuela,Monagas,Maturin
1990-91,F. Muñoz,Francisco Muñoz,Francisco,Muñoz,P,D,D,4,Venezuela,Aragua,Maracay
1989-90,F. Muñoz,Francisco Muñoz,Francisco,Muñoz,P,D,D,3,Venezuela,Aragua,Maracay
2006-07,F. Plasencia,Francisco T. Plasencia,Francisco,Plasencia,CF,Z,Z,1,Venezuela,Barinas,Barinas
1997-98,F. Campos,Frank Campos,Frank,Campos,P,D,D,12,Venezuela,D.F.,Caracas
1996-97,F. Campos,Frank Campos,Frank,Campos,P,D,D,11,Venezuela,D.F.,Caracas
1995-96,F. Campos,Frank Campos,Frank,Campos,P,D,D,10,Venezuela,D.F.,Caracas
1994-95,F. Campos,Frank Campos,Frank,Campos,P,D,D,9,Venezuela,D.F.,Caracas
1993-94,F. Campos,Frank Campos,Frank,Campos,P,D,D,8,Venezuela,D.F.,Caracas
1992-93,F. Campos,Frank Campos,Frank,Campos,P,D,D,7,Venezuela,D.F.,Caracas
1991-92,F. Campos,Frank Campos,Frank,Campos,P,D,D,6,Venezuela,D.F.,Caracas
1990-91,F. Campos,Frank Campos,Frank,Campos,P,D,D,5,Venezuela,D.F.,Caracas
1989-90,F. Campos,Frank Campos,Frank,Campos,P,D,D,4,Venezuela,D.F.,Caracas
1988-89,F. Campos,Frank Campos,Frank,Campos,P,D,D,3,Venezuela,D.F.,Caracas
2012-13,F. Mata,Frank Jesús Mata,Frank,Mata,P,D,D,8,Venezuela,Anzoategui,Barcelona
1962-63,F. Rivero,Freddy Rivero,Freddy,Rivero,P,D,D,3,Venezuela,Vargas,Caraballeda
1993-94,F. Torres,Freddy Torres,Freddy,Torres,IF,D,D,5,Venezuela,Aragua,Maracay
1992-93,F. Torres,Freddy Torres,Freddy,Torres,IF,D,D,4,Venezuela,Aragua,Maracay
1991-92,F. Torres,Freddy Torres,Freddy,Torres,IF,D,D,3,Venezuela,Aragua,Maracay
1990-91,F. Torres,Freddy Torres,Freddy,Torres,IF,D,D,2,Venezuela,Aragua,Maracay
1989-90,F. Torres,Freddy Torres,Freddy,Torres,IF,D,D,1,Venezuela,Aragua,Maracay
2004-05,F. Medina,Frewin Medina,Frewin,Medina,P,D,D,6,Venezuela,Lara,Barquisimeto
2018-19,G. Arias,Gabriel Alejandro Arias,Gabriel,Arias,SS,D,D,1,Venezuela,Aragua,La Victoria
2010-11,G. Medina,Gabriel Enrique Medina,Gabriel,Medina,P,D,D,1,Venezuela,Zulia,Maracaibo
1980-81,G. Ferrer,Gabriel Ferrer,Gabriel,Ferrer,CF,Z,Z,5,Venezuela,Zulia,Cabimas
1979-80,G. Ferrer,Gabriel Ferrer,Gabriel,Ferrer,CF,Z,Z,4,Venezuela,Zulia,Cabimas
1978-79,G. Ferrer,Gabriel Ferrer,Gabriel,Ferrer,CF,Z,Z,3,Venezuela,Zulia,Cabimas
1977-78,G. Ferrer,Gabriel Ferrer,Gabriel,Ferrer,CF,Z,Z,2,Venezuela,Zulia,Cabimas
1976-77,G. Ferrer,Gabriel Ferrer,Gabriel,Ferrer,CF,Z,Z,1,Venezuela,Zulia,Cabimas
1997-98,G. Luckert,Gabriel Luckert,Gabriel,Luckert,P,D,D,3,Venezuela,Lara,Barquisimeto
1996-97,G. Luckert,Gabriel Luckert,Gabriel,Luckert,P,D,D,2,Venezuela,Lara,Barquisimeto
1995-96,G. Luckert,Gabriel Luckert,Gabriel,Luckert,P,D,D,1,Venezuela,Lara,Barquisimeto
1996-97,G. Rincones,Gabriel Rincones,Gabriel,Rincones,P,D,D,2,Venezuela,D.F.,Caracas
2009-10,G. Casadiego,Gerardo Casadiego,Gerardo,Casadiego,P,D,D,10,Venezuela,Lara,Barquisimeto
2008-09,G. Casadiego,Gerardo Casadiego,Gerardo,Casadiego,P,D,D,9,Venezuela,Lara,Barquisimeto
2007-08,G. Casadiego,Gerardo Casadiego,Gerardo,Casadiego,P,D,D,8,Venezuela,Lara,Barquisimeto
2006-07,G. Casadiego,Gerardo Casadiego,Gerardo,Casadiego,P,D,D,7,Venezuela,Lara,Barquisimeto
2005-06,G. Casadiego,Gerardo Casadiego,Gerardo,Casadiego,P,D,D,6,Venezuela,Lara,Barquisimeto
2004-05,G. Casadiego,Gerardo Casadiego,Gerardo,Casadiego,P,D,D,5,Venezuela,Lara,Barquisimeto
2003-04,G. Casadiego,Gerardo Casadiego,Gerardo,Casadiego,P,D,D,4,Venezuela,Lara,Barquisimeto
2002-03,G. Casadiego,Gerardo Casadiego,Gerardo,Casadiego,P,D,D,3,Venezuela,Lara,Barquisimeto
2001-02,G. Casadiego,Gerardo Casadiego,Gerardo,Casadiego,P,D,D,2,Venezuela,Lara,Barquisimeto
2000-01,G. Casadiego,Gerardo Casadiego,Gerardo,Casadiego,P,D,D,1,Venezuela,Lara,Barquisimeto
2010-11,G. Avila,Gerardo José Avila,Gerardo,Avila,1B,Z,Z,3,Venezuela,Zulia,Maracaibo
2016-17,G. Guerra,Geudy Egla Guerra,Geudy,Guerra,P,D,D,4,Venezuela,Nueva Esparta,Margarita
1966-67,G. Ravelo,Graciano Ravelo,Graciano,Ravelo,CF,D,D,10,Venezuela,D.F.,Caracas
1965-66,G. Ravelo,Graciano Ravelo,Graciano,Ravelo,CF,D,D,9,Venezuela,D.F.,Caracas
1964-65,G. Ravelo,Graciano Ravelo,Graciano,Ravelo,CF,D,D,8,Venezuela,D.F.,Caracas
1963-64,G. Ravelo,Graciano Ravelo,Graciano,Ravelo,CF,D,D,7,Venezuela,D.F.,Caracas
1962-63,G. Ravelo,Graciano Ravelo,Graciano,Ravelo,CF,D,D,6,Venezuela,D.F.,Caracas
2018-19,G. Blanco,Gregor M. Blanco Pedraza,Gregor,Blanco,CF,Z,Z,12,Venezuela,D.F.,Caracas
2012-13,G. Blanco,Gregor M. Blanco Pedraza,Gregor,Blanco,CF,Z,Z,11,Venezuela,D.F.,Caracas
2011-12,G. Blanco,Gregor M. Blanco Pedraza,Gregor,Blanco,CF,Z,Z,10,Venezuela,D.F.,Caracas
2010-11,G. Blanco,Gregor M. Blanco Pedraza,Gregor,Blanco,CF,Z,Z,9,Venezuela,D.F.,Caracas
2009-10,G. Blanco,Gregor M. Blanco Pedraza,Gregor,Blanco,CF,Z,Z,8,Venezuela,D.F.,Caracas
2008-09,G. Blanco,Gregor M. Blanco Pedraza,Gregor,Blanco,CF,Z,Z,7,Venezuela,D.F.,Caracas
2007-08,G. Blanco,Gregor M. Blanco Pedraza,Gregor,Blanco,CF,Z,Z,6,Venezuela,D.F.,Caracas
2006-07,G. Blanco,Gregor M. Blanco Pedraza,Gregor,Blanco,CF,Z,Z,5,Venezuela,D.F.,Caracas
2005-06,G. Blanco,Gregor M. Blanco Pedraza,Gregor,Blanco,CF,Z,Z,4,Venezuela,D.F.,Caracas
2004-05,G. Blanco,Gregor M. Blanco Pedraza,Gregor,Blanco,CF,Z,Z,3,Venezuela,D.F.,Caracas
2003-04,G. Blanco,Gregor M. Blanco Pedraza,Gregor,Blanco,CF,Z,Z,2,Venezuela,D.F.,Caracas
2002-03,G. Blanco,Gregor M. Blanco Pedraza,Gregor,Blanco,CF,Z,Z,1,Venezuela,D.F.,Caracas
2019-20,G. Infante,Gregory Infante,Gregory,Infante,P,D,D,11,Venezuela,D.F.,Caracas
2018-19,G. Infante,Gregory Infante,Gregory,Infante,P,D,D,10,Venezuela,D.F.,Caracas
2017-18,G. Infante,Gregory Infante,Gregory,Infante,P,D,D,9,Venezuela,D.F.,Caracas
2016-17,G. Infante,Gregory Infante,Gregory,Infante,P,D,D,8,Venezuela,D.F.,Caracas
2015-16,G. Infante,Gregory Infante,Gregory,Infante,P,D,D,7,Venezuela,D.F.,Caracas
2014-15,G. Infante,Gregory Infante,Gregory,Infante,P,D,D,6,Venezuela,D.F.,Caracas
2013-14,G. Infante,Gregory Infante,Gregory,Infante,P,D,D,5,Venezuela,D.F.,Caracas
2012-13,G. Infante,Gregory Infante,Gregory,Infante,P,D,D,4,Venezuela,D.F.,Caracas
2011-12,G. Infante,Gregory Infante,Gregory,Infante,P,D,D,3,Venezuela,D.F.,Caracas
2010-11,G. Infante,Gregory Infante,Gregory,Infante,P,D,D,2,Venezuela,D.F.,Caracas
2008-09,G. Infante,Gregory Infante,Gregory,Infante,P,D,D,1,Venezuela,D.F.,Caracas
2019-20,G. Andrade,Greifer Omar Andrade,Greifer,Andrade,LF,D,D,1,Venezuela,,Paramo Tucani
2014-15,G. Rodríguez,Guillermo Segundo Rodríguez Pérez,Guillermo,Rodríguez,C,D,D,19,Venezuela,Lara,Barquisimeto
2010-11,G. Rodríguez,Guillermo Segundo Rodríguez Pérez,Guillermo,Rodríguez,C,D,D,15,Venezuela,Lara,Barquisimeto
2009-10,G. Rodríguez,Guillermo Segundo Rodríguez Pérez,Guillermo,Rodríguez,C,D,D,14,Venezuela,Lara,Barquisimeto
2004-05,G. Rodríguez,Guillermo Segundo Rodríguez Pérez,Guillermo,Rodríguez,C,D,D,9,Venezuela,Lara,Barquisimeto
2003-04,G. Rodríguez,Guillermo Segundo Rodríguez Pérez,Guillermo,Rodríguez,C,D,D,8,Venezuela,Lara,Barquisimeto
2002-03,G. Rodríguez,Guillermo Segundo Rodríguez Pérez,Guillermo,Rodríguez,C,D,D,7,Venezuela,Lara,Barquisimeto
2001-02,G. Rodríguez,Guillermo Segundo Rodríguez Pérez,Guillermo,Rodríguez,C,D,D,6,Venezuela,Lara,Barquisimeto
2000-01,G. Rodríguez,Guillermo Segundo Rodríguez Pérez,Guillermo,Rodríguez,C,D,D,5,Venezuela,Lara,Barquisimeto
1999-00,G. Rodríguez,Guillermo Segundo Rodríguez Pérez,Guillermo,Rodríguez,C,D,D,4,Venezuela,Lara,Barquisimeto
1998-99,G. Rodríguez,Guillermo Segundo Rodríguez Pérez,Guillermo,Rodríguez,C,D,D,3,Venezuela,Lara,Barquisimeto
1997-98,G. Rodríguez,Guillermo Segundo Rodríguez Pérez,Guillermo,Rodríguez,C,D,D,2,Venezuela,Lara,Barquisimeto
1995-96,G. Rodríguez,Guillermo Segundo Rodríguez Pérez,Guillermo,Rodríguez,C,D,D,1,Venezuela,Lara,Barquisimeto
1962-63,G. Vento,Guillermo Vento,Guillermo,Vento,C,D,D,18,Venezuela,Zulia,Maracaibo
2018-19,G. Armas,Gustavo Adolfo Armas,Gustavo,Armas,P,D,D,1,Venezuela,Sucre,Playa Iguana
1994-95,G. Polidor,Gustavo Adolfo Polidor González,Gustavo,Polidor,IF,D,D,14,Venezuela,D.F.,Caracas
1993-94,G. Polidor,Gustavo Adolfo Polidor González,Gustavo,Polidor,IF,D,D,13,Venezuela,D.F.,Caracas
1992-93,G. Polidor,Gustavo Adolfo Polidor González,Gustavo,Polidor,IF,D,D,12,Venezuela,D.F.,Caracas
1991-92,G. Polidor,Gustavo Adolfo Polidor González,Gustavo,Polidor,IF,D,D,11,Venezuela,D.F.,Caracas
1990-91,G. Polidor,Gustavo Adolfo Polidor González,Gustavo,Polidor,IF,D,D,10,Venezuela,D.F.,Caracas
1989-90,G. Polidor,Gustavo Adolfo Polidor González,Gustavo,Polidor,IF,D,D,9,Venezuela,D.F.,Caracas
1988-89,G. Polidor,Gustavo Adolfo Polidor González,Gustavo,Polidor,IF,D,D,8,Venezuela,D.F.,Caracas
1987-88,G. Polidor,Gustavo Adolfo Polidor González,Gustavo,Polidor,IF,D,D,7,Venezuela,D.F.,Caracas
1986-87,G. Polidor,Gustavo Adolfo Polidor González,Gustavo,Polidor,IF,D,D,6,Venezuela,D.F.,Caracas
1985-86,G. Polidor,Gustavo Adolfo Polidor González,Gustavo,Polidor,IF,D,D,5,Venezuela,D.F.,Caracas
1984-85,G. Polidor,Gustavo Adolfo Polidor González,Gustavo,Polidor,IF,D,D,4,Venezuela,D.F.,Caracas
1983-84,G. Polidor,Gustavo Adolfo Polidor González,Gustavo,Polidor,IF,D,D,3,Venezuela,D.F.,Caracas
1981-82,G. Polidor,Gustavo Adolfo Polidor González,Gustavo,Polidor,IF,D,D,2,Venezuela,D.F.,Caracas
1980-81,G. Polidor,Gustavo Adolfo Polidor González,Gustavo,Polidor,IF,D,D,1,Venezuela,D.F.,Caracas
2013-14,G. Chacin,Gustavo G. Adolfo Chacin González,Gustavo,Chacin,P,Z,Z,10,Venezuela,Zulia,Maracaibo
2008-09,G. Mata,Gustavo Mata,Gustavo,Mata,P,D,D,6,Venezuela,Sucre,Carupano
2007-08,G. Mata,Gustavo Mata,Gustavo,Mata,P,D,D,5,Venezuela,Sucre,Carupano
2006-07,G. Mata,Gustavo Mata,Gustavo,Mata,P,D,D,4,Venezuela,Sucre,Carupano
2004-05,G. Mata,Gustavo Mata,Gustavo,Mata,P,D,D,3,Venezuela,Sucre,Carupano
2003-04,G. Mata,Gustavo Mata,Gustavo,Mata,P,D,D,2,Venezuela,Sucre,Carupano
2002-03,G. Mata,Gustavo Mata,Gustavo,Mata,P,D,D,1,Venezuela,Sucre,Carupano
1994-95,G. Pinto,Gustavo Pinto,Gustavo,Pinto,P,D,D,8,Venezuela,Miranda,Higuerote
1993-94,G. Pinto,Gustavo Pinto,Gustavo,Pinto,P,D,D,7,Venezuela,Miranda,Higuerote
1992-93,G. Pinto,Gustavo Pinto,Gustavo,Pinto,P,D,D,6,Venezuela,Miranda,Higuerote
1991-92,G. Pinto,Gustavo Pinto,Gustavo,Pinto,P,D,D,5,Venezuela,Miranda,Higuerote
1990-91,G. Pinto,Gustavo Pinto,Gustavo,Pinto,P,D,D,4,Venezuela,Miranda,Higuerote
1989-90,G. Pinto,Gustavo Pinto,Gustavo,Pinto,P,D,D,3,Venezuela,Miranda,Higuerote
1988-89,G. Pinto,Gustavo Pinto,Gustavo,Pinto,P,D,D,2,Venezuela,Miranda,Higuerote
1987-88,G. Pinto,Gustavo Pinto,Gustavo,Pinto,P,D,D,1,Venezuela,Miranda,Higuerote
1994-95,H. Guanchez,Harry Guanchez,Harry,Guanchez,1B,D,D,6,Venezuela,D.F.,Caracas
1993-94,H. Guanchez,Harry Guanchez,Harry,Guanchez,1B,D,D,5,Venezuela,D.F.,Caracas
1992-93,H. Guanchez,Harry Guanchez,Harry,Guanchez,1B,D,D,4,Venezuela,D.F.,Caracas
1995-96,H. Andrade,Heberto Andrade,Heberto,Andrade,C,D,D,8,Venezuela,Zulia,Maracaibo
1994-95,H. Andrade,Heberto Andrade,Heberto,Andrade,C,D,D,7,Venezuela,Zulia,Maracaibo
2017-18,H. Mayora,Hector Alfonso Mayora,Hector,Mayora,P,D,D,5,Venezuela,Vargas,La Guaira
2016-17,H. Mayora,Hector Alfonso Mayora,Hector,Mayora,P,D,D,4,Venezuela,Vargas,La Guaira
2015-16,H. Mayora,Hector Alfonso Mayora,Hector,Mayora,P,D,D,3,Venezuela,Vargas,La Guaira
2012-13,H. Mayora,Hector Alfonso Mayora,Hector,Mayora,P,D,D,2,Venezuela,Vargas,La Guaira
2011-12,H. Mayora,Hector Alfonso Mayora,Hector,Mayora,P,D,D,1,Venezuela,Vargas,La Guaira
1972-73,H. Artiles,Hector Artiles,Hector,Artiles,P,D,D,2,Venezuela,D.F.,Caracas
1971-72,H. Artiles,Hector Artiles,Hector,Artiles,P,D,D,1,Venezuela,D.F.,Caracas
1974-75,H. Brito,Hector Brito,Hector,Brito,P,D,D,11,Venezuela,Vargas,Naiguata
1973-74,H. Brito,Hector Brito,Hector,Brito,P,D,D,10,Venezuela,Vargas,Naiguata
1972-73,H. Brito,Hector Brito,Hector,Brito,P,D,D,9,Venezuela,Vargas,Naiguata
1971-72,H. Brito,Hector Brito,Hector,Brito,P,D,D,8,Venezuela,Vargas,Naiguata
1970-71,H. Brito,Hector Brito,Hector,Brito,P,D,D,7,Venezuela,Vargas,Naiguata
1969-70,H. Brito,Hector Brito,Hector,Brito,P,D,D,6,Venezuela,Vargas,Naiguata
1968-69,H. Brito,Hector Brito,Hector,Brito,P,D,D,5,Venezuela,Vargas,Naiguata
1967-68,H. Brito,Hector Brito,Hector,Brito,P,D,D,4,Venezuela,Vargas,Naiguata
1966-67,H. Brito,Hector Brito,Hector,Brito,P,D,D,3,Venezuela,Vargas,Naiguata
1965-66,H. Brito,Hector Brito,Hector,Brito,P,D,D,2,Venezuela,Vargas,Naiguata
1964-65,H. Brito,Hector Brito,Hector,Brito,P,D,D,1,Venezuela,Vargas,Naiguata
1991-92,H. Campos,Hector Campos,Hector,Campos,P,D,D,1,Venezuela,Delta Amacuro,Tucupita
2003-04,H. Cerezo,Hector Cerezo,Hector,Cerezo,P,Z,Z,2,Venezuela,Miranda,Santa Teresa
2002-03,H. Cerezo,Hector Cerezo,Hector,Cerezo,P,Z,Z,1,Venezuela,Miranda,Santa Teresa
2019-20,H. Sánchez,Hector Enrique Sánchez,Hector,Sánchez,C,A,D,8,Venezuela,Aragua,Maracay
2018-19,H. Sánchez,Hector Enrique Sánchez,Hector,Sánchez,C,A,D,7,Venezuela,Aragua,Maracay
2016-17,H. Sánchez,Hector Enrique Sánchez,Hector,Sánchez,C,A,D,6,Venezuela,Aragua,Maracay
2014-15,H. Sánchez,Hector Enrique Sánchez,Hector,Sánchez,C,A,D,5,Venezuela,Aragua,Maracay
2013-14,H. Sánchez,Hector Enrique Sánchez,Hector,Sánchez,C,A,D,4,Venezuela,Aragua,Maracay
2012-13,H. Sánchez,Hector Enrique Sánchez,Hector,Sánchez,C,A,D,3,Venezuela,Aragua,Maracay
2011-12,H. Sánchez,Hector Enrique Sánchez,Hector,Sánchez,C,A,D,2,Venezuela,Aragua,Maracay
2009-10,H. Sánchez,Hector Enrique Sánchez,Hector,Sánchez,C,A,D,1,Venezuela,Aragua,Maracay
2015-16,H. García,Hector García,Hector,García,1B,R,R,1,Venezuela,D.F.,Caracas
1995-96,H. Ortega,Hector Ortega,Hector,Ortega,CF,D,D,7,Venezuela,Carabobo,Puerto Cabello
1994-95,H. Ortega,Hector Ortega,Hector,Ortega,CF,D,D,6,Venezuela,Carabobo,Puerto Cabello
1993-94,H. Ortega,Hector Ortega,Hector,Ortega,CF,D,D,5,Venezuela,Carabobo,Puerto Cabello
