"N","Player Id","Temporada","Fecha","Juego","Equipo","orden","Jugador","IP","H","C","CL","HR","BB","SO","BF","EFE","G","P","SV","BS","HLD","Estadio","oponente","ronda","game_pk","day_nigth"
2556,"NA","2022-23","10/12/2022",1,"Aguilas del Zulia",1,"Francisco Carrillo",2.1,6,5,5,0,1,0,15,4.26,0,0,0,0,0,"Estadio Luis Aparicio","Cardenales de Lara","regular",714406,"night"
2557,"NA","2022-23","10/12/2022",1,"Aguilas del Zulia",2,"Alejandro Chacin",0.2,1,1,0,0,1,0,4,2.04,0,0,0,0,0,"Estadio Luis Aparicio","Cardenales de Lara","regular",714406,"night"
2558,"NA","2022-23","10/12/2022",1,"Aguilas del Zulia",3,"Deretd Parra",0.1,0,0,0,0,2,0,3,1.42,0,0,0,0,0,"Estadio Luis Aparicio","Cardenales de Lara","regular",714406,"night"
2559,"NA","2022-23","10/12/2022",1,"Aguilas del Zulia",4,"Jefferson Medina",1.1,1,0,0,0,2,0,7,0.44,0,0,0,0,0,"Estadio Luis Aparicio","Cardenales de Lara","regular",714406,"night"
2560,"NA","2022-23","10/12/2022",1,"Aguilas del Zulia",5,"Luis Pacheco",1.1,2,0,0,0,0,0,6,4,0,0,0,0,0,"Estadio Luis Aparicio","Cardenales de Lara","regular",714406,"night"
2561,"NA","2022-23","10/12/2022",1,"Aguilas del Zulia",6,"Carlos Betancourt",1,0,0,0,0,0,0,3,4.7,0,0,0,0,0,"Estadio Luis Aparicio","Cardenales de Lara","regular",714406,"night"
2562,"NA","2022-23","10/12/2022",1,"Aguilas del Zulia",7,"Carlos Espinal",1,0,0,0,0,0,1,3,0,0,0,0,0,0,"Estadio Luis Aparicio","Cardenales de Lara","regular",714406,"night"
2563,"NA","2022-23","10/12/2022",1,"Aguilas del Zulia",8,"Andrew Case ",1,1,2,1,0,2,0,7,6.75,0,1,0,0,0,"Estadio Luis Aparicio","Cardenales de Lara","regular",714406,"night"
2564,"NA","2022-23","11/12/2022",1,"Caribes de Anzoategui",1,"Carlos Luna",3,4,2,2,1,3,3,16,9.53,0,0,0,0,0,"Estadio Universitario","Tiburones de La Guaira","regular",714242,"day"
2565,"NA","2022-23","11/12/2022",1,"Caribes de Anzoategui",2,"Luis Amaya",1,1,0,0,0,0,0,3,3.65,0,0,0,0,0,"Estadio Universitario","Tiburones de La Guaira","regular",714242,"day"
2566,"NA","2022-23","11/12/2022",1,"Caribes de Anzoategui",3,"Manuel Cachutt",0.1,2,2,2,0,1,0,4,6.32,0,0,0,0,0,"Estadio Universitario","Tiburones de La Guaira","regular",714242,"day"
2567,"NA","2022-23","11/12/2022",1,"Caribes de Anzoategui",4,"José Torres ",1.2,0,0,0,0,0,0,5,6.27,1,0,0,0,0,"Estadio Universitario","Tiburones de La Guaira","regular",714242,"day"
2568,"NA","2022-23","11/12/2022",1,"Caribes de Anzoategui",5,"Andres Sotillet",0.1,2,2,2,0,1,0,4,3.92,0,0,0,0,0,"Estadio Universitario","Tiburones de La Guaira","regular",714242,"day"
2569,"NA","2022-23","11/12/2022",1,"Caribes de Anzoategui",6,"Liarvis Breto ",0.2,0,0,0,0,1,1,3,2.13,0,0,1,0,0,"Estadio Universitario","Tiburones de La Guaira","regular",714242,"day"
2570,"hernel001","2022-23","11/12/2022",1,"Tiburones de la Guaira",1,"Nelson Hernandez ",3.1,6,5,5,1,0,3,16,10.38,0,1,0,0,0,"Estadio Universitario","Caribes de Anzoategui","regular",714242,"day"
2571,"petjoh001","2022-23","11/12/2022",1,"Tiburones de la Guaira",2,"Jonathan Petit",1.2,2,1,1,0,2,1,9,2.05,0,0,0,0,0,"Estadio Universitario","Caribes de Anzoategui","regular",714242,"day"
2572,"garkev001","2022-23","11/12/2022",1,"Tiburones de la Guaira",3,"Kevin Garcia",0.2,2,2,2,0,1,0,5,4.5,0,0,0,0,0,"Estadio Universitario","Caribes de Anzoategui","regular",714242,"day"
2573,"suncar001","2022-23","11/12/2022",1,"Tiburones de la Guaira",4,"Carlos Suniaga",1.1,2,0,0,0,1,1,6,4.15,0,0,0,0,0,"Estadio Universitario","Caribes de Anzoategui","regular",714242,"day"
2574,"NA","2022-23","11/12/2022",2,"Caribes de Anzoategui",1,"Yeizo Campos",2.1,5,2,2,0,0,1,12,3.12,0,0,0,0,0,"Estadio Universitario","Tiburones de La Guaira","regular",714262,"day"
2575,"NA","2022-23","11/12/2022",2,"Caribes de Anzoategui",2,"Jean Toledo",0.2,0,0,0,0,1,0,2,4.5,0,0,0,0,0,"Estadio Universitario","Tiburones de La Guaira","regular",714262,"day"
2576,"NA","2022-23","11/12/2022",2,"Caribes de Anzoategui",3,"Ivan Medina",0.2,3,1,1,0,0,0,5,10.13,0,0,0,0,0,"Estadio Universitario","Tiburones de La Guaira","regular",714262,"day"
2577,"NA","2022-23","11/12/2022",2,"Caribes de Anzoategui",4,"Jesus Balaguer",0.1,0,0,0,0,0,0,1,4.58,0,0,0,0,0,"Estadio Universitario","Tiburones de La Guaira","regular",714262,"day"
2578,"NA","2022-23","11/12/2022",2,"Caribes de Anzoategui",5,"Lester Oliveros",1,0,0,0,0,0,1,3,5.4,0,0,0,0,0,"Estadio Universitario","Tiburones de La Guaira","regular",714262,"day"
2579,"NA","2022-23","11/12/2022",2,"Caribes de Anzoategui",6,"Loiger Padron ",1,3,2,2,0,1,1,7,5.31,0,1,0,0,0,"Estadio Universitario","Tiburones de La Guaira","regular",714262,"day"
2580,"gutosm001","2022-23","11/12/2022",2,"Tiburones de la Guaira",1,"Osman Gutierrez",3,1,1,1,0,3,4,11,3,0,0,0,0,0,"Estadio Universitario","Caribes de Anzoategui","regular",714262,"day"
2581,"herrob001","2022-23","11/12/2022",2,"Tiburones de la Guaira",2,"Robinson Hernandez",1,1,0,0,0,1,0,4,3.15,0,0,0,0,0,"Estadio Universitario","Caribes de Anzoategui","regular",714262,"day"
2582,"herarn001","2022-23","11/12/2022",2,"Tiburones de la Guaira",3,"Arnaldo Hernandez ",1,1,0,0,0,0,0,4,1.17,0,0,0,0,1,"Estadio Universitario","Caribes de Anzoategui","regular",714262,"day"
2583,"borsam001","2022-23","11/12/2022",2,"Tiburones de la Guaira",4,"Sam Bordner ",1,3,2,2,1,0,1,6,3.1,1,0,0,0,0,"Estadio Universitario","Caribes de Anzoategui","regular",714262,"day"
2584,"infgre001","2022-23","11/12/2022",2,"Tiburones de la Guaira",5,"Gregory Infante ",1,0,0,0,0,0,0,3,3.72,0,0,1,0,0,"Estadio Universitario","Caribes de Anzoategui","regular",714262,"day"
2585,"NA","2022-23","11/12/2022",1,"Cardenales de Lara",1,"Max Castillo ",5,2,0,0,0,1,5,18,6.27,1,0,0,0,0,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714402,"day"
2586,"NA","2022-23","11/12/2022",1,"Cardenales de Lara",2,"Darwinzon Hernandez ",1,1,0,0,0,0,2,5,4.61,0,0,0,0,1,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714402,"day"
2587,"NA","2022-23","11/12/2022",1,"Cardenales de Lara",3,"Vicente Campos ",1,0,0,0,0,0,2,3,2.66,0,0,1,0,0,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714402,"day"
2588,"NA","2022-23","11/12/2022",1,"Aguilas del Zulia",1,"Mario Sanchez ",6,5,3,2,1,1,5,24,1.53,0,1,0,0,0,"Estadio Luis Aparicio","Cardenales de Lara","regular",714402,"day"
2589,"NA","2022-23","11/12/2022",1,"Aguilas del Zulia",2,"Carlos Espinal",1,1,0,0,0,1,1,5,0,0,0,0,0,0,"Estadio Luis Aparicio","Cardenales de Lara","regular",714402,"day"
2590,"NA","2022-23","11/12/2022",2,"Cardenales de Lara",1,"Hector Rodriguez",1.1,2,2,2,0,2,1,8,2.16,0,0,0,0,0,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714428,"night"
2591,"NA","2022-23","11/12/2022",2,"Cardenales de Lara",2,"Wladimir Pinto",0.1,1,3,3,0,2,0,4,7.94,0,0,0,0,0,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714428,"night"
2592,"NA","2022-23","11/12/2022",2,"Cardenales de Lara",3,"Jesus Sanchez ",1.1,2,0,0,0,0,0,6,2.45,0,0,0,1,0,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714428,"night"
2593,"NA","2022-23","11/12/2022",2,"Cardenales de Lara",4,"Luís Madero",1.1,4,2,2,0,0,0,8,6.3,0,0,0,0,0,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714428,"night"
2594,"NA","2022-23","11/12/2022",2,"Cardenales de Lara",5,"Cristofer Ogando ",2.2,0,0,0,0,1,1,9,3.38,1,0,0,0,0,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714428,"night"
2595,"NA","2022-23","11/12/2022",2,"Aguilas del Zulia",1,"Porfirio Lopez",0.2,5,5,5,0,1,1,8,3.38,0,0,0,0,0,"Estadio Luis Aparicio","Cardenales de Lara","regular",714428,"night"
2596,"NA","2022-23","11/12/2022",2,"Aguilas del Zulia",2,"Jefferson Medina",0.1,1,0,0,0,1,1,3,0.43,0,0,0,0,0,"Estadio Luis Aparicio","Cardenales de Lara","regular",714428,"night"
2597,"NA","2022-23","11/12/2022",2,"Aguilas del Zulia",3,"Jose Davila",2,1,0,0,0,0,1,7,0,0,0,0,0,0,"Estadio Luis Aparicio","Cardenales de Lara","regular",714428,"night"
2598,"NA","2022-23","11/12/2022",2,"Aguilas del Zulia",4,"Alejandro Chacin",1.1,0,0,0,0,0,1,5,1.89,0,0,0,0,0,"Estadio Luis Aparicio","Cardenales de Lara","regular",714428,"night"
2599,"NA","2022-23","11/12/2022",2,"Aguilas del Zulia",5,"Ismael Guillón",1,0,2,0,0,1,1,5,0.55,0,0,0,0,0,"Estadio Luis Aparicio","Cardenales de Lara","regular",714428,"night"
2600,"NA","2022-23","11/12/2022",2,"Aguilas del Zulia",6,"Luis Pacheco ",0.1,1,0,0,0,2,0,4,3.86,0,0,0,1,0,"Estadio Luis Aparicio","Cardenales de Lara","regular",714428,"night"
2601,"NA","2022-23","11/12/2022",2,"Aguilas del Zulia",7,"Luis Moncada ",0.2,2,2,2,0,1,0,5,6.3,0,1,0,0,0,"Estadio Luis Aparicio","Cardenales de Lara","regular",714428,"night"
2602,"NA","2022-23","11/12/2022",2,"Aguilas del Zulia",8,"Giussepe Velasquez",0.1,0,0,0,0,0,0,3,5.68,0,0,0,0,0,"Estadio Luis Aparicio","Cardenales de Lara","regular",714428,"night"
2603,"NA","2022-23","11/12/2022",2,"Aguilas del Zulia",9,"Alexis Tapia",0.1,0,0,0,0,0,1,1,4.58,0,0,0,0,0,"Estadio Luis Aparicio","Cardenales de Lara","regular",714428,"night"
2604,"NA","2022-23","11/12/2022",1,"Leones del Caracas",1,"Jesus Vargas ",0.1,2,5,4,1,2,0,6,3.62,0,1,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714379,"night"
2605,"NA","2022-23","11/12/2022",1,"Leones del Caracas",2,"Emilio Marquez",1.1,5,2,2,1,0,1,10,7.71,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714379,"night"
2606,"NA","2022-23","11/12/2022",1,"Leones del Caracas",3,"Eduardo Paredes",2.1,1,0,0,0,1,1,9,4.15,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714379,"night"
2607,"NA","2022-23","11/12/2022",1,"Leones del Caracas",4,"Aliangel Lopez",2,3,0,0,0,0,0,8,4.28,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714379,"night"
2608,"NA","2022-23","11/12/2022",1,"Bravos de Margarita",1,"David Ramos ",6.2,5,4,4,2,0,3,25,2.54,1,0,0,0,0,"Estadio Forum de La Guaira","Leones del Caracas","regular",714379,"night"
2609,"NA","2022-23","11/12/2022",1,"Bravos de Margarita",2,"Carlos Navas ",0.1,0,0,0,0,0,0,1,4.96,0,0,1,0,0,"Estadio Forum de La Guaira","Leones del Caracas","regular",714379,"night"
2610,"NA","2022-23","11/12/2022",2,"Leones del Caracas",1,"Anderson Espinoza",0.2,2,3,1,0,1,1,6,13.5,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714400,"night"
2611,"NA","2022-23","11/12/2022",2,"Leones del Caracas",2,"Tiago Da Silva ",1.1,5,2,2,1,1,0,9,6.26,1,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714400,"night"
2612,"NA","2022-23","11/12/2022",2,"Leones del Caracas",3,"Yoimer Camacho ",1,1,0,0,0,1,1,4,2.53,0,0,0,0,1,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714400,"night"
2613,"NA","2022-23","11/12/2022",2,"Leones del Caracas",4,"Ricardo Rodríguez ",1,1,0,0,0,0,0,4,2.95,0,0,0,0,1,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714400,"night"
2614,"NA","2022-23","11/12/2022",2,"Leones del Caracas",5,"Alfred Gutierrez",2,1,1,1,0,1,0,7,3.38,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714400,"night"
2615,"NA","2022-23","11/12/2022",2,"Leones del Caracas",6,"Joshua Cornielly",1,0,0,0,0,1,2,4,2.08,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714400,"night"
2616,"NA","2022-23","11/12/2022",2,"Bravos de Margarita",1,"Jesús Castillo",1,3,3,3,1,1,2,7,7.39,0,0,0,0,0,"Estadio Forum de La Guaira","Leones del Caracas","regular",714400,"night"
2617,"NA","2022-23","11/12/2022",2,"Bravos de Margarita",2,"Melvi Acosta ",1.2,3,3,3,1,1,3,8,6.16,0,1,0,0,0,"Estadio Forum de La Guaira","Leones del Caracas","regular",714400,"night"
2618,"NA","2022-23","11/12/2022",2,"Bravos de Margarita",3,"José A. Váldez",1.1,2,2,2,0,0,2,6,8.16,0,0,0,0,0,"Estadio Forum de La Guaira","Leones del Caracas","regular",714400,"night"
2619,"NA","2022-23","11/12/2022",2,"Bravos de Margarita",4,"Henry Martinez",0.2,3,3,3,0,2,1,7,11.37,0,0,0,0,0,"Estadio Forum de La Guaira","Leones del Caracas","regular",714400,"night"
2620,"NA","2022-23","11/12/2022",2,"Bravos de Margarita",5,"Jesus Martinez",0.1,0,0,0,0,0,0,1,3.72,0,0,0,0,0,"Estadio Forum de La Guaira","Leones del Caracas","regular",714400,"night"
2621,"NA","2022-23","11/12/2022",2,"Bravos de Margarita",6,"Kender Villegas",1,0,0,0,0,0,0,3,19.06,0,0,0,0,0,"Estadio Forum de La Guaira","Leones del Caracas","regular",714400,"night"
2622,"NA","2022-23","11/12/2022",2,"Bravos de Margarita",7,"Ivan Hernandez",1,3,2,2,0,0,1,6,7.15,0,0,0,0,0,"Estadio Forum de La Guaira","Leones del Caracas","regular",714400,"night"
2623,"NA","2022-23","11/12/2022",1,"Tigres de Aragua",1,"Osmer Morales",4,4,4,4,1,1,4,17,6.41,0,0,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714266,"night"
2624,"NA","2022-23","11/12/2022",1,"Tigres de Aragua",2,"Jorge Rondon",1,2,0,0,0,0,1,5,12.08,0,0,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714266,"night"
2625,"NA","2022-23","11/12/2022",1,"Tigres de Aragua",3,"Eduardo Figueroa",1,2,1,1,1,0,1,5,4.6,0,0,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714266,"night"
2626,"NA","2022-23","11/12/2022",1,"Tigres de Aragua",4,"Claudio Custodio ",1,0,0,0,0,0,0,3,2.49,0,0,0,0,1,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714266,"night"
2627,"NA","2022-23","11/12/2022",1,"Tigres de Aragua",5,"Jorgan Cavanerio ",1,3,2,2,1,0,0,6,5.59,0,0,0,1,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714266,"night"
2628,"NA","2022-23","11/12/2022",1,"Tigres de Aragua",6,"Jonathan Vargas",1,0,0,0,0,0,1,3,2.66,0,0,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714266,"night"
2629,"NA","2022-23","11/12/2022",1,"Tigres de Aragua",7,"Jhondaniel Medina",1,0,0,0,0,1,0,4,0,0,0,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714266,"night"
2630,"NA","2022-23","11/12/2022",1,"Tigres de Aragua",8,"Adam Hofacket ",0,0,1,0,0,0,0,1,1.54,0,1,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714266,"night"
2631,,"2022-23","11/12/2022",1,"Navegantes del Magallanes",1,"Wikelman Ramirez",3,6,3,3,0,2,3,16,4.7,0,0,0,0,0,"Estadio Jose Bernardo Perez","Tigres de Aragua","regular",714266,"night"
2632,"NA","2022-23","11/12/2022",1,"Navegantes del Magallanes",2,"Jalen Miller",0.1,1,1,0,0,0,0,3,9.64,0,0,0,0,0,"Estadio Jose Bernardo Perez","Tigres de Aragua","regular",714266,"night"
2633,"NA","2022-23","11/12/2022",1,"Navegantes del Magallanes",3,"Yorvin Pantoja ",0.1,1,0,0,0,1,0,3,7.84,0,0,0,1,0,"Estadio Jose Bernardo Perez","Tigres de Aragua","regular",714266,"night"
2634,"NA","2022-23","11/12/2022",1,"Navegantes del Magallanes",4,"Nivaldo Rodriguez",1.1,0,0,0,0,2,0,5,4.63,0,0,0,0,0,"Estadio Jose Bernardo Perez","Tigres de Aragua","regular",714266,"night"
2635,"NA","2022-23","11/12/2022",1,"Navegantes del Magallanes",5,"Robert Zárate",1,0,0,0,0,0,0,3,0.79,0,0,0,0,0,"Estadio Jose Bernardo Perez","Tigres de Aragua","regular",714266,"night"
2636,"NA","2022-23","11/12/2022",1,"Navegantes del Magallanes",6,"Eduard Bazardo ",0.1,3,3,3,2,0,1,4,4.67,0,0,0,1,0,"Estadio Jose Bernardo Perez","Tigres de Aragua","regular",714266,"night"
2637,"NA","2022-23","11/12/2022",1,"Navegantes del Magallanes",7,"Yaramil Hiraldo",0.2,1,0,0,0,0,0,3,4.05,0,0,0,0,0,"Estadio Jose Bernardo Perez","Tigres de Aragua","regular",714266,"night"
2638,"NA","2022-23","11/12/2022",1,"Navegantes del Magallanes",8,"Alexandro Tovalin",1,0,0,0,0,1,1,4,0,0,0,0,0,0,"Estadio Jose Bernardo Perez","Tigres de Aragua","regular",714266,"night"
2639,"NA","2022-23","11/12/2022",1,"Navegantes del Magallanes",9,"Enderson Franco ",3,0,0,0,0,1,1,10,0.68,1,0,0,0,0,"Estadio Jose Bernardo Perez","Tigres de Aragua","regular",714266,"night"
2640,"NA","2022-23","13/12/2022",1,"Cardenales de Lara",1,"Nestor Molina ",5,5,5,5,1,1,0,21,4.69,0,1,0,0,0,"Estadio Universitario","Leones del Caracas","regular",714293,"night"
2641,"NA","2022-23","13/12/2022",1,"Cardenales de Lara",2,"Pedro Garcia",0,1,3,3,1,2,0,3,7.71,0,0,0,0,0,"Estadio Universitario","Leones del Caracas","regular",714293,"night"
2642,"NA","2022-23","13/12/2022",1,"Cardenales de Lara",3,"Diego Moreno",2,1,0,0,0,0,1,6,5.06,0,0,0,0,0,"Estadio Universitario","Leones del Caracas","regular",714293,"night"
2643,"NA","2022-23","13/12/2022",1,"Cardenales de Lara",4,"Jean Machi",1,1,0,0,0,1,1,5,7.36,0,0,0,0,0,"Estadio Universitario","Leones del Caracas","regular",714293,"night"
2644,"NA","2022-23","13/12/2022",1,"Leones del Caracas",1,"Carlos Hernández",2,2,2,2,0,2,3,10,9,0,0,0,0,0,"Estadio Universitario","Cardenales de Lara","regular",714293,"night"
2645,"NA","2022-23","13/12/2022",1,"Leones del Caracas",2,"JC Ramírez ",4,4,0,0,0,1,3,16,4.75,1,0,0,0,0,"Estadio Universitario","Cardenales de Lara","regular",714293,"night"
2646,"NA","2022-23","13/12/2022",1,"Leones del Caracas",3,"Miguel Socolovich",1,0,0,0,0,0,1,3,3.68,0,0,0,0,0,"Estadio Universitario","Cardenales de Lara","regular",714293,"night"
2647,"NA","2022-23","13/12/2022",1,"Leones del Caracas",4,"Joshua Cornielly",1,1,0,0,0,0,0,4,1.86,0,0,0,0,0,"Estadio Universitario","Cardenales de Lara","regular",714293,"night"
2648,"NA","2022-23","13/12/2022",1,"Leones del Caracas",5,"Alfred Gutierrez",1,0,0,0,0,1,2,4,3.18,0,0,0,0,0,"Estadio Universitario","Cardenales de Lara","regular",714293,"night"
2649,"NA","2022-23","13/12/2022",1,"Navegantes del Magallanes",1,"Ricardo Sánchez",6.1,5,2,2,1,0,4,24,4.54,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714323,"night"
2650,"NA","2022-23","13/12/2022",1,"Navegantes del Magallanes",2,"Bruce Rondón",0.2,1,1,1,0,2,1,5,4.7,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714323,"night"
2651,"NA","2022-23","13/12/2022",1,"Navegantes del Magallanes",3,"Alexandro Tovalin",0.1,3,3,3,0,0,1,4,5.79,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714323,"night"
2652,"NA","2022-23","13/12/2022",1,"Navegantes del Magallanes",4,"Anthony Vizcaya ",0.2,3,2,2,0,1,0,6,6.66,0,0,0,1,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714323,"night"
2653,"NA","2022-23","13/12/2022",1,"Navegantes del Magallanes",5,"Enderson Franco ",1,1,1,1,0,2,2,6,1.26,0,0,0,1,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714323,"night"
2654,"NA","2022-23","13/12/2022",1,"Navegantes del Magallanes",6,"Yaramil Hiraldo",1,0,0,0,0,1,2,4,3.52,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714323,"night"
2655,"NA","2022-23","13/12/2022",1,"Navegantes del Magallanes",7,"Angel Rondón ",2,0,1,0,0,2,1,9,0,1,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714323,"night"
2656,"NA","2022-23","13/12/2022",1,"Caribes de Anzoategui",1,"Omar Bencomo",4,8,3,3,1,2,2,20,5.74,0,0,0,0,0,"Estadio Alfonso Carrasquel","Navegantes del Magallanes","regular",714323,"night"
2657,"NA","2022-23","13/12/2022",1,"Caribes de Anzoategui",2,"Jesus Balaguer",1,0,0,0,0,0,1,3,4.35,0,0,0,0,0,"Estadio Alfonso Carrasquel","Navegantes del Magallanes","regular",714323,"night"
2658,"NA","2022-23","13/12/2022",1,"Caribes de Anzoategui",3,"Manuel Cachutt",0,2,3,3,0,1,0,3,8.04,0,0,0,0,0,"Estadio Alfonso Carrasquel","Navegantes del Magallanes","regular",714323,"night"
2659,"NA","2022-23","13/12/2022",1,"Caribes de Anzoategui",4,"Lester Oliveros",1,2,1,0,0,0,1,6,4.97,0,0,0,0,0,"Estadio Alfonso Carrasquel","Navegantes del Magallanes","regular",714323,"night"
2660,"NA","2022-23","13/12/2022",1,"Caribes de Anzoategui",5,"David Martinez",1,2,0,0,0,1,0,6,4.24,0,0,0,0,0,"Estadio Alfonso Carrasquel","Navegantes del Magallanes","regular",714323,"night"
2661,"NA","2022-23","13/12/2022",1,"Caribes de Anzoategui",6,"Jean Toledo",1,0,0,0,0,0,2,3,4.09,0,0,0,0,0,"Estadio Alfonso Carrasquel","Navegantes del Magallanes","regular",714323,"night"
2662,"NA","2022-23","13/12/2022",1,"Caribes de Anzoategui",7,"José Torres ",0,2,2,2,0,1,0,3,7.23,0,0,0,1,0,"Estadio Alfonso Carrasquel","Navegantes del Magallanes","regular",714323,"night"
2663,"NA","2022-23","13/12/2022",1,"Caribes de Anzoategui",8,"Andres Sotillet",2.1,4,1,0,0,1,2,11,3.52,0,0,0,0,0,"Estadio Alfonso Carrasquel","Navegantes del Magallanes","regular",714323,"night"
2664,"NA","2022-23","13/12/2022",1,"Caribes de Anzoategui",9,"Loiger Padron ",1.1,2,4,3,1,2,2,8,6.23,0,1,0,0,0,"Estadio Alfonso Carrasquel","Navegantes del Magallanes","regular",714323,"night"
2665,"NA","2022-23","13/12/2022",1,"Caribes de Anzoategui",10,"Mayckol Guaipe",0.1,0,0,0,0,0,0,1,1.62,0,0,0,0,0,"Estadio Alfonso Carrasquel","Navegantes del Magallanes","regular",714323,"night"
2666,"NA","2022-23","13/12/2022",1,"Aguilas del Zulia",1,"Jose A. Flores ",3,6,5,5,1,1,1,16,4.95,0,1,0,0,0,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714211,"night"
2667,"NA","2022-23","13/12/2022",1,"Aguilas del Zulia",2,"Gumercindo Gonzalez",1,3,1,1,0,0,0,5,10.13,0,0,0,0,0,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714211,"night"
2668,"NA","2022-23","13/12/2022",1,"Aguilas del Zulia",3,"Deretd Parra",0,4,4,4,0,1,0,5,7.11,0,0,0,0,0,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714211,"night"
2669,"NA","2022-23","13/12/2022",1,"Aguilas del Zulia",4,"Alexis Tapia",3,1,0,0,0,0,2,9,3.92,0,0,0,0,0,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714211,"night"
2670,"NA","2022-23","13/12/2022",1,"Aguilas del Zulia",5,"Elvis Araujo",1,1,0,0,0,1,1,5,5.24,0,0,0,0,0,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714211,"night"
2671,"NA","2022-23","13/12/2022",1,"Tigres de Aragua",1,"Solomon Bates",3.2,4,0,0,0,1,2,16,8.22,0,0,0,0,0,"Estadio Jose Perez Colmenares","Aguilas del Zulia","regular",714211,"night"
2672,"NA","2022-23","13/12/2022",1,"Tigres de Aragua",2,"Jonathan Vargas ",1.1,1,0,0,0,0,1,5,2.49,1,0,0,0,0,"Estadio Jose Perez Colmenares","Aguilas del Zulia","regular",714211,"night"
2673,"NA","2022-23","13/12/2022",1,"Tigres de Aragua",3,"Connor Law",1,1,2,2,1,1,2,5,4.58,0,0,0,0,0,"Estadio Jose Perez Colmenares","Aguilas del Zulia","regular",714211,"night"
2674,"NA","2022-23","13/12/2022",1,"Tigres de Aragua",4,"Felix Carvallo",1,2,0,0,0,0,0,5,4.26,0,0,0,0,0,"Estadio Jose Perez Colmenares","Aguilas del Zulia","regular",714211,"night"
2675,"NA","2022-23","13/12/2022",1,"Tigres de Aragua",5,"Pedro Rodriguez",1,0,0,0,0,0,1,3,10.67,0,0,0,0,0,"Estadio Jose Perez Colmenares","Aguilas del Zulia","regular",714211,"night"
2676,"NA","2022-23","13/12/2022",1,"Tigres de Aragua",6,"Fabricio Reina",1,1,0,0,0,1,0,5,4.7,0,0,0,0,0,"Estadio Jose Perez Colmenares","Aguilas del Zulia","regular",714211,"night"
2677,"NA","2022-23","14/12/2022",1,"Aguilas del Zulia",1,"Hector Sepulveda",4.1,4,1,1,0,3,2,20,2.08,0,0,0,0,0,"Estadio Universitario","Leones del Caracas","regular",714292,"night"
2678,"NA","2022-23","14/12/2022",1,"Aguilas del Zulia",2,"Jefferson Medina",0.2,0,0,0,0,0,0,2,0.42,0,0,0,0,0,"Estadio Universitario","Leones del Caracas","regular",714292,"night"
2679,"NA","2022-23","14/12/2022",1,"Aguilas del Zulia",3,"Francisco Carrillo",1,0,0,0,0,0,0,3,4.05,0,0,0,0,0,"Estadio Universitario","Leones del Caracas","regular",714292,"night"
2680,"NA","2022-23","14/12/2022",1,"Aguilas del Zulia",4,"Luis Pacheco",1,0,0,0,0,0,2,3,3.48,0,0,0,0,0,"Estadio Universitario","Leones del Caracas","regular",714292,"night"
