"N","Player id","Temporada","Fecha","Juego","Equipo","Posicion","Orden_bat","Jugador","AB","R","H","2B","3B","HR","RBI","BB","SO","LOB","AVE","Estadio","oponente"
1016,,"2021-22","22/12/2022",49,"Bravos de Margarita","SS",7,"Jose Martinez ",4,2,2,1,0,0,1,1,0,1,0.267,"Estadio Forum de La Guaira","Tiburones de la Guaira"
1017,,"2021-22","22/12/2022",49,"Bravos de Margarita","LF",8,"Frank Diaz ",3,1,1,0,0,0,1,1,0,0,0.281,"Estadio Forum de La Guaira","Tiburones de la Guaira"
1018,,"2021-22","22/12/2022",49,"Bravos de Margarita","PR-CF",,"Reinaldo Ilarraza ",1,1,1,0,0,0,1,0,0,0,0.224,"Estadio Forum de La Guaira","Tiburones de la Guaira"
1019,,"2021-22","22/12/2022",49,"Bravos de Margarita","1B",9,"Dennis Ortega ",4,0,0,0,0,0,0,1,1,3,0.211,"Estadio Forum de La Guaira","Tiburones de la Guaira"
1020,"cedlor001","2021-22","22/12/2022",49,"Tiburones de la Guaira","CF",1,"Lorenzo Cedrola ",4,1,1,0,1,0,0,0,0,1,0.25,"Estadio Forum de La Guaira","Bravos de Margarita"
1021,"melkel001","2021-22","22/12/2022",49,"Tiburones de la Guaira","SS",2,"Kelvin Melean ",3,1,2,0,0,1,2,0,0,0,0.3,"Estadio Forum de La Guaira","Bravos de Margarita"
1022,"vasdan001","2021-22","22/12/2022",49,"Tiburones de la Guaira","RF",3,"Danry Vasquez ",4,0,2,0,0,0,0,0,0,1,0.26,"Estadio Forum de La Guaira","Bravos de Margarita"
1023,"marjos002","2021-22","22/12/2022",49,"Tiburones de la Guaira","DH",4,"José Martínez ",4,0,1,0,0,0,0,0,0,3,0.3,"Estadio Forum de La Guaira","Bravos de Margarita"
1024,"duredg001","2021-22","22/12/2022",49,"Tiburones de la Guaira","3B",5,"Edgar Duran ",4,0,0,0,0,0,0,0,1,1,0.275,"Estadio Forum de La Guaira","Bravos de Margarita"
1025,"torjun001","2021-22","22/12/2022",49,"Tiburones de la Guaira","C",6,"Juan Torres ",4,0,1,0,0,0,0,0,0,2,0.221,"Estadio Forum de La Guaira","Bravos de Margarita"
1026,"reyren001","2021-22","22/12/2022",49,"Tiburones de la Guaira","LF",7,"Rene Reyes ",4,0,1,0,0,0,0,0,1,1,0.278,"Estadio Forum de La Guaira","Bravos de Margarita"
1027,"bragab001","2021-22","22/12/2022",49,"Tiburones de la Guaira","1B",8,"Gabriel Bracamonte ",4,0,2,0,0,0,0,0,0,2,0.316,"Estadio Forum de La Guaira","Bravos de Margarita"
1028,"varjer001","2021-22","22/12/2022",49,"Tiburones de la Guaira","2B",9,"Jheremy Vargas ",3,0,0,0,0,0,0,0,1,2,0,"Estadio Forum de La Guaira","Bravos de Margarita"
63,"cedlor001","2021-22","28/10/2021",4,"Tiburones de la Guaira","LF-RF",1,"Lorenzo Cedrola ",5,0,0,0,0,0,1,0,0,5,0.214,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
64,"rocbra001","2021-22","28/10/2021",4,"Tiburones de la Guaira","SS",2,"Brayan Rocchio ",5,1,1,0,1,0,0,0,0,2,0.25,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
65,"vasdan001","2021-22","28/10/2021",4,"Tiburones de la Guaira","DH",3,"Danry Vasquez ",4,0,1,1,0,0,0,1,3,2,0.231,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
66,"maydan001","2021-22","28/10/2021",4,"Tiburones de la Guaira","1B",4,"Daniel Mayora ",4,0,2,0,0,0,1,1,0,0,0.308,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
67,"avilu001","2021-22","28/10/2021",4,"Tiburones de la Guaira","3B",5,"Luis Aviles Jr",5,0,1,1,0,0,0,0,2,5,0.211,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
68,"sosjun001","2021-22","28/10/2021",4,"Tiburones de la Guaira","CF",6,"Junior Sosa ",4,1,1,0,0,1,1,0,2,4,0.231,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
69,"menhei001","2021-22","28/10/2021",4,"Tiburones de la Guaira","2B",7,"Heiker Meneses ",4,0,0,0,0,0,0,0,3,2,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
70,"ferjua001","2021-22","28/10/2021",4,"Tiburones de la Guaira","C",8,"Juan Fernandez ",3,1,1,1,0,0,0,1,1,2,0.556,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
71,"lujjes001","2021-22","28/10/2021",4,"Tiburones de la Guaira","RF",9,"Jesus Lujano ",2,0,1,0,0,0,0,0,0,1,0.5,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
72,"marteo001","2021-22","28/10/2021",4,"Tiburones de la Guaira","PH-LF",,"Teodoro Martinez ",2,0,1,0,0,0,0,0,0,1,0.333,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
73,,"2021-22","28/10/2021",4,"Navegantes del Magallanes","CF",1,"Cade Gotta ",3,1,1,0,0,0,0,1,2,0,0.222,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
74,,"2021-22","28/10/2021",4,"Navegantes del Magallanes","3B",2,"Alberto Gonzalez ",4,0,1,0,0,0,0,0,0,1,0.333,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
75,,"2021-22","28/10/2021",4,"Navegantes del Magallanes","1B",3,"Leonardo Reginatto ",4,0,0,0,0,0,0,0,3,2,0.333,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
76,,"2021-22","28/10/2021",4,"Navegantes del Magallanes","RF",4,"Alejandro De Aza ",4,1,1,1,0,0,1,0,1,1,0.294,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
77,,"2021-22","28/10/2021",4,"Navegantes del Magallanes","LF",5,"Moisés Gómez ",4,1,1,0,0,0,0,0,1,2,0.333,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
78,,"2021-22","28/10/2021",4,"Navegantes del Magallanes","DH",6,"Alberth Martinez ",3,1,2,0,0,0,1,0,0,0,0.25,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
79,,"2021-22","28/10/2021",4,"Navegantes del Magallanes","2B",7,"Gabriel Noriega ",3,0,2,1,0,0,0,0,1,2,0.6,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
80,,"2021-22","28/10/2021",4,"Navegantes del Magallanes","C",8,"Arturo Nieto ",3,0,3,0,0,0,2,0,0,0,0.571,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
81,,"2021-22","28/10/2021",4,"Navegantes del Magallanes","SS",9,"Engelb Vielma ",3,0,0,0,0,0,0,0,0,3,0.214,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
307,"sosjun001","2021-22","10/11/2021",15,"Tiburones de la Guaira","CF",1,"Junior Sosa ",4,1,1,0,0,0,0,2,3,0,0.319,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
308,"rocbra001","2021-22","10/11/2021",15,"Tiburones de la Guaira","SS",2,"Brayan Rocchio ",4,0,3,0,0,0,0,1,0,2,0.458,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
309,"vasdan001","2021-22","10/11/2021",15,"Tiburones de la Guaira","RF",3,"Danry Vasquez ",3,1,1,1,0,0,1,2,0,3,0.286,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
310,"lujjes001","2021-22","10/11/2021",15,"Tiburones de la Guaira","RF",,"Jesus Lujano ",0,0,0,0,0,0,0,0,0,0,0.556,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
311,"guzjes001","2021-22","10/11/2021",15,"Tiburones de la Guaira","DH",4,"Jesus Guzman ",3,2,1,0,0,1,2,1,1,4,0.467,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
312,"torjun001","2021-22","10/11/2021",15,"Tiburones de la Guaira","PH-DH",,"Juan Torres ",1,0,0,0,0,0,0,0,0,2,0.1,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
313,"marteo001","2021-22","10/11/2021",15,"Tiburones de la Guaira","LF",5,"Teodoro Martinez ",3,1,1,1,0,0,1,1,0,3,0.34,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
314,"infdie001","2021-22","10/11/2021",15,"Tiburones de la Guaira","LF",,"Diego Infante ",0,0,0,0,0,0,0,1,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
315,"maydan001","2021-22","10/11/2021",15,"Tiburones de la Guaira","1B",6,"Daniel Mayora ",5,0,0,0,0,0,0,0,1,5,0.222,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
316,"avilu001","2021-22","10/11/2021",15,"Tiburones de la Guaira","3B",7,"Luis Aviles Jr",5,2,3,0,0,1,1,0,0,1,0.283,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
317,"genric001","2021-22","10/11/2021",15,"Tiburones de la Guaira","C",8,"Ricardo Genovés ",4,1,3,0,0,0,1,1,0,1,0.333,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
318,"garmai002","2021-22","10/11/2021",15,"Tiburones de la Guaira","2B",9,"Maikel Garcia ",5,0,0,0,0,0,1,0,2,4,0.16,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
319,,"2021-22","10/11/2021",15,"Navegantes del Magallanes","CF",1,"Cade Gotta ",3,0,1,0,0,0,0,0,2,1,0.345,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
320,,"2021-22","10/11/2021",15,"Navegantes del Magallanes","PH-CF",,"Juan Infante ",0,0,0,0,0,0,0,1,0,0,0.25,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
321,,"2021-22","10/11/2021",15,"Navegantes del Magallanes","3B",2,"Alberto Gonzalez ",4,0,0,0,0,0,0,0,0,3,0.321,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
322,,"2021-22","10/11/2021",15,"Navegantes del Magallanes","RF",3,"Alejandro De Aza ",3,0,1,0,0,0,0,0,1,0,0.269,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
323,,"2021-22","10/11/2021",15,"Navegantes del Magallanes","DH",4,"Nellie Rodríguez ",4,0,1,0,0,0,0,0,0,2,0.242,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
324,,"2021-22","10/11/2021",15,"Navegantes del Magallanes","1B",5,"Leonardo Reginatto ",4,1,1,0,0,1,1,0,1,2,0.345,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
325,,"2021-22","10/11/2021",15,"Navegantes del Magallanes","2B-SS",6,"Gabriel Noriega ",4,0,1,0,0,0,0,0,2,2,0.396,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
326,,"2021-22","10/11/2021",15,"Navegantes del Magallanes","LF",7,"Alberth Martinez ",3,0,0,0,0,0,0,0,1,2,0.22,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
327,,"2021-22","10/11/2021",15,"Navegantes del Magallanes","C",8,"Anderson De La Rosa ",2,0,0,0,0,0,0,0,1,0,0.286,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
328,,"2021-22","10/11/2021",15,"Navegantes del Magallanes","C",,"Óscar Hernández ",1,0,0,0,0,0,0,0,0,0,0,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
329,,"2021-22","10/11/2021",15,"Navegantes del Magallanes","SS",9,"Engelb Vielma ",2,0,1,1,0,0,0,0,0,0,0.2,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
330,,"2021-22","10/11/2021",15,"Navegantes del Magallanes","PH-2B",,"Anthony Pereira ",1,0,0,0,0,0,0,0,0,0,0.1,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
748,"cedlor001","2021-22","05/12/2022",36,"Tiburones de la Guaira","LF",1,"Lorenzo Cedrola ",5,0,0,0,0,0,0,0,1,4,0.25,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
749,"garmai002","2021-22","05/12/2022",36,"Tiburones de la Guaira","SS",2,"Maikel Garcia ",4,0,0,0,0,0,0,0,0,1,0.337,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
750,"vasdan001","2021-22","05/12/2022",36,"Tiburones de la Guaira","RF",3,"Danry Vasquez ",4,0,1,1,0,0,0,0,1,0,0.27,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
751,"marjos002","2021-22","05/12/2022",36,"Tiburones de la Guaira","1B",4,"José Martínez ",3,1,1,0,0,0,0,1,1,1,0.333,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
752,"sosjun001","2021-22","05/12/2022",36,"Tiburones de la Guaira","CF",5,"Junior Sosa ",3,1,1,0,0,0,0,1,1,1,0.27,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
753,"torjun001","2021-22","05/12/2022",36,"Tiburones de la Guaira","3B",6,"Juan Torres ",4,0,0,0,0,0,0,0,0,4,0.159,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
754,"reyren001","2021-22","05/12/2022",36,"Tiburones de la Guaira","DH",7,"Rene Reyes ",4,1,2,0,0,0,0,0,0,0,0.429,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
755,"genric001","2021-22","05/12/2022",36,"Tiburones de la Guaira","C",8,"Ricardo Genovés ",4,1,1,0,0,1,1,0,1,4,0.258,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
756,"duredg001","2021-22","05/12/2022",36,"Tiburones de la Guaira","2B",9,"Edgar Duran ",4,0,3,1,1,0,3,0,0,0,0.255,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
757,,"2021-22","05/12/2022",36,"Navegantes del Magallanes","CF",1,"Cade Gotta ",5,2,2,1,0,1,2,0,1,4,0.291,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
758,,"2021-22","05/12/2022",36,"Navegantes del Magallanes","3B",2,"Alberto Gonzalez ",5,0,0,0,0,0,0,0,1,4,0.341,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
759,,"2021-22","05/12/2022",36,"Navegantes del Magallanes","2B",3,"Leonardo Reginatto ",5,1,2,0,0,0,1,0,0,0,0.343,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
760,,"2021-22","05/12/2022",36,"Navegantes del Magallanes","DH",4,"Pablo Sandoval ",5,1,2,0,0,0,0,0,0,2,0.328,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
761,,"2021-22","05/12/2022",36,"Navegantes del Magallanes","PR-DH",,"Juan Infante ",0,1,0,0,0,0,0,0,0,0,0.172,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
762,,"2021-22","05/12/2022",36,"Navegantes del Magallanes","LF",5,"Alberth Martinez ",5,2,2,1,0,0,1,0,0,2,0.304,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
763,,"2021-22","05/12/2022",36,"Navegantes del Magallanes","RF",6,"Alejandro De Aza ",5,2,3,0,0,0,2,0,0,1,0.321,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
764,,"2021-22","05/12/2022",36,"Navegantes del Magallanes","1B",7,"Carlos Pérez ",4,0,0,0,0,0,0,1,0,5,0.167,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
765,,"2021-22","05/12/2022",36,"Navegantes del Magallanes","C",8,"Arturo Nieto ",4,1,1,0,0,0,1,1,0,2,0.34,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
766,,"2021-22","05/12/2022",36,"Navegantes del Magallanes","SS",9,"Engelb Vielma ",3,2,3,1,0,0,3,1,0,0,0.231,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
789,"marteo001","2021-22","09/12/2022",38,"Tiburones de la Guaira","LF",1,"Teodoro Martinez ",4,1,2,2,0,0,1,0,0,0,0.288,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
790,"vasdan001","2021-22","09/12/2022",38,"Tiburones de la Guaira","RF",2,"Danry Vasquez ",4,1,1,0,0,1,2,1,0,1,0.263,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
791,"garmai002","2021-22","09/12/2022",38,"Tiburones de la Guaira","SS",3,"Maikel Garcia ",3,0,1,0,0,0,1,2,1,0,0.352,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
792,"marjos002","2021-22","09/12/2022",38,"Tiburones de la Guaira","1B",4,"José Martínez ",5,0,0,0,0,0,0,0,0,6,0.241,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
793,"perjai001","2021-22","09/12/2022",38,"Tiburones de la Guaira","DH",5,"Jairo Perez ",4,1,0,0,0,0,0,1,2,0,0.262,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
794,"maydan001","2021-22","09/12/2022",38,"Tiburones de la Guaira","3B",6,"Daniel Mayora ",3,1,1,0,0,0,0,1,1,1,0.28,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
795,"rodkey001","2021-22","09/12/2022",38,"Tiburones de la Guaira","PR-2B",,"Keyber Rodriguez ",0,0,0,0,0,0,0,0,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
796,"duredg001","2021-22","09/12/2022",38,"Tiburones de la Guaira","2B-3B",7,"Edgar Duran ",3,2,2,0,0,1,2,1,1,1,0.29,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
797,"perarv001","2021-22","09/12/2022",38,"Tiburones de la Guaira","C",8,"Arvicent Perez ",3,1,0,0,0,0,0,1,1,2,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
798,"lujjes001","2021-22","09/12/2022",38,"Tiburones de la Guaira","CF",9,"Jesus Lujano ",3,0,0,0,0,0,1,1,1,0,0.231,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
799,,"2021-22","09/12/2022",38,"Navegantes del Magallanes","CF",1,"Cade Gotta ",5,1,2,0,0,1,1,0,1,4,0.29,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
800,,"2021-22","09/12/2022",38,"Navegantes del Magallanes","SS",2,"Engelb Vielma ",5,0,1,1,0,0,0,0,2,2,0.215,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
801,,"2021-22","09/12/2022",38,"Navegantes del Magallanes","DH",3,"Pablo Sandoval ",3,2,2,0,0,0,0,0,0,1,0.347,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
802,,"2021-22","09/12/2022",38,"Navegantes del Magallanes","PR-DH",,"Juan Infante ",1,1,0,0,0,0,0,0,0,0,0.167,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
803,,"2021-22","09/12/2022",38,"Navegantes del Magallanes","1B",4,"Nellie Rodríguez ",5,1,3,1,0,0,0,0,2,1,0.294,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
804,,"2021-22","09/12/2022",38,"Navegantes del Magallanes","LF",5,"Alberth Martinez ",5,2,3,0,1,1,5,0,0,2,0.312,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
805,,"2021-22","09/12/2022",38,"Navegantes del Magallanes","RF",6,"Alejandro De Aza ",4,1,1,0,0,0,0,1,0,3,0.324,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
806,,"2021-22","09/12/2022",38,"Navegantes del Magallanes","C",7,"Carlos Pérez ",4,1,1,0,0,0,0,0,0,3,0.185,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
807,,"2021-22","09/12/2022",38,"Navegantes del Magallanes","3B",8,"Gabriel Noriega ",4,1,2,0,0,1,3,0,0,0,0.346,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
808,,"2021-22","09/12/2022",38,"Navegantes del Magallanes","2B",9,"Rayder Ascanio ",3,1,2,0,1,0,0,1,0,0,0.302,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
376,"sosjun001","2021-22","13/11/2021",18,"Tiburones de la Guaira","CF",1,"Junior Sosa ",4,0,0,0,0,0,0,1,2,4,0.276,"Estadio Jose Perez Colmenares","Tigres de Aragua"
377,"rocbra001","2021-22","13/11/2021",18,"Tiburones de la Guaira","SS",2,"Brayan Rocchio ",5,1,3,1,0,0,0,0,0,5,0.426,"Estadio Jose Perez Colmenares","Tigres de Aragua"
378,"avilu001","2021-22","13/11/2021",18,"Tiburones de la Guaira","3B",3,"Luis Aviles Jr",4,0,0,0,0,0,0,0,2,2,0.268,"Estadio Jose Perez Colmenares","Tigres de Aragua"
379,"vasdan001","2021-22","13/11/2021",18,"Tiburones de la Guaira","RF",4,"Danry Vasquez ",4,1,1,0,0,1,2,1,0,2,0.284,"Estadio Jose Perez Colmenares","Tigres de Aragua"
380,"maydan001","2021-22","13/11/2021",18,"Tiburones de la Guaira","1B",5,"Daniel Mayora ",5,0,1,0,0,0,0,0,1,2,0.226,"Estadio Jose Perez Colmenares","Tigres de Aragua"
381,"perjai001","2021-22","13/11/2021",18,"Tiburones de la Guaira","LF",6,"Jairo Perez ",4,2,2,1,0,0,0,1,0,2,0.3,"Estadio Jose Perez Colmenares","Tigres de Aragua"
382,"torjun001","2021-22","13/11/2021",18,"Tiburones de la Guaira","DH",7,"Juan Torres ",4,0,1,0,0,0,1,0,1,2,0.125,"Estadio Jose Perez Colmenares","Tigres de Aragua"
383,"genric001","2021-22","13/11/2021",18,"Tiburones de la Guaira","C",8,"Ricardo Genovés ",4,0,1,0,0,0,1,0,0,3,0.31,"Estadio Jose Perez Colmenares","Tigres de Aragua"
384,"garmai002","2021-22","13/11/2021",18,"Tiburones de la Guaira","2B",9,"Maikel Garcia ",4,1,3,0,0,0,0,0,1,1,0.242,"Estadio Jose Perez Colmenares","Tigres de Aragua"
385,,"2021-22","13/11/2021",18,"Tigres de Aragua","CF",1,"Carlos Tocci ",3,0,1,0,0,0,0,1,0,0,0.307,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
386,,"2021-22","13/11/2021",18,"Tigres de Aragua","LF",2,"Josmar Cordero ",4,0,0,0,0,0,0,0,1,2,0.3,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
387,,"2021-22","13/11/2021",18,"Tigres de Aragua","2B",3,"Alexi Amarista ",3,0,0,0,0,0,0,1,1,1,0.236,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
388,,"2021-22","13/11/2021",18,"Tigres de Aragua","1B",4,"Wilson Garcia ",4,0,0,0,0,0,0,0,1,2,0.167,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
389,,"2021-22","13/11/2021",18,"Tigres de Aragua","DH",5,"Henry Alejandro Rodriguez ",4,0,1,1,0,0,0,0,0,0,0.27,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
390,,"2021-22","13/11/2021",18,"Tigres de Aragua","RF",6,"Carlos Arroyo ",3,0,1,1,0,0,0,1,0,1,0.35,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
391,,"2021-22","13/11/2021",18,"Tigres de Aragua","C",7,"Ramón Cabrera ",4,0,1,0,0,0,0,0,1,3,0.22,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
392,,"2021-22","13/11/2021",18,"Tigres de Aragua","3B",8,"Edwin Garcia ",3,0,1,0,0,0,0,0,0,2,0.246,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
393,,"2021-22","13/11/2021",18,"Tigres de Aragua","SS",9,"Deiner Lopez ",3,0,0,0,0,0,0,0,2,3,0.311,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
643,"cedlor001","2021-22","30/11/2022",31,"Tiburones de la Guaira","LF",1,"Lorenzo Cedrola ",4,2,1,1,0,0,0,1,2,2,0.271,"Estadio Jose Perez Colmenares","Tigres de Aragua"
644,"marteo001","2021-22","30/11/2022",31,"Tiburones de la Guaira","DH",2,"Teodoro Martinez ",4,0,2,0,0,0,1,0,0,3,0.297,"Estadio Jose Perez Colmenares","Tigres de Aragua"
645,"vasdan001","2021-22","30/11/2022",31,"Tiburones de la Guaira","RF",3,"Danry Vasquez ",4,0,2,0,0,0,0,0,0,3,0.261,"Estadio Jose Perez Colmenares","Tigres de Aragua"
646,"marjos002","2021-22","30/11/2022",31,"Tiburones de la Guaira","1B",4,"José Martínez ",4,1,2,0,0,0,1,0,1,2,0.5,"Estadio Jose Perez Colmenares","Tigres de Aragua"
647,"sosjun001","2021-22","30/11/2022",31,"Tiburones de la Guaira","CF",5,"Junior Sosa ",4,1,1,1,0,0,0,0,0,2,0.275,"Estadio Jose Perez Colmenares","Tigres de Aragua"
648,"maydan001","2021-22","30/11/2022",31,"Tiburones de la Guaira","3B",6,"Daniel Mayora ",4,0,0,0,0,0,0,0,1,2,0.292,"Estadio Jose Perez Colmenares","Tigres de Aragua"
649,"genric001","2021-22","30/11/2022",31,"Tiburones de la Guaira","C",7,"Ricardo Genovés ",3,0,0,0,0,0,1,0,0,1,0.232,"Estadio Jose Perez Colmenares","Tigres de Aragua"
650,"lujjes001","2021-22","30/11/2022",31,"Tiburones de la Guaira","PR",,"Jesus Lujano ",0,1,0,0,0,0,0,0,0,0,0.261,"Estadio Jose Perez Colmenares","Tigres de Aragua"
651,"torjun001","2021-22","30/11/2022",31,"Tiburones de la Guaira","C",,"Juan Torres ",0,0,0,0,0,0,0,0,0,0,0.161,"Estadio Jose Perez Colmenares","Tigres de Aragua"
652,"garmai002","2021-22","30/11/2022",31,"Tiburones de la Guaira","SS",8,"Maikel Garcia ",3,0,2,1,0,0,1,0,0,0,0.304,"Estadio Jose Perez Colmenares","Tigres de Aragua"
653,"rodkey001","2021-22","30/11/2022",31,"Tiburones de la Guaira","2B",9,"Keyber Rodriguez ",3,0,0,0,0,0,0,0,0,2,0,"Estadio Jose Perez Colmenares","Tigres de Aragua"
654,"reyren001","2021-22","30/11/2022",31,"Tiburones de la Guaira","PH",,"Rene Reyes ",1,0,1,0,0,0,1,0,0,0,1,"Estadio Jose Perez Colmenares","Tigres de Aragua"
655,"duredg001","2021-22","30/11/2022",31,"Tiburones de la Guaira","PR-2B",,"Edgar Duran ",0,0,0,0,0,0,0,0,0,0,0.19,"Estadio Jose Perez Colmenares","Tigres de Aragua"
656,,"2021-22","30/11/2022",31,"Tigres de Aragua","CF",1,"Carlos Tocci ",5,0,2,0,0,0,0,0,0,0,0.326,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
657,,"2021-22","30/11/2022",31,"Tigres de Aragua","3B-LF",2,"Hernán Pérez ",4,0,1,0,0,0,0,1,2,0,0.302,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
658,,"2021-22","30/11/2022",31,"Tigres de Aragua","2B",3,"Alexi Amarista ",4,1,2,1,0,0,0,0,1,2,0.328,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
659,,"2021-22","30/11/2022",31,"Tigres de Aragua","DH",4,"Wilson Garcia ",4,0,1,0,0,0,1,0,0,4,0.188,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
660,,"2021-22","30/11/2022",31,"Tigres de Aragua","1B",5,"Henry Alejandro Rodriguez ",3,0,1,0,0,0,0,1,0,0,0.345,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
661,,"2021-22","30/11/2022",31,"Tigres de Aragua","PR-SS",,"Yonathan Mendoza ",0,0,0,0,0,0,0,0,0,0,0.154,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
662,,"2021-22","30/11/2022",31,"Tigres de Aragua","RF",6,"Denis Phipps ",3,0,0,0,0,0,0,0,1,2,0.297,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
663,,"2021-22","30/11/2022",31,"Tigres de Aragua","LF",7,"Eduard Pinto ",3,1,0,0,0,0,0,0,0,2,0.231,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
664,,"2021-22","30/11/2022",31,"Tigres de Aragua","PH-1B",,"Wilfredo Gimenez ",1,0,0,0,0,0,0,0,0,2,0.225,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
