"N","Player id","Temporada","Fecha","Juego","Equipo","Posicion","Orden_bat","Jugador","AB","R","H","2B","3B","HR","RBI","BB","SO","LOB","AVE","Estadio","oponente"
605,,"2021-22","27/11/2022",29,"Tigres de Aragua","PH-3B",,"Edwin Garcia ",1,0,0,0,0,0,0,0,0,1,0.257,"Estadio Universitario","Tiburones de la Guaira"
606,,"2021-22","27/11/2022",29,"Tigres de Aragua","PH-RF",,"Eduard Pinto ",0,0,0,0,0,0,0,1,0,0,0.333,"Estadio Universitario","Tiburones de la Guaira"
607,,"2021-22","27/11/2022",29,"Tigres de Aragua","C",8,"Ramón Cabrera ",4,0,0,0,0,0,1,0,0,5,0.217,"Estadio Universitario","Tiburones de la Guaira"
608,,"2021-22","27/11/2022",29,"Tigres de Aragua","SS",9,"Deiner Lopez ",3,3,2,1,0,0,0,2,0,2,0.293,"Estadio Universitario","Tiburones de la Guaira"
609,"cedlor001","2021-22","27/11/2022",29,"Tiburones de la Guaira","RF",1,"Lorenzo Cedrola ",5,0,1,0,0,0,1,0,1,3,0.28,"Estadio Universitario","Tigres de Aragua"
610,"vasdan001","2021-22","27/11/2022",29,"Tiburones de la Guaira","DH",2,"Danry Vasquez ",4,2,1,1,0,0,0,1,1,2,0.262,"Estadio Universitario","Tigres de Aragua"
611,"marteo001","2021-22","27/11/2022",29,"Tiburones de la Guaira","LF",3,"Teodoro Martinez ",4,1,1,0,0,0,1,1,0,1,0.301,"Estadio Universitario","Tigres de Aragua"
612,"lujjes001","2021-22","27/11/2022",29,"Tiburones de la Guaira","PR",,"Jesus Lujano ",0,0,0,0,0,0,0,0,0,0,0.261,"Estadio Universitario","Tigres de Aragua"
613,"maydan001","2021-22","27/11/2022",29,"Tiburones de la Guaira","1B",4,"Daniel Mayora ",5,0,1,0,0,0,2,0,0,3,0.31,"Estadio Universitario","Tigres de Aragua"
614,"sosjun001","2021-22","27/11/2022",29,"Tiburones de la Guaira","CF",5,"Junior Sosa ",2,1,1,0,0,0,0,2,0,0,0.266,"Estadio Universitario","Tigres de Aragua"
615,"avilu001","2021-22","27/11/2022",29,"Tiburones de la Guaira","3B",6,"Luis Aviles Jr",4,0,1,0,0,0,1,0,1,2,0.265,"Estadio Universitario","Tigres de Aragua"
616,"duredg001","2021-22","27/11/2022",29,"Tiburones de la Guaira","2B",7,"Edgar Duran ",4,1,1,0,0,0,0,0,0,3,0.205,"Estadio Universitario","Tigres de Aragua"
617,"torjun001","2021-22","27/11/2022",29,"Tiburones de la Guaira","C",8,"Juan Torres ",4,0,2,0,0,0,1,0,0,0,0.148,"Estadio Universitario","Tigres de Aragua"
618,"garmai002","2021-22","27/11/2022",29,"Tiburones de la Guaira","SS",9,"Maikel Garcia ",3,2,1,0,0,0,0,1,0,3,0.278,"Estadio Universitario","Tigres de Aragua"
689,"cedlor001","2021-22","03/12/2022",33,"Tiburones de la Guaira","CF",1,"Lorenzo Cedrola ",3,0,1,0,0,0,0,0,0,0,0.269,"Estadio Universitario","Leones del Caracas"
690,"marteo001","2021-22","03/12/2022",33,"Tiburones de la Guaira","LF",2,"Teodoro Martinez ",4,0,1,0,0,0,0,0,0,0,0.29,"Estadio Universitario","Leones del Caracas"
691,"marjos002","2021-22","03/12/2022",33,"Tiburones de la Guaira","RF",3,"José Martínez ",3,0,0,0,0,0,0,1,0,2,0.273,"Estadio Universitario","Leones del Caracas"
692,"guzjes001","2021-22","03/12/2022",33,"Tiburones de la Guaira","1B",4,"Jesus Guzman ",4,0,0,0,0,0,0,0,2,2,0.326,"Estadio Universitario","Leones del Caracas"
693,"maydan001","2021-22","03/12/2022",33,"Tiburones de la Guaira","3B",5,"Daniel Mayora ",1,0,0,0,0,0,0,0,0,0,0.29,"Estadio Universitario","Leones del Caracas"
694,"rodkey001","2021-22","03/12/2022",33,"Tiburones de la Guaira","2B",,"Keyber Rodriguez ",1,0,0,0,0,0,0,1,0,0,0,"Estadio Universitario","Leones del Caracas"
695,"garmai002","2021-22","03/12/2022",33,"Tiburones de la Guaira","SS",6,"Maikel Garcia ",3,0,2,0,0,0,0,0,0,0,0.337,"Estadio Universitario","Leones del Caracas"
696,"perjai001","2021-22","03/12/2022",33,"Tiburones de la Guaira","DH",7,"Jairo Perez ",3,0,0,0,0,0,0,0,1,3,0.296,"Estadio Universitario","Leones del Caracas"
697,"torjun001","2021-22","03/12/2022",33,"Tiburones de la Guaira","C",8,"Juan Torres ",3,0,0,0,0,0,0,0,1,2,0.147,"Estadio Universitario","Leones del Caracas"
698,"duredg001","2021-22","03/12/2022",33,"Tiburones de la Guaira","2B-3B",9,"Edgar Duran ",3,0,0,0,0,0,0,0,0,2,0.178,"Estadio Universitario","Leones del Caracas"
699,,"2021-22","03/12/2022",33,"Leones del Caracas","2B",1,"Cesar Valera ",4,1,1,1,0,0,0,0,0,3,0.273,"Estadio Universitario","Tiburones de la Guaira"
700,,"2021-22","03/12/2022",33,"Leones del Caracas","DH",2,"Yosmany Guerra ",3,0,1,0,0,0,0,1,1,1,0.348,"Estadio Universitario","Tiburones de la Guaira"
701,,"2021-22","03/12/2022",33,"Leones del Caracas","SS",3,"Wilfredo Tovar ",4,0,0,0,0,0,0,0,1,5,0.383,"Estadio Universitario","Tiburones de la Guaira"
702,,"2021-22","03/12/2022",33,"Leones del Caracas","RF-LF",4,"José Rondón ",4,0,0,0,0,0,0,0,4,1,0.228,"Estadio Universitario","Tiburones de la Guaira"
703,,"2021-22","03/12/2022",33,"Leones del Caracas","1B",5,"Alexander Palma ",3,0,0,0,0,0,0,0,0,0,0.291,"Estadio Universitario","Tiburones de la Guaira"
704,,"2021-22","03/12/2022",33,"Leones del Caracas","CF",,"Angel Aponte ",0,0,0,0,0,0,0,0,0,0,0.281,"Estadio Universitario","Tiburones de la Guaira"
705,,"2021-22","03/12/2022",33,"Leones del Caracas","LF-1B",6,"Aldrem Corredor ",3,0,0,0,0,0,0,0,1,0,0.34,"Estadio Universitario","Tiburones de la Guaira"
706,,"2021-22","03/12/2022",33,"Leones del Caracas","3B",7,"Ronny Cedeno ",3,0,1,0,0,0,0,0,1,0,0.296,"Estadio Universitario","Tiburones de la Guaira"
707,,"2021-22","03/12/2022",33,"Leones del Caracas","C",8,"Jhonny Pereda ",3,0,1,0,0,0,0,0,0,0,0.296,"Estadio Universitario","Tiburones de la Guaira"
708,,"2021-22","03/12/2022",33,"Leones del Caracas","CF-RF",9,"Anthony Jimenez ",2,0,1,0,0,0,0,0,0,0,0.278,"Estadio Universitario","Tiburones de la Guaira"
709,,"2021-22","04/12/2022",34,"Caribes de Anzoategui","CF",1,"Herlis Rodriguez ",5,2,2,0,0,0,1,0,0,0,0.317,"Estadio Universitario","Tiburones de la Guaira"
710,,"2021-22","04/12/2022",34,"Caribes de Anzoategui","2B",2,"Asdrúbal Cabrera ",4,1,2,0,0,0,1,0,1,0,0.353,"Estadio Universitario","Tiburones de la Guaira"
711,,"2021-22","04/12/2022",34,"Caribes de Anzoategui","3B",3,"Niuman Romero ",2,3,2,1,0,0,3,2,0,0,0.395,"Estadio Universitario","Tiburones de la Guaira"
712,,"2021-22","04/12/2022",34,"Caribes de Anzoategui","DH",4,"Balbino Fuenmayor ",5,1,3,2,0,0,0,0,0,3,0.406,"Estadio Universitario","Tiburones de la Guaira"
713,,"2021-22","04/12/2022",34,"Caribes de Anzoategui","1B",5,"Jose Lopez ",2,1,1,0,0,0,1,1,1,2,0.233,"Estadio Universitario","Tiburones de la Guaira"
714,,"2021-22","04/12/2022",34,"Caribes de Anzoategui","RF",6,"Roberto Chirinos ",4,1,2,0,0,0,3,0,1,4,0.305,"Estadio Universitario","Tiburones de la Guaira"
715,,"2021-22","04/12/2022",34,"Caribes de Anzoategui","SS",7,"Luis Sardinas ",4,0,2,1,0,0,2,0,0,1,0.238,"Estadio Universitario","Tiburones de la Guaira"
716,,"2021-22","04/12/2022",34,"Caribes de Anzoategui","LF",8,"Heiker Meneses ",2,1,1,0,0,0,0,1,0,1,0.25,"Estadio Universitario","Tiburones de la Guaira"
717,,"2021-22","04/12/2022",34,"Caribes de Anzoategui","C",9,"Jesús Sucre ",3,1,0,0,0,0,0,1,0,4,0.243,"Estadio Universitario","Tiburones de la Guaira"
718,"garmai002","2021-22","04/12/2022",34,"Tiburones de la Guaira","SS",1,"Maikel Garcia ",5,2,3,0,0,0,1,0,1,4,0.352,"Estadio Universitario","Caribes de Anzoategui"
719,"marteo001","2021-22","04/12/2022",34,"Tiburones de la Guaira","LF",2,"Teodoro Martinez ",3,1,0,0,0,0,0,1,0,3,0.282,"Estadio Universitario","Caribes de Anzoategui"
720,"vasdan001","2021-22","04/12/2022",34,"Tiburones de la Guaira","RF",3,"Danry Vasquez ",4,2,2,1,0,0,1,0,0,1,0.269,"Estadio Universitario","Caribes de Anzoategui"
721,"marjos002","2021-22","04/12/2022",34,"Tiburones de la Guaira","1B",4,"José Martínez ",4,1,1,0,0,0,0,0,1,2,0.267,"Estadio Universitario","Caribes de Anzoategui"
722,"torjun001","2021-22","04/12/2022",34,"Tiburones de la Guaira","3B-C",5,"Juan Torres ",3,0,1,0,0,0,1,1,1,2,0.162,"Estadio Universitario","Caribes de Anzoategui"
723,"sosjun001","2021-22","04/12/2022",34,"Tiburones de la Guaira","CF",6,"Junior Sosa ",3,1,1,0,0,0,1,0,0,1,0.266,"Estadio Universitario","Caribes de Anzoategui"
724,"perjai001","2021-22","04/12/2022",34,"Tiburones de la Guaira","DH",7,"Jairo Perez ",3,0,0,0,0,0,1,1,0,3,0.281,"Estadio Universitario","Caribes de Anzoategui"
725,"genric001","2021-22","04/12/2022",34,"Tiburones de la Guaira","C",8,"Ricardo Genovés ",3,0,2,0,0,0,1,0,0,2,0.258,"Estadio Universitario","Caribes de Anzoategui"
726,"rodkey001","2021-22","04/12/2022",34,"Tiburones de la Guaira","PR-2B",,"Keyber Rodriguez ",0,1,0,0,0,0,0,0,0,0,0,"Estadio Universitario","Caribes de Anzoategui"
727,"reyren001","2021-22","04/12/2022",34,"Tiburones de la Guaira","PH",,"Rene Reyes ",1,0,0,0,0,0,0,0,1,3,0.333,"Estadio Universitario","Caribes de Anzoategui"
728,"duredg001","2021-22","04/12/2022",34,"Tiburones de la Guaira","2B-3B",9,"Edgar Duran ",3,0,2,0,0,0,1,0,0,1,0.208,"Estadio Universitario","Caribes de Anzoategui"
729,,"2021-22","04/12/2022",35,"Caribes de Anzoategui","CF",1,"Herlis Rodriguez ",4,2,2,0,0,0,0,0,0,3,0.322,"Estadio Universitario","Tiburones de la Guaira"
730,,"2021-22","04/12/2022",35,"Caribes de Anzoategui","LF",2,"Willians Astudillo ",3,0,0,0,0,0,0,1,0,1,0.237,"Estadio Universitario","Tiburones de la Guaira"
731,,"2021-22","04/12/2022",35,"Caribes de Anzoategui","3B",3,"Niuman Romero ",3,1,0,0,0,0,0,1,1,2,0.386,"Estadio Universitario","Tiburones de la Guaira"
732,,"2021-22","04/12/2022",35,"Caribes de Anzoategui","DH",4,"Balbino Fuenmayor ",3,1,2,0,0,0,2,0,0,0,0.412,"Estadio Universitario","Tiburones de la Guaira"
733,,"2021-22","04/12/2022",35,"Caribes de Anzoategui","1B",5,"Jose Lopez ",2,0,0,0,0,0,1,0,0,2,0.227,"Estadio Universitario","Tiburones de la Guaira"
734,,"2021-22","04/12/2022",35,"Caribes de Anzoategui","RF",6,"Roberto Chirinos ",3,0,0,0,0,0,0,0,0,2,0.294,"Estadio Universitario","Tiburones de la Guaira"
735,,"2021-22","04/12/2022",35,"Caribes de Anzoategui","SS",7,"Luis Sardinas ",2,0,0,0,0,0,0,1,2,0,0.234,"Estadio Universitario","Tiburones de la Guaira"
736,,"2021-22","04/12/2022",35,"Caribes de Anzoategui","2B",8,"Heiker Meneses ",3,0,2,0,0,0,1,0,1,1,0.264,"Estadio Universitario","Tiburones de la Guaira"
737,,"2021-22","04/12/2022",35,"Caribes de Anzoategui","C",9,"Jesús Sucre ",2,0,0,0,0,0,0,1,0,2,0.236,"Estadio Universitario","Tiburones de la Guaira"
738,"cedlor001","2021-22","04/12/2022",35,"Tiburones de la Guaira","LF",1,"Lorenzo Cedrola ",4,1,1,1,0,0,0,0,0,3,0.268,"Estadio Universitario","Caribes de Anzoategui"
739,"garmai002","2021-22","04/12/2022",35,"Tiburones de la Guaira","SS",2,"Maikel Garcia ",3,2,1,0,0,0,1,1,1,1,0.351,"Estadio Universitario","Caribes de Anzoategui"
740,"vasdan001","2021-22","04/12/2022",35,"Tiburones de la Guaira","RF",3,"Danry Vasquez ",3,1,1,0,0,0,0,1,0,2,0.27,"Estadio Universitario","Caribes de Anzoategui"
741,"lujjes001","2021-22","04/12/2022",35,"Tiburones de la Guaira","RF",,"Jesus Lujano ",0,0,0,0,0,0,0,0,0,0,0.261,"Estadio Universitario","Caribes de Anzoategui"
742,"marjos002","2021-22","04/12/2022",35,"Tiburones de la Guaira","DH",4,"José Martínez ",3,1,2,1,0,0,1,0,0,1,0.333,"Estadio Universitario","Caribes de Anzoategui"
743,"torjun001","2021-22","04/12/2022",35,"Tiburones de la Guaira","C",5,"Juan Torres ",3,0,1,0,0,0,0,0,0,2,0.175,"Estadio Universitario","Caribes de Anzoategui"
744,"sosjun001","2021-22","04/12/2022",35,"Tiburones de la Guaira","CF",6,"Junior Sosa ",3,1,1,1,0,0,0,0,0,2,0.268,"Estadio Universitario","Caribes de Anzoategui"
745,"guzjes001","2021-22","04/12/2022",35,"Tiburones de la Guaira","1B",7,"Jesus Guzman ",2,0,0,0,0,0,0,1,1,2,0.311,"Estadio Universitario","Caribes de Anzoategui"
746,"duredg001","2021-22","04/12/2022",35,"Tiburones de la Guaira","3B",8,"Edgar Duran ",3,0,1,1,0,0,2,0,0,0,0.216,"Estadio Universitario","Caribes de Anzoategui"
747,"rodkey001","2021-22","04/12/2022",35,"Tiburones de la Guaira","2B",9,"Keyber Rodriguez ",2,0,0,0,0,0,0,1,1,2,0,"Estadio Universitario","Caribes de Anzoategui"
767,,"2021-22","07/12/2022",37,"Leones del Caracas","2B",1,"Cesar Valera ",5,0,0,0,0,0,0,0,2,7,0.269,"Estadio Universitario","Tiburones de la Guaira"
768,,"2021-22","07/12/2022",37,"Leones del Caracas","DH",2,"Yosmany Guerra ",4,1,1,0,0,0,0,1,0,2,0.352,"Estadio Universitario","Tiburones de la Guaira"
769,,"2021-22","07/12/2022",37,"Leones del Caracas","SS",3,"Wilfredo Tovar ",5,1,2,0,0,0,0,0,0,3,0.37,"Estadio Universitario","Tiburones de la Guaira"
770,,"2021-22","07/12/2022",37,"Leones del Caracas","LF-1B",4,"Aldrem Corredor ",3,1,1,0,0,0,1,1,1,0,0.343,"Estadio Universitario","Tiburones de la Guaira"
771,,"2021-22","07/12/2022",37,"Leones del Caracas","1B",5,"Alexander Palma ",4,0,3,0,0,0,1,1,0,0,0.304,"Estadio Universitario","Tiburones de la Guaira"
772,,"2021-22","07/12/2022",37,"Leones del Caracas","CF",,"Angel Aponte ",0,0,0,0,0,0,0,0,0,0,0.281,"Estadio Universitario","Tiburones de la Guaira"
773,,"2021-22","07/12/2022",37,"Leones del Caracas","3B",6,"Ronny Cedeno ",5,1,1,0,0,0,0,0,1,8,0.28,"Estadio Universitario","Tiburones de la Guaira"
774,,"2021-22","07/12/2022",37,"Leones del Caracas","RF-LF",7,"José Rondón ",5,1,3,0,0,1,3,0,1,0,0.258,"Estadio Universitario","Tiburones de la Guaira"
775,,"2021-22","07/12/2022",37,"Leones del Caracas","C",8,"Jhonny Pereda ",0,0,0,0,0,0,0,5,0,0,0.265,"Estadio Universitario","Tiburones de la Guaira"
776,,"2021-22","07/12/2022",37,"Leones del Caracas","CF-RF",9,"Anthony Jimenez ",5,0,2,1,0,0,0,0,2,4,0.293,"Estadio Universitario","Tiburones de la Guaira"
777,"garmai002","2021-22","07/12/2022",37,"Tiburones de la Guaira","SS",1,"Maikel Garcia ",4,0,3,0,1,0,2,1,0,0,0.353,"Estadio Universitario","Leones del Caracas"
778,"marteo001","2021-22","07/12/2022",37,"Tiburones de la Guaira","LF",2,"Teodoro Martinez ",4,0,1,0,0,0,0,1,0,4,0.28,"Estadio Universitario","Leones del Caracas"
779,"maydan001","2021-22","07/12/2022",37,"Tiburones de la Guaira","3B",3,"Daniel Mayora ",4,0,0,0,0,0,0,0,1,4,0.279,"Estadio Universitario","Leones del Caracas"
780,"marjos002","2021-22","07/12/2022",37,"Tiburones de la Guaira","1B",4,"José Martínez ",3,0,0,0,0,0,0,1,1,0,0.292,"Estadio Universitario","Leones del Caracas"
781,"vasdan001","2021-22","07/12/2022",37,"Tiburones de la Guaira","RF",5,"Danry Vasquez ",3,0,0,0,0,0,0,1,0,2,0.264,"Estadio Universitario","Leones del Caracas"
782,"guzjes001","2021-22","07/12/2022",37,"Tiburones de la Guaira","DH",6,"Jesus Guzman ",4,1,1,0,0,0,0,0,2,1,0.306,"Estadio Universitario","Leones del Caracas"
783,"sosjun001","2021-22","07/12/2022",37,"Tiburones de la Guaira","CF",7,"Junior Sosa ",1,1,1,0,0,0,0,1,0,0,0.276,"Estadio Universitario","Leones del Caracas"
784,"cedlor001","2021-22","07/12/2022",37,"Tiburones de la Guaira","CF",,"Lorenzo Cedrola ",2,0,0,0,0,0,0,0,1,0,0.244,"Estadio Universitario","Leones del Caracas"
785,"torjun001","2021-22","07/12/2022",37,"Tiburones de la Guaira","C",8,"Juan Torres ",2,0,1,0,0,0,1,0,1,1,0.174,"Estadio Universitario","Leones del Caracas"
786,"lujjes001","2021-22","07/12/2022",37,"Tiburones de la Guaira","PR",,"Jesus Lujano ",0,0,0,0,0,0,0,0,0,0,0.261,"Estadio Universitario","Leones del Caracas"
787,"perarv001","2021-22","07/12/2022",37,"Tiburones de la Guaira","C",,"Arvicent Perez ",1,0,0,0,0,0,0,0,0,0,0,"Estadio Universitario","Leones del Caracas"
788,"duredg001","2021-22","07/12/2022",37,"Tiburones de la Guaira","2B",9,"Edgar Duran ",4,1,2,0,0,0,0,0,0,2,0.271,"Estadio Universitario","Leones del Caracas"
809,"marteo001","2021-22","10/12/2022",39,"Tiburones de la Guaira","LF",1,"Teodoro Martinez ",5,0,0,0,0,0,0,0,0,3,0.276,"Estadio Universitario","Leones del Caracas"
810,"vasdan001","2021-22","10/12/2022",39,"Tiburones de la Guaira","RF",2,"Danry Vasquez ",4,1,1,0,0,1,1,0,1,0,0.263,"Estadio Universitario","Leones del Caracas"
811,"garmai002","2021-22","10/12/2022",39,"Tiburones de la Guaira","SS",3,"Maikel Garcia ",4,1,1,0,0,0,0,0,0,0,0.349,"Estadio Universitario","Leones del Caracas"
812,"marjos002","2021-22","10/12/2022",39,"Tiburones de la Guaira","DH",4,"José Martínez ",4,0,2,0,0,0,0,0,1,0,0.273,"Estadio Universitario","Leones del Caracas"
813,"duredg001","2021-22","10/12/2022",39,"Tiburones de la Guaira","2B",5,"Edgar Duran ",3,1,2,1,0,0,1,1,0,1,0.308,"Estadio Universitario","Leones del Caracas"
814,"torjun001","2021-22","10/12/2022",39,"Tiburones de la Guaira","C",6,"Juan Torres ",4,0,0,0,0,0,0,0,1,5,0.16,"Estadio Universitario","Leones del Caracas"
815,"guzjes001","2021-22","10/12/2022",39,"Tiburones de la Guaira","1B",7,"Jesus Guzman ",4,1,1,0,0,1,2,0,1,1,0.302,"Estadio Universitario","Leones del Caracas"
816,"melkel001","2021-22","10/12/2022",39,"Tiburones de la Guaira","3B",8,"Kelvin Melean ",4,0,2,0,0,0,0,0,0,0,0.333,"Estadio Universitario","Leones del Caracas"
817,"cedlor001","2021-22","10/12/2022",39,"Tiburones de la Guaira","CF",9,"Lorenzo Cedrola ",4,0,1,0,0,0,0,0,0,1,0.244,"Estadio Universitario","Leones del Caracas"
818,,"2021-22","10/12/2022",39,"Leones del Caracas","SS-2B",1,"Wilfredo Tovar ",4,2,2,1,0,0,0,1,0,1,0.382,"Estadio Universitario","Tiburones de la Guaira"
819,,"2021-22","10/12/2022",39,"Leones del Caracas","DH",2,"Yosmany Guerra ",4,0,0,0,0,0,1,1,0,3,0.331,"Estadio Universitario","Tiburones de la Guaira"
820,,"2021-22","10/12/2022",39,"Leones del Caracas","PR-DH",,"Brayan Hernandez ",0,0,0,0,0,0,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira"
821,,"2021-22","10/12/2022",39,"Leones del Caracas","1B",3,"Alexander Palma ",4,1,2,1,0,0,2,0,0,1,0.31,"Estadio Universitario","Tiburones de la Guaira"
822,,"2021-22","10/12/2022",39,"Leones del Caracas","SS",,"Antonio Pinero ",0,0,0,0,0,0,0,0,0,0,0.083,"Estadio Universitario","Tiburones de la Guaira"
823,,"2021-22","10/12/2022",39,"Leones del Caracas","LF-1B",4,"Aldrem Corredor ",5,1,3,2,0,0,1,0,0,3,0.348,"Estadio Universitario","Tiburones de la Guaira"
824,,"2021-22","10/12/2022",39,"Leones del Caracas","2B-LF",5,"José Rondón ",4,1,2,0,0,0,1,0,0,1,0.263,"Estadio Universitario","Tiburones de la Guaira"
825,,"2021-22","10/12/2022",39,"Leones del Caracas","C",6,"Jhonny Pereda ",4,0,0,0,0,0,0,0,2,4,0.261,"Estadio Universitario","Tiburones de la Guaira"
826,,"2021-22","10/12/2022",39,"Leones del Caracas","RF",7,"Romer Cuadrado ",3,1,1,0,0,0,0,1,1,1,0.271,"Estadio Universitario","Tiburones de la Guaira"
827,,"2021-22","10/12/2022",39,"Leones del Caracas","3B",8,"Cesar Valera ",4,1,3,0,0,0,2,0,0,0,0.276,"Estadio Universitario","Tiburones de la Guaira"
828,,"2021-22","10/12/2022",39,"Leones del Caracas","CF",9,"Anthony Jimenez ",4,1,1,1,0,0,1,0,0,3,0.298,"Estadio Universitario","Tiburones de la Guaira"
853,,"2021-22","12/12/2022",41,"Navegantes del Magallanes","CF",1,"Cade Gotta ",5,0,0,0,0,0,0,1,2,1,0.287,"Estadio Universitario","Tiburones de la Guaira"
854,,"2021-22","12/12/2022",41,"Navegantes del Magallanes","3B",2,"Rayder Ascanio ",5,1,2,0,0,0,0,1,1,4,0.3,"Estadio Universitario","Tiburones de la Guaira"
855,,"2021-22","12/12/2022",41,"Navegantes del Magallanes","1B",3,"Pablo Sandoval ",5,3,2,0,0,0,0,1,0,2,0.341,"Estadio Universitario","Tiburones de la Guaira"
856,,"2021-22","12/12/2022",41,"Navegantes del Magallanes","DH",4,"Nellie Rodríguez ",4,2,2,1,0,1,3,0,1,0,0.298,"Estadio Universitario","Tiburones de la Guaira"
857,,"2021-22","12/12/2022",41,"Navegantes del Magallanes","2B",5,"Leonardo Reginatto ",3,2,1,0,0,0,0,2,0,2,0.331,"Estadio Universitario","Tiburones de la Guaira"
858,,"2021-22","12/12/2022",41,"Navegantes del Magallanes","LF",6,"Alberth Martinez ",4,0,2,0,0,0,2,1,0,4,0.329,"Estadio Universitario","Tiburones de la Guaira"
859,,"2021-22","12/12/2022",41,"Navegantes del Magallanes","RF",7,"Juan Infante ",4,0,0,0,0,0,0,1,2,7,0.147,"Estadio Universitario","Tiburones de la Guaira"
860,,"2021-22","12/12/2022",41,"Navegantes del Magallanes","C",8,"Anderson De La Rosa ",5,1,1,1,0,0,2,0,2,4,0.244,"Estadio Universitario","Tiburones de la Guaira"
861,,"2021-22","12/12/2022",41,"Navegantes del Magallanes","SS",9,"Engelb Vielma ",5,0,2,0,0,0,2,0,2,0,0.229,"Estadio Universitario","Tiburones de la Guaira"
862,"cedlor001","2021-22","12/12/2022",41,"Tiburones de la Guaira","CF",1,"Lorenzo Cedrola ",0,0,0,0,0,0,0,2,0,0,0.241,"Estadio Universitario","Navegantes del Magallanes"
863,"lujjes001","2021-22","12/12/2022",41,"Tiburones de la Guaira","PH-CF",,"Jesus Lujano ",1,0,1,1,0,0,0,2,0,0,0.259,"Estadio Universitario","Navegantes del Magallanes"
864,"vasdan001","2021-22","12/12/2022",41,"Tiburones de la Guaira","RF",2,"Danry Vasquez ",4,0,0,0,0,0,0,1,1,5,0.253,"Estadio Universitario","Navegantes del Magallanes"
865,"melkel001","2021-22","12/12/2022",41,"Tiburones de la Guaira","SS",3,"Kelvin Melean ",5,0,1,0,0,0,0,0,0,3,0.333,"Estadio Universitario","Navegantes del Magallanes"
866,"marjos002","2021-22","12/12/2022",41,"Tiburones de la Guaira","DH",4,"José Martínez ",4,0,1,0,0,0,0,0,1,4,0.293,"Estadio Universitario","Navegantes del Magallanes"
867,"duredg001","2021-22","12/12/2022",41,"Tiburones de la Guaira","3B",5,"Edgar Duran ",2,0,0,0,0,0,0,1,1,1,0.31,"Estadio Universitario","Navegantes del Magallanes"
868,"reyren001","2021-22","12/12/2022",41,"Tiburones de la Guaira","LF",6,"Rene Reyes ",2,0,0,0,0,0,0,2,2,1,0.333,"Estadio Universitario","Navegantes del Magallanes"
869,"guzjes001","2021-22","12/12/2022",41,"Tiburones de la Guaira","1B",7,"Jesus Guzman ",4,0,0,0,0,0,0,0,2,3,0.258,"Estadio Universitario","Navegantes del Magallanes"
870,"torjun001","2021-22","12/12/2022",41,"Tiburones de la Guaira","C",8,"Juan Torres ",4,2,2,0,0,2,2,0,0,2,0.172,"Estadio Universitario","Navegantes del Magallanes"
871,"rodkey001","2021-22","12/12/2022",41,"Tiburones de la Guaira","2B",9,"Keyber Rodriguez ",4,0,1,0,0,0,0,0,0,0,0.059,"Estadio Universitario","Navegantes del Magallanes"
891,,"2021-22","15/12/2022",43,"Leones del Caracas","SS-2B",1,"Wilfredo Tovar ",4,1,2,0,0,0,0,0,0,0,0.382,"Estadio Universitario","Tiburones de la Guaira"
892,,"2021-22","15/12/2022",43,"Leones del Caracas","DH",2,"Yosmany Guerra ",4,0,0,0,0,0,0,0,1,3,0.331,"Estadio Universitario","Tiburones de la Guaira"
893,,"2021-22","15/12/2022",43,"Leones del Caracas","1B",3,"Alexander Palma ",4,0,2,0,0,0,1,0,0,0,0.322,"Estadio Universitario","Tiburones de la Guaira"
894,,"2021-22","15/12/2022",43,"Leones del Caracas","CF",,"Angel Aponte ",0,0,0,0,0,0,0,0,0,0,0.281,"Estadio Universitario","Tiburones de la Guaira"
895,,"2021-22","15/12/2022",43,"Leones del Caracas","LF-1B",4,"Aldrem Corredor ",4,1,1,0,0,0,1,0,0,3,0.331,"Estadio Universitario","Tiburones de la Guaira"
896,,"2021-22","15/12/2022",43,"Leones del Caracas","RF-LF",5,"José Rondón ",3,1,1,0,0,1,2,1,0,1,0.272,"Estadio Universitario","Tiburones de la Guaira"
897,,"2021-22","15/12/2022",43,"Leones del Caracas","3B",6,"Ronny Cedeno ",4,0,0,0,0,0,0,0,3,1,0.268,"Estadio Universitario","Tiburones de la Guaira"
898,,"2021-22","15/12/2022",43,"Leones del Caracas","2B",7,"Cesar Valera ",3,0,0,0,0,0,0,0,2,1,0.278,"Estadio Universitario","Tiburones de la Guaira"
899,,"2021-22","15/12/2022",43,"Leones del Caracas","SS",,"Antonio Pinero ",1,0,0,0,0,0,0,0,1,0,0.071,"Estadio Universitario","Tiburones de la Guaira"
900,,"2021-22","15/12/2022",43,"Leones del Caracas","CF-RF",8,"Anthony Jimenez ",4,0,1,0,0,0,0,0,1,1,0.276,"Estadio Universitario","Tiburones de la Guaira"
901,,"2021-22","15/12/2022",43,"Leones del Caracas","C",9,"Jhonny Pereda ",3,1,1,1,0,0,0,0,0,1,0.295,"Estadio Universitario","Tiburones de la Guaira"
902,"cedlor001","2021-22","15/12/2022",43,"Tiburones de la Guaira","RF",1,"Lorenzo Cedrola ",4,0,1,0,0,0,0,0,0,2,0.245,"Estadio Universitario","Leones del Caracas"
