"","years","jugador","edad","w","l","w-l%","era","g","gs","cg","sho","sv","ip","h","r","er","hr","bb","so","ir","whip","h/9","hr/9","bb/9","so/9","so/bb","bk"
"936","2011-12","S. Pomeranz","27","4","0","1.0000","1.93","18","0","0","0","0","23.1","14","9","5","1","7","18","197","0.900","5.40","0.39","2.70","6.94","2.5714","0"
"937","2011-12","B. Enright","25","2","1","0.6667","5.04","6","6","0","0","0","25.0","25","15","14","5","11","17","75","1.440","9.00","1.80","3.96","6.12","1.5455","0"
"938","2011-12","P. Espino","24","2","2","0.5000","7.71","8","6","0","0","0","23.1","31","20","20","4","5","17","49","1.543","11.96","1.54","1.93","6.56","3.4000","0"
"939","2011-12","Z. Kroenke","27","2","1","0.6667","1.84","6","6","0","0","0","29.1","20","10","6","3","10","15","207","1.023","6.14","0.92","3.07","4.60","1.5000","0"
"940","2011-12","J. Friend","25","2","0","1.0000","3.44","18","0","0","0","3","18.1","23","9","7","0","10","15","110","1.800","11.29","0.00","4.91","7.36","1.5000","0"
"941","2011-12","A. Ortega","26","1","0","1.0000","5.40","22","0","0","0","0","21.2","24","14","13","2","10","14","70","1.569","9.97","0.83","4.15","5.82","1.4000","0"
"942","2011-12","V. Mayo","21","0","1","0.0000","5.40","6","5","0","0","0","20.0","23","12","12","2","18","13","70","2.050","10.35","0.90","8.10","5.85","0.7222","0"
"943","2011-12","J. Ortiz","21","0","2","0.0000","4.50","26","0","0","0","0","16.0","13","9","8","1","2","12","84","0.938","7.31","0.56","1.12","6.75","6.0000","0"
"944","2011-12","J. Link","27","1","0","1.0000","2.76","18","0","0","0","3","16.1","17","6","5","1","7","11","138","1.469","9.37","0.55","3.86","6.06","1.5714","0"
"945","2011-12","H. Totten","33","1","2","0.3333","7.07","3","3","0","0","0","14.0","18","12","11","2","2","10","54","1.429","11.57","1.29","1.29","6.43","5.0000","0"
"946","2011-12","G. Infante","24","3","3","0.5000","2.87","19","0","0","0","0","15.2","16","10","5","1","12","9","132","1.787","9.19","0.57","6.89","5.17","0.7500","0"
"947","2011-12","J. Bennett","31","1","1","0.5000","4.60","5","3","0","0","0","15.2","15","10","8","1","12","8","83","1.723","8.62","0.57","6.89","4.60","0.6667","0"
"948","2011-12","T. Brummett","27","1","0","1.0000","1.59","3","3","0","0","0","11.1","8","5","2","0","6","7","239","1.235","6.35","0.00","4.76","5.56","1.1667","0"
"949","2011-12","H. Mayora","22","0","0","","4.32","8","0","0","0","0","8.1","10","5","4","1","4","6","88","1.680","10.80","1.08","4.32","6.48","1.5000","1"
"950","2011-12","B. Omogrosso","27","1","0","1.0000","5.68","6","0","0","0","0","6.1","6","4","4","0","2","6","67","1.263","8.53","0.00","2.84","8.53","3.0000","0"
"951","2011-12","F. Rodríguez","29","0","0","","0.00","4","0","0","0","1","4.0","2","0","0","0","0","6","","0.500","4.50","0.00","0.00","13.50","","0"
"952","2011-12","S. Escalona","27","1","1","0.5000","3.48","13","0","0","0","0","10.1","10","4","4","1","4","5","109","1.355","8.71","0.87","3.48","4.35","1.2500","0"
"953","2011-12","M. Torrealba","22","0","0","","3.86","7","0","0","0","0","7.0","9","3","3","0","5","4","98","2.000","11.57","0.00","6.43","5.14","0.8000","0"
"954","2011-12","H. Nelo","25","0","0","","4.15","8","0","0","0","0","8.2","9","4","4","0","8","4","92","1.962","9.35","0.00","8.31","4.15","0.5000","0"
"955","2011-12","E. Barrios","23","0","1","0.0000","3.52","3","0","0","0","0","7.2","5","3","3","1","4","4","108","1.174","5.87","1.17","4.70","4.70","1.0000","0"
"956","2011-12","R. Suarez","22","1","1","0.5000","6.35","11","0","0","0","0","11.1","13","9","8","1","7","3","60","1.765","10.32","0.79","5.56","2.38","0.4286","0"
"957","2011-12","K. Villegas","18","0","0","","0.00","1","1","0","0","0","4.0","1","0","0","0","1","3","","0.500","2.25","0.00","2.25","6.75","3.0000","0"
"958","2011-12","J. Urquidez","29","0","0","","0.00","3","0","0","0","0","2.1","2","0","0","0","2","2","","1.714","7.71","0.00","7.71","7.71","1.0000","0"
"959","2011-12","R. Martínez","23","0","0","","0.00","1","0","0","0","0","2.0","1","0","0","0","4","2","","2.500","4.50","0.00","18.00","9.00","0.5000","0"
"960","2011-12","Y. Landa","17","0","0","","6.75","1","1","0","0","0","2.2","4","2","2","0","2","1","56","2.250","13.50","0.00","6.75","3.38","0.5000","0"
"961","2011-12","L. González","18","0","0","","0.00","1","0","0","0","0","1.2","2","1","0","0","0","0","","1.200","10.80","0.00","0.00","0.00","","0"
"962","2011-12","M. Drowne","23","0","0","","","1","0","0","0","0","0.0","1","0","0","0","0","0","","","","","","","","0"
"963","2011-12","W. Avinazar","22","0","0","","13.50","2","0","0","0","0","1.1","1","2","2","0","3","0","28","3.000","6.75","0.00","20.25","0.00","0.0000","0"
"964","2011-12","D. Villanueva","21","1","0","1.0000","6.35","9","0","0","0","0","5.2","4","4","4","0","9","0","60","2.294","6.35","0.00","14.29","0.00","0.0000","0"
"965","2012-13","A. Ortega","27","1","1","0.5000","4.60","29","0","0","0","0","31.1","30","18","16","1","12","35","94","1.340","8.62","0.29","3.45","10.05","2.9167","0"
"966","2012-13","E. González","30","3","3","0.5000","4.55","27","0","0","0","11","27.2","22","15","14","4","4","34","95","0.940","7.16","1.30","1.30","11.06","8.5000","0"
"967","2012-13","L. Walrond","36","1","4","0.2000","3.62","11","10","0","0","0","49.2","62","25","20","2","23","32","119","1.711","11.23","0.36","4.17","5.80","1.3913","0"
"968","2012-13","T. Brummett","28","4","1","0.8000","3.88","11","11","0","0","0","55.2","49","26","24","5","19","27","111","1.222","7.92","0.81","3.07","4.37","1.4211","0"
"969","2012-13","E. Escalona","26","1","1","0.5000","5.25","27","0","0","0","1","24.0","26","15","14","2","10","25","82","1.500","9.75","0.75","3.75","9.37","2.5000","0"
"970","2012-13","D. Loop","29","1","2","0.3333","6.37","18","5","0","0","0","29.2","42","24","21","0","18","23","68","2.022","12.74","0.00","5.46","6.98","1.2778","2"
"971","2012-13","J. Guerra","27","0","1","0.0000","5.88","15","4","0","0","0","26.0","39","19","17","2","12","21","73","1.962","13.50","0.69","4.15","7.27","1.7500","1"
"972","2012-13","J. Friend","26","3","1","0.7500","5.19","20","0","0","0","1","17.1","19","11","10","3","9","17","83","1.615","9.87","1.56","4.67","8.83","1.8889","0"
"973","2012-13","J. Ortiz","22","1","2","0.3333","3.79","22","0","0","0","0","19.0","17","9","8","0","7","17","114","1.263","8.05","0.00","3.32","8.05","2.4286","0"
"974","2012-13","E. Figueroa","24","1","1","0.5000","7.31","14","5","0","0","0","28.1","29","23","23","3","18","16","59","1.659","9.21","0.95","5.72","5.08","0.8889","0"
"975","2012-13","A. Bastardo","28","0","3","0.0000","5.27","19","1","0","0","0","27.1","37","20","16","5","12","14","82","1.793","12.18","1.65","3.95","4.61","1.1667","0"
"976","2012-13","S. Martis","25","1","1","0.5000","7.50","5","5","0","0","0","18.0","27","15","15","2","2","13","57","1.611","13.50","1.00","1.00","6.50","6.5000","0"
"977","2012-13","Y. López","22","0","0","","4.60","6","6","0","0","0","15.2","19","13","8","4","8","11","94","1.723","10.91","2.30","4.60","6.32","1.3750","1"
"978","2012-13","F. Mata","28","0","2","0.0000","8.74","12","0","0","0","0","11.1","15","12","11","2","9","11","49","2.118","11.91","1.59","7.15","8.74","1.2222","0"
"979","2012-13","J. DePaula","30","4","1","0.8000","3.75","11","0","0","0","0","12.0","13","9","5","1","6","11","115","1.583","9.75","0.75","4.50","8.25","1.8333","0"
"980","2012-13","M. Robles","23","1","1","0.5000","3.38","22","0","0","0","0","16.0","16","7","6","0","8","9","128","1.500","9.00","0.00","4.50","5.06","1.1250","0"
"981","2012-13","M. Cisco","25","3","1","0.7500","5.64","19","1","0","0","0","22.1","25","16","14","1","10","9","76","1.567","10.07","0.40","4.03","3.63","0.9000","0"
"982","2012-13","J. Gómez","24","0","1","0.0000","5.65","5","5","0","0","0","14.1","22","14","9","1","3","9","76","1.744","13.81","0.63","1.88","5.65","3.0000","0"
"983","2012-13","G. Infante","25","0","0","","5.56","13","0","0","0","0","11.1","13","7","7","2","8","9","78","1.853","10.32","1.59","6.35","7.15","1.1250","0"
"984","2012-13","A. Rienzo","24","0","1","0.0000","9.00","3","3","0","0","0","7.0","11","9","7","0","8","9","48","2.714","14.14","0.00","10.29","11.57","1.1250","0"
"985","2012-13","A. Mavare","22","0","0","","6.75","6","0","0","0","0","6.2","10","5","5","1","6","7","64","2.400","13.50","1.35","8.10","9.45","1.1667","0"
"986","2012-13","J. Ramírez","24","2","1","0.6667","11.42","13","0","0","0","0","8.2","11","12","11","1","9","7","38","2.308","11.42","1.04","9.35","7.27","0.7778","0"
"987","2012-13","W. Ramírez","25","1","1","0.5000","4.50","10","0","0","0","0","10.0","9","6","5","1","6","6","96","1.500","8.10","0.90","5.40","5.40","1.0000","0"
"988","2012-13","M. Torrealba","23","0","0","","1.50","5","0","0","0","0","6.0","2","2","1","0","5","5","287","1.167","3.00","0.00","7.50","7.50","1.0000","0"
"989","2012-13","D. Serafini","38","0","0","","0.00","2","1","0","0","0","5.0","7","0","0","0","3","4","","2.000","12.60","0.00","5.40","7.20","1.3333","0"
"990","2012-13","R. Coello","28","1","0","1.0000","8.31","6","0","0","0","0","4.1","5","4","4","1","2","4","52","1.615","10.38","2.08","4.15","8.31","2.0000","0"
"991","2012-13","Y. Landa","18","0","1","0.0000","7.36","2","2","0","0","0","3.2","3","3","3","1","6","4","59","2.455","7.36","2.45","14.73","9.82","0.6667","0"
"992","2012-13","A. Mejias","21","0","0","","7.71","5","0","0","0","0","4.2","5","4","4","0","4","3","56","1.929","9.64","0.00","7.71","5.79","0.7500","0"
"993","2012-13","J. Link","28","0","0","","6.00","3","0","0","0","0","3.0","1","2","2","0","3","3","72","1.333","3.00","0.00","9.00","9.00","1.0000","0"
"994","2012-13","P. Liriano","32","0","1","0.0000","4.50","4","1","0","0","0","6.0","6","3","3","0","2","2","96","1.333","9.00","0.00","3.00","3.00","1.0000","0"
"995","2012-13","W. Savage","28","0","1","0.0000","27.00","2","1","0","0","0","2.2","10","8","8","1","0","2","16","3.750","33.75","3.38","0.00","6.75","","0"
"996","2012-13","J. Delgado","28","0","0","","16.20","7","0","0","0","0","6.2","15","12","12","2","2","2","27","2.550","20.25","2.70","2.70","2.70","1.0000","0"
"997","2012-13","H. Mayora","23","0","0","","9.82","4","0","0","0","0","3.2","5","4","4","2","0","2","44","1.364","12.27","4.91","0.00","4.91","","0"
"998","2012-13","J. Morillo","21","0","0","","7.71","3","0","0","0","0","2.1","4","2","2","1","3","1","56","3.000","15.43","3.86","11.57","3.86","0.3333","0"
"999","2012-13","P. Estrada","30","0","0","","6.75","8","0","0","0","0","5.1","9","4","4","3","3","1","64","2.250","15.19","5.06","5.06","1.69","0.3333","1"
"1000","2012-13","B. Puerta","20","0","0","","0.00","1","0","0","0","0","1.0","1","0","0","0","2","0","","3.000","9.00","0.00","18.00","0.00","0.0000","0"
"1001","2012-13","R. Ulacio","21","0","0","","20.25","2","0","0","0","0","1.1","1","3","3","0","3","0","21","3.000","6.75","0.00","20.25","0.00","0.0000","0"
"1002","2012-13","D. Villanueva","22","0","0","","9.00","1","1","0","0","0","1.0","0","1","1","0","5","0","48","5.000","0.00","0.00","45.00","0.00","0.0000","0"
"1003","2012-13","N. Mccully","24","0","0","","27.00","2","0","0","0","0","1.1","5","4","4","2","1","0","16","4.500","33.75","13.50","6.75","0.00","0.0000","0"
"1004","2013-14","E. Escalona","27","2","3","0.4000","3.34","10","10","0","0","0","56.2","57","22","21","3","19","34","140","1.341","9.05","0.48","3.02","5.40","1.7895","0"
"1005","2013-14","R. Cova","31","2","1","0.6667","3.29","29","0","0","0","0","27.1","23","11","10","2","11","32","142","1.244","7.57","0.66","3.62","10.54","2.9091","1"
"1006","2013-14","R. Pinto","31","1","3","0.2500","5.18","9","9","0","0","0","41.2","40","26","24","4","30","31","90","1.680","8.64","0.86","6.48","6.70","1.0333","0"
"1007","2013-14","T. Brummett","29","3","1","0.7500","4.78","8","8","0","0","0","37.2","44","23","20","4","11","28","98","1.460","10.51","0.96","2.63","6.69","2.5455","0"
"1008","2013-14","M. Hollands","25","0","0","","2.45","8","4","0","0","0","25.2","24","7","7","3","7","23","191","1.208","8.42","1.05","2.45","8.06","3.2857","0"
"1009","2013-14","T. Thompson","26","0","0","","2.12","16","0","0","0","0","17.0","17","4","4","1","7","18","220","1.412","9.00","0.53","3.71","9.53","2.5714","0"
"1010","2013-14","J. Delgado","29","6","1","0.8571","4.10","26","0","0","0","1","26.1","25","13","12","2","11","18","114","1.367","8.54","0.68","3.76","6.15","1.6364","0"
"1011","2013-14","Y. Landa","19","2","0","1.0000","3.50","15","0","0","0","0","18.0","15","8","7","1","6","17","133","1.167","7.50","0.50","3.00","8.50","2.8333","0"
"1012","2013-14","J. Link","29","3","2","0.6000","4.50","18","0","0","0","3","18.0","21","9","9","1","10","16","104","1.722","10.50","0.50","5.00","8.00","1.6000","0"
"1013","2013-14","R. Kussmaul","27","1","0","1.0000","3.18","10","0","0","0","1","11.1","11","4","4","2","3","15","147","1.235","8.74","1.59","2.38","11.91","5.0000","0"
"1014","2013-14","J. Ortiz","23","0","0","","3.57","18","0","0","0","3","17.2","19","8","7","0","4","15","131","1.302","9.68","0.00","2.04","7.64","3.7500","0"
"1015","2013-14","J. Guerra","28","1","2","0.3333","5.12","10","2","0","0","0","19.1","16","11","11","1","6","15","91","1.138","7.45","0.47","2.79","6.98","2.5000","1"
"1016","2013-14","K. Batista","32","1","0","1.0000","4.12","18","0","0","0","1","19.2","16","11","9","0","13","15","113","1.475","7.32","0.00","5.95","6.86","1.1538","0"
"1017","2013-14","Y. López","23","2","0","1.0000","1.11","14","1","0","0","0","24.1","18","3","3","0","9","14","421","1.110","6.66","0.00","3.33","5.18","1.5556","0"
"1018","2013-14","C. Reed","23","1","0","1.0000","5.79","4","4","0","0","0","14.0","15","9","9","0","6","13","81","1.500","9.64","0.00","3.86","8.36","2.1667","0"
"1019","2013-14","B. Kloess","29","0","1","0.0000","7.56","8","5","0","0","0","16.2","19","17","14","2","11","13","62","1.800","10.26","1.08","5.94","7.02","1.1818","0"
"1020","2013-14","E. González","31","1","2","0.3333","5.30","20","0","0","0","2","18.2","22","11","11","8","6","12","88","1.500","10.61","3.86","2.89","5.79","2.0000","0"
"1021","2013-14","P. Villarreal","26","0","2","0.0000","5.94","5","5","0","0","0","16.2","16","13","11","2","12","12","79","1.680","8.64","1.08","6.48","6.48","1.0000","0"
"1022","2013-14","N. Mccully","25","0","2","0.0000","11.00","6","2","0","0","0","9.0","12","12","11","1","8","9","42","2.222","12.00","1.00","8.00","9.00","1.1250","0"
"1023","2013-14","S. Escalona","29","0","3","0.0000","8.31","19","0","0","0","0","8.2","12","13","8","3","5","6","56","1.962","12.46","3.12","5.19","6.23","1.2000","0"
"1024","2013-14","H. Álvarez","23","2","0","1.0000","2.74","5","5","0","0","0","23.0","19","8","7","4","5","6","170","1.043","7.43","1.57","1.96","2.35","1.2000","0"
"1025","2013-14","J. Friend","27","1","1","0.5000","12.79","6","0","0","0","0","6.1","7","9","9","1","3","5","37","1.579","9.95","1.42","4.26","7.11","1.6667","0"
"1026","2013-14","C. Santeliz","27","0","0","","9.45","10","0","0","0","0","6.2","9","7","7","0","7","5","49","2.400","12.15","0.00","9.45","6.75","0.7143","0"
"1027","2013-14","S. González","21","0","1","0.0000","8.10","4","2","0","0","0","6.2","12","6","6","1","7","5","58","2.850","16.20","1.35","9.45","6.75","0.7143","0"
"1028","2013-14","J. González","23","1","0","1.0000","5.17","11","0","0","0","0","15.2","18","11","9","2","5","4","90","1.468","10.34","1.15","2.87","2.30","0.8000","0"
"1029","2013-14","A. Bastardo","29","0","0","","16.20","8","0","0","0","0","3.1","6","6","6","1","3","4","29","2.700","16.20","2.70","8.10","10.80","1.3333","0"
"1030","2013-14","J. Ramírez","25","0","1","0.0000","8.31","5","0","0","0","0","4.1","7","6","4","0","6","4","56","3.000","14.54","0.00","12.46","8.31","0.6667","0"
"1031","2013-14","C. Bootcheck","35","1","1","0.5000","5.87","2","2","0","0","0","7.2","10","5","5","1","2","4","80","1.565","11.74","1.17","2.35","4.70","2.0000","0"
"1032","2013-14","G. Infante","26","0","0","","6.75","2","0","0","0","0","1.1","2","4","1","1","3","3","69","3.750","13.50","6.75","20.25","20.25","1.0000","0"
"1033","2013-14","M. Robles","24","0","0","","6.75","8","0","0","0","0","4.0","3","5","3","1","4","3","69","1.750","6.75","2.25","9.00","6.75","0.7500","0"
"1034","2013-14","T. Cochran","31","0","1","0.0000","11.57","3","1","0","0","0","4.2","11","7","6","2","0","3","40","2.357","21.21","3.86","0.00","5.79","","0"
"1035","2013-14","E. Vázquez","30","0","0","","3.86","1","1","0","0","0","4.2","5","2","2","1","2","3","121","1.500","9.64","1.93","3.86","5.79","1.5000","0"
"1036","2013-14","S. Martis","26","0","0","","5.19","6","1","0","0","0","8.2","11","5","5","1","3","3","90","1.615","11.42","1.04","3.12","3.12","1.0000","0"
"1037","2013-14","W. Ramírez","26","0","0","","2.70","7","0","0","0","0","3.1","4","2","1","0","4","3","173","2.400","10.80","0.00","10.80","8.10","0.7500","0"
"1038","2013-14","E. Briceno","21","0","1","0.0000","6.23","3","0","0","0","0","4.1","6","4","3","1","1","2","75","1.615","12.46","2.08","2.08","4.15","2.0000","0"
"1039","2013-14","H. Nelo","27","0","1","0.0000","7.27","9","0","0","0","0","8.2","14","7","7","1","7","2","64","2.423","14.54","1.04","7.27","2.08","0.2857","0"
"1040","2013-14","D. Cortes","26","0","0","","0.00","3","0","0","0","0","3.0","2","0","0","0","3","2","","1.667","6.00","0.00","9.00","6.00","0.6667","0"
"1041","2013-14","E. Figueroa","25","1","1","0.5000","12.00","5","1","0","0","0","6.0","11","8","8","0","4","1","39","2.500","16.50","0.00","6.00","1.50","0.2500","0"
"1042","2013-14","G. Chacin","33","0","0","","15.00","7","0","0","0","0","3.0","4","5","5","1","3","1","31","2.333","12.00","3.00","9.00","3.00","0.3333","0"
"1043","2013-14","M. Arias","29","0","0","","0.00","3","0","0","0","0","1.2","1","0","0","0","1","1","","1.200","5.40","0.00","5.40","5.40","1.0000","0"
"1044","2013-14","A. Morales","24","0","0","","27.00","1","0","0","0","0","0.1","0","1","1","0","1","0","17","3.000","0.00","0.00","27.00","0.00","0.0000","0"
"1045","2013-14","C. Alvarado","24","0","0","","9.00","3","0","0","0","0","4.0","6","5","4","0","1","0","52","1.750","13.50","0.00","2.25","0.00","0.0000","0"
"1046","2013-14","A. Ortega","28","0","0","","3.38","3","0","0","0","0","2.2","4","1","1","0","0","0","138","1.500","13.50","0.00","0.00","0.00","","0"
"1047","2013-14","A. Mavare","23","0","0","","0.00","1","0","0","0","0","0.1","1","0","0","0","0","0","","3.000","27.00","0.00","0.00","0.00","","0"
"1048","2014-15","J. Guerra","29","6","4","0.6000","3.46","15","15","0","0","0","78.0","65","32","30","4","21","82","119","1.103","7.50","0.46","2.42","9.46","3.9048","0"
"1049","2014-15","G. Infante","27","1","3","0.2500","3.38","28","0","0","0","12","32.0","33","14","12","3","16","39","122","1.531","9.28","0.84","4.50","10.97","2.4375","0"
"1050","2014-15","R. Ramírez","32","1","1","0.5000","3.92","9","8","0","0","0","39.0","40","17","17","3","12","36","105","1.333","9.23","0.69","2.77","8.31","3.0000","0"
"1051","2014-15","E. Escalona","28","3","3","0.5000","3.71","13","13","0","0","0","63.0","70","29","26","4","14","29","111","1.333","10.00","0.57","2.00","4.14","2.0714","1"
"1052","2014-15","A. Mavare","24","3","2","0.6000","3.13","28","0","0","0","0","31.2","30","16","11","1","12","28","132","1.326","8.53","0.28","3.41","7.96","2.3333","0"
"1053","2014-15","R. Kussmaul","28","2","2","0.5000","3.27","19","0","0","0","2","22.0","19","8","8","1","10","25","126","1.318","7.77","0.41","4.09","10.23","2.5000","0"
"1054","2014-15","R. Cova","32","0","3","0.0000","3.21","33","0","0","0","0","33.2","30","12","12","1","15","23","128","1.337","8.02","0.27","4.01","6.15","1.5333","0"
"1055","2014-15","B. Baumann","27","0","0","","2.29","8","3","0","0","0","19.2","15","5","5","0","11","17","180","1.322","6.86","0.00","5.03","7.78","1.5455","1"
"1056","2014-15","R. Pinto","32","0","0","","5.09","9","3","0","0","0","17.2","21","12","10","2","12","15","81","1.868","10.70","1.02","6.11","7.64","1.2500","0"
"1057","2014-15","E. Barrios","26","1","0","1.0000","3.46","6","1","0","0","0","13.0","16","8","5","0","11","15","119","2.077","11.08","0.00","7.62","10.38","1.3636","0"
"1058","2014-15","E. González","32","3","1","0.7500","2.22","24","0","0","0","0","24.1","21","6","6","2","12","13","186","1.356","7.77","0.74","4.44","4.81","1.0833","0"
"1059","2014-15","J. Sulbaran","25","0","4","0.0000","5.82","4","4","0","0","0","17.0","18","11","11","2","5","13","71","1.353","9.53","1.06","2.65","6.88","2.6000","0"
"1060","2014-15","K. Batista","33","0","1","0.0000","6.55","8","0","0","0","0","11.0","13","8","8","1","6","12","63","1.727","10.64","0.82","4.91","9.82","2.0000","1"
"1061","2014-15","J. González","24","1","1","0.5000","5.21","20","0","0","0","0","19.0","23","14","11","0","11","12","79","1.789","10.89","0.00","5.21","5.68","1.0909","1"
"1062","2014-15","R. Reid","29","0","2","0.0000","4.85","13","0","0","0","0","13.0","11","7","7","0","7","11","85","1.385","7.62","0.00","4.85","7.62","1.5714","0"
"1063","2014-15","J. Thompson","25","0","1","0.0000","4.66","5","3","0","0","0","9.2","8","7","5","2","4","10","88","1.241","7.45","1.86","3.72","9.31","2.5000","0"
"1064","2014-15","J. Ortiz","24","3","0","1.0000","2.57","23","0","0","0","1","21.0","22","6","6","2","4","10","160","1.238","9.43","0.86","1.71","4.29","2.5000","0"
"1065","2014-15","Y. López","24","1","0","1.0000","6.35","8","1","0","0","0","11.1","11","8","8","0","10","8","65","1.853","8.74","0.00","7.94","6.35","0.8000","0"
"1066","2014-15","M. Antonini","29","1","1","0.5000","4.20","4","3","0","0","0","15.0","13","7","7","1","9","7","98","1.467","7.80","0.60","5.40","4.20","0.7778","0"
"1067","2014-15","E. Martín","25","0","1","0.0000","4.50","3","3","0","0","0","6.0","6","3","3","0","4","5","92","1.667","9.00","0.00","6.00","7.50","1.2500","0"
"1068","2014-15","S. Escalona","30","0","0","","16.20","10","0","0","0","0","3.1","7","6","6","0","6","5","25","3.900","18.90","0.00","16.20","13.50","0.8333","0"
"1069","2014-15","A. Herrera","21","2","0","1.0000","2.45","9","0","0","0","0","11.0","7","3","3","0","5","4","168","1.091","5.73","0.00","4.09","3.27","0.8000","0"
"1070","2014-15","A. Mejias","23","0","1","0.0000","14.29","6","0","0","0","0","5.2","9","9","9","2","3","4","29","2.118","14.29","3.18","4.76","6.35","1.3333","0"
"1071","2014-15","P. Villarreal","27","0","0","","8.10","2","2","0","0","0","6.2","9","7","6","2","2","4","51","1.650","12.15","2.70","2.70","5.40","2.0000","0"
"1072","2014-15","J. Casey","27","2","0","1.0000","2.00","9","0","0","0","0","9.0","8","3","2","0","2","4","206","1.111","8.00","0.00","2.00","4.00","2.0000","0"
"1073","2014-15","W. Cuevas","24","0","0","","16.88","2","0","0","0","0","2.2","3","5","5","0","2","4","24","1.875","10.13","0.00","6.75","13.50","2.0000","0"
"1074","2014-15","O. Melendez","28","0","0","","15.43","3","0","0","0","0","2.1","5","4","4","0","2","3","27","3.000","19.29","0.00","7.71","11.57","1.5000","0"
"1075","2014-15","D. Gorski","27","0","1","0.0000","20.77","4","2","0","0","0","4.1","9","11","10","3","7","3","20","3.692","18.69","6.23","14.54","6.23","0.4286","0"
"1076","2014-15","T. Ybarra","25","0","0","","0.00","4","0","0","0","0","2.0","0","2","0","0","7","3","","3.500","0.00","0.00","31.50","13.50","0.4286","0"
"1077","2014-15","B. Villarreal","27","0","0","","6.75","2","0","0","0","0","1.1","0","1","1","0","2","2","61","1.500","0.00","0.00","13.50","13.50","1.0000","0"
"1078","2014-15","E. Villasmil","22","0","0","","5.40","2","1","0","0","0","3.1","4","3","2","0","1","2","76","1.500","10.80","0.00","2.70","5.40","2.0000","0"
"1079","2014-15","M. Rusch","31","0","0","","5.79","4","0","0","0","0","4.2","7","3","3","2","1","2","71","1.714","13.50","3.86","1.93","3.86","2.0000","0"
"1080","2014-15","C. Santeliz","28","0","0","","13.50","1","0","0","0","0","1.1","2","2","2","0","2","2","31","3.000","13.50","0.00","13.50","13.50","1.0000","0"
"1081","2014-15","C. Alvarado","25","0","0","","15.00","3","0","0","0","0","3.0","4","5","5","0","3","1","27","2.333","12.00","0.00","9.00","3.00","0.3333","0"
"1082","2014-15","F. Hernández","30","0","1","0.0000","6.35","4","3","0","0","0","11.1","12","8","8","1","3","1","65","1.324","9.53","0.79","2.38","0.79","0.3333","0"
"1083","2014-15","K. Regas","35","0","0","","0.00","5","0","0","0","0","3.0","2","0","0","0","0","1","","0.667","6.00","0.00","0.00","3.00","","0"
"1084","2014-15","E. Idrogo","19","0","0","","0.00","8","0","0","0","0","3.1","5","1","0","0","2","1","","2.100","13.50","0.00","5.40","2.70","0.5000","0"
"1085","2014-15","K. Villegas","21","0","0","","0.00","2","0","0","0","0","1.2","1","0","0","0","1","1","","1.200","5.40","0.00","5.40","5.40","1.0000","0"
"1086","2014-15","C. Kimball","29","0","0","","0.00","1","0","0","0","0","1.0","1","0","0","0","0","1","","1.000","9.00","0.00","0.00","9.00","","0"
"1087","2014-15","D. Watts","27","0","0","","9.00","2","0","0","0","0","2.0","3","2","2","0","1","1","46","2.000","13.50","0.00","4.50","4.50","1.0000","0"
"1088","2014-15","M. Nesseth","26","0","1","0.0000","30.86","5","0","0","0","0","2.1","10","9","8","0","2","1","13","5.143","38.57","0.00","7.71","3.86","0.5000","0"
"1089","2014-15","D. Soriano","32","1","0","1.0000","6.75","2","0","0","0","0","1.1","1","1","1","0","0","1","61","0.750","6.75","0.00","0.00","6.75","","0"
"1090","2014-15","A. Díaz","23","0","0","","0.00","4","0","0","0","0","0.1","1","0","0","0","2","0","","9.000","27.00","0.00","54.00","0.00","0.0000","0"
"1091","2014-15","C. Guevara","20","0","0","","0.00","2","0","0","0","0","0.1","0","0","0","0","1","0","","3.000","0.00","0.00","27.00","0.00","0.0000","0"
"1092","2014-15","A. Gerdel","21","0","0","","0.00","1","0","0","0","0","2.0","2","0","0","0","0","0","","1.000","9.00","0.00","0.00","0.00","","0"
"1093","2014-15","W. Mesa","27","0","0","","","1","0","0","0","0","0.0","3","4","4","1","1","0","","","","","","","0.0000","0"
"1094","2014-15","J. Link","30","0","0","","6.75","2","0","0","0","0","1.1","4","1","1","0","0","0","61","3.000","27.00","0.00","0.00","0.00","","0"
"1095","2015-16","J. Guerra","30","4","2","0.6667","2.86","12","10","0","0","0","56.2","53","18","18","3","17","49","136","1.235","8.42","0.48","2.70","7.78","2.8824","0"
"1096","2015-16","A. Candelario","33","3","2","0.6000","2.16","14","11","1","1","0","58.1","43","14","14","1","32","43","180","1.286","6.63","0.15","4.94","6.63","1.3438","1"
"1097","2015-16","J. Long","24","3","1","0.7500","2.30","8","8","0","0","0","43.0","44","12","11","2","11","23","169","1.279","9.21","0.42","2.30","4.81","2.0909","0"
"1098","2015-16","R. Ramírez","33","2","0","1.0000","4.24","21","2","0","0","1","34.0","41","20","16","3","17","19","92","1.706","10.85","0.79","4.50","5.03","1.1176","0"
"1099","2015-16","G. Infante","28","0","1","0.0000","2.41","20","0","0","0","10","18.2","16","5","5","0","6","18","161","1.179","7.71","0.00","2.89","8.68","3.0000","0"
"1100","2015-16","W. Cuevas","25","1","0","1.0000","4.07","5","5","0","0","0","24.1","22","11","11","2","9","17","95","1.274","8.14","0.74","3.33","6.29","1.8889","0"
