"","years","jugador","edad","w","l","w-l%","era","g","gs","cg","sho","sv","ip","h","r","er","hr","bb","so","ir","whip","h/9","hr/9","bb/9","so/9","so/bb","bk"
"476","1993-94","J. Quero","23","0","0","","11.57","3","0","0","","0","2.1","5","","3","","2","1","30","3.000","19.29","","7.71","3.86","0.5000",""
"477","1993-94","J. Ramos","25","1","0","1.0000","7.94","12","0","0","","0","11.1","17","","10","","4","1","44","1.853","13.50","","3.18","0.79","0.2500",""
"478","1993-94","C. Bermúdez","19","0","0","","3.86","4","0","0","","0","4.2","5","","2","","3","0","90","1.714","9.64","","5.79","0.00","0.0000",""
"479","1993-94","L. Salazar","37","0","0","","9.00","1","0","0","","0","1.0","3","","1","","0","0","39","3.000","27.00","","0.00","0.00","",""
"480","1993-94","D. Delcine","20","0","0","","40.50","2","0","0","","0","1.1","7","","6","","1","0","9","6.000","47.25","","6.75","0.00","0.0000",""
"481","1994-95","J. Hurts","27","4","7","0.3636","3.36","15","13","0","","1","85.2","84","","32","","34","50","100","1.377","8.82","","3.57","5.25","1.4706",""
"482","1994-95","E. Burgos","29","2","3","0.4000","3.34","27","0","0","","8","29.2","24","","11","","17","41","101","1.382","7.28","","5.16","12.44","2.4118",""
"483","1994-95","I. Oropeza","22","5","5","0.5000","5.33","16","13","0","","0","74.1","69","","44","","50","36","63","1.601","8.35","","6.05","4.36","0.7200",""
"484","1994-95","F. Lira","22","4","4","0.5000","2.69","13","12","1","","0","83.2","70","","25","","22","36","125","1.100","7.53","","2.37","3.87","1.6364",""
"485","1994-95","E. Schullstrom","25","1","2","0.3333","2.65","27","0","0","","4","34.0","40","","10","","15","23","127","1.618","10.59","","3.97","6.09","1.5333",""
"486","1994-95","S. Gavaghan","25","0","3","0.0000","5.08","11","5","0","","0","33.2","30","","19","","23","22","66","1.574","8.02","","6.15","5.88","0.9565",""
"487","1994-95","J. Manaure","25","2","3","0.4000","3.57","24","0","0","","0","40.1","39","","16","","14","22","94","1.314","8.70","","3.12","4.91","1.5714",""
"488","1994-95","A. Álvarez","24","4","2","0.6667","4.85","26","2","0","","0","42.2","45","","23","","30","17","69","1.758","9.49","","6.33","3.59","0.5667",""
"489","1994-95","J. Ramos","26","0","2","0.0000","3.18","26","0","0","","1","22.2","20","","8","","13","14","106","1.456","7.94","","5.16","5.56","1.0769",""
"490","1994-95","F. Campos","26","0","4","0.0000","7.25","8","7","0","","0","22.1","15","","18","","43","11","46","2.597","6.04","","17.33","4.43","0.2558",""
"491","1994-95","D. Moeller","27","0","0","","1.00","5","4","0","","0","18.0","16","","2","","5","7","336","1.167","8.00","","2.50","3.50","1.4000",""
"492","1994-95","G. Pinto","25","0","0","","3.55","6","0","0","","0","12.2","11","","5","","8","6","95","1.500","7.82","","5.68","4.26","0.7500",""
"493","1994-95","J. Moreno","19","0","0","","6.17","12","0","0","","0","11.2","8","","8","","14","5","54","1.886","6.17","","10.80","3.86","0.3571",""
"494","1994-95","L. Vázquez","27","1","2","0.3333","6.39","5","4","0","","0","12.2","25","","9","","9","4","53","2.684","17.76","","6.39","2.84","0.4444",""
"495","1994-95","D. Delcine","21","0","0","","10.13","2","1","0","","0","5.1","10","","6","","0","2","33","1.875","16.88","","0.00","3.38","",""
"496","1994-95","R. Espina","16","0","0","","20.25","2","0","0","","0","1.1","2","","3","","3","1","17","3.750","13.50","","20.25","6.75","0.3333",""
"497","1994-95","S. Ocando","0","0","0","","54.00","1","0","0","","0","0.1","4","","2","","0","0","6","12.000","108.00","","0.00","0.00","",""
"498","1995-96","M. Sanford","29","2","7","0.2222","2.01","12","12","1","","0","71.2","57","","16","","29","46","145","1.200","7.16","","3.64","5.78","1.5862",""
"499","1995-96","D. Springer","30","7","6","0.5385","2.87","13","13","1","","0","87.2","85","","28","","18","36","102","1.175","8.73","","1.85","3.70","2.0000",""
"500","1995-96","S. Service","28","1","2","0.3333","0.40","19","0","0","","11","22.1","16","","1","","8","29","730","1.075","6.45","","3.22","11.69","3.6250",""
"501","1995-96","C. Hook","27","1","2","0.3333","0.40","19","0","0","","11","22.1","16","","1","","8","29","730","1.075","6.45","","3.22","11.69","3.6250",""
"502","1995-96","J. Moreno","20","2","1","0.6667","5.36","25","3","0","","0","42.0","55","","25","","23","27","54","1.857","11.79","","4.93","5.79","1.1739",""
"503","1995-96","I. Oropeza","23","3","6","0.3333","4.09","21","7","0","","1","55.0","54","","25","","34","24","71","1.600","8.84","","5.56","3.93","0.7059",""
"504","1995-96","B. Anderson","23","2","4","0.3333","3.52","10","7","2","","0","46.0","47","","18","","4","20","83","1.109","9.20","","0.78","3.91","5.0000",""
"505","1995-96","C. Tovar","25","0","1","0.0000","2.79","20","0","0","","0","29.0","23","","9","","10","19","105","1.138","7.14","","3.10","5.90","1.9000",""
"506","1995-96","F. Lira","23","0","4","0.0000","6.67","7","6","0","","0","29.2","48","","22","","10","17","44","1.955","14.56","","3.03","5.16","1.7000",""
"507","1995-96","R. Fernández","23","0","1","0.0000","5.68","10","0","0","","0","12.2","14","","8","","8","11","51","1.737","9.95","","5.68","7.82","1.3750",""
"508","1995-96","J. Ramos","27","4","2","0.6667","0.82","21","0","0","","1","22.0","16","","2","","12","8","356","1.273","6.55","","4.91","3.27","0.6667",""
"509","1995-96","J. Dickson","22","3","0","1.0000","5.62","13","0","0","","0","16.0","20","","10","","2","7","52","1.375","11.25","","1.12","3.94","3.5000",""
"510","1995-96","F. Campos","27","1","0","1.0000","1.50","4","1","0","","0","12.0","7","","2","","1","5","195","0.667","5.25","","0.75","3.75","5.0000",""
"511","1995-96","H. Baez","20","0","0","","9.53","7","0","0","","0","5.2","7","","6","","3","3","31","1.765","11.12","","4.76","4.76","1.0000",""
"512","1995-96","J. Hurts","28","0","0","","0.00","1","1","0","","0","5.0","1","","0","","4","3","","1.000","1.80","","7.20","5.40","0.7500",""
"513","1995-96","J. Ruffin","24","1","0","1.0000","5.79","4","0","0","","0","4.2","4","","3","","4","2","50","1.714","7.71","","7.71","3.86","0.5000",""
"514","1995-96","J. Montanez","20","0","0","","0.00","2","0","0","","0","4.0","2","","0","","2","2","","1.000","4.50","","4.50","4.50","1.0000",""
"515","1995-96","I. Paz","21","0","0","","0.00","6","0","0","","0","6.0","2","","0","","5","2","","1.167","3.00","","7.50","3.00","0.4000",""
"516","1995-96","A. Álvarez","25","0","0","","27.00","1","0","0","","0","2.0","6","","6","","1","1","11","3.500","27.00","","4.50","4.50","1.0000",""
"517","1995-96","G. Luckert","20","0","0","","4.50","1","0","0","","0","2.0","0","","1","","2","0","65","1.000","0.00","","9.00","0.00","0.0000",""
"518","1995-96","S. Ocando","0","0","0","","40.50","1","0","0","","0","0.2","2","","3","","3","0","7","7.500","27.00","","40.50","0.00","0.0000",""
"519","1995-96","A. Oviedo","23","0","0","","5.19","9","0","0","","0","8.2","10","","5","","6","0","56","1.846","10.38","","6.23","0.00","0.0000",""
"520","1996-97","B. Jones","24","2","5","0.2857","2.88","12","11","0","","0","65.2","59","","21","","35","44","118","1.431","8.09","","4.80","6.03","1.2571",""
"521","1996-97","C. Tovar","26","1","1","0.5000","4.15","18","0","0","","0","30.1","29","","14","","11","25","82","1.319","8.60","","3.26","7.42","2.2727",""
"522","1996-97","J. Moreno","21","1","2","0.3333","5.52","20","3","0","","0","31.0","24","","19","","29","24","62","1.710","6.97","","8.42","6.97","0.8276",""
"523","1996-97","C. Schutz","23","0","6","0.0000","6.60","7","7","0","","0","30.0","38","","22","","24","18","52","2.067","11.40","","7.20","5.40","0.7500",""
"524","1996-97","G. Luckert","21","3","0","1.0000","3.60","22","0","0","","1","30.0","36","","12","","14","18","94","1.667","10.80","","4.20","5.40","1.2857",""
"525","1996-97","D. Pacheco","18","0","3","0.0000","6.37","10","6","0","","0","35.1","43","","25","","17","16","53","1.698","10.95","","4.33","4.08","0.9412",""
"526","1996-97","B. Heflin","25","2","1","0.6667","2.36","20","0","0","","6","26.2","19","","7","","12","15","144","1.163","6.41","","4.05","5.06","1.2500",""
"527","1996-97","L. Salazar","22","3","3","0.5000","4.40","14","6","0","","0","43.0","64","","21","","9","15","77","1.698","13.40","","1.88","3.14","1.6667",""
"528","1996-97","M. Hostetler","27","0","4","0.0000","6.98","9","6","0","","0","29.2","44","","23","","6","14","49","1.685","13.35","","1.82","4.25","2.3333",""
"529","1996-97","R. Arocha","32","1","0","1.0000","3.21","8","0","0","","0","14.0","12","","5","","9","12","106","1.500","7.71","","5.79","7.71","1.3333",""
"530","1996-97","F. Campos","28","1","5","0.1667","4.08","11","8","0","","0","46.1","64","","21","","22","7","83","1.856","12.43","","4.27","1.36","0.3182",""
"531","1996-97","R. Espina","18","0","0","","7.04","12","0","0","","0","7.2","7","","6","","14","5","48","2.739","8.22","","16.43","5.87","0.3571",""
"532","1996-97","I. Oropeza","24","0","0","","6.35","4","0","0","","0","5.2","7","","4","","5","4","54","2.118","11.12","","7.94","6.35","0.8000",""
"533","1996-97","F. Lira","24","1","1","0.5000","4.80","3","3","0","","0","15.0","18","","8","","5","4","71","1.533","10.80","","3.00","2.40","0.8000",""
"534","1996-97","A. Oviedo","24","0","0","","0.00","1","0","0","","0","1.0","0","","0","","1","2","","1.000","0.00","","9.00","18.00","2.0000",""
"535","1996-97","M. Dabreu","18","0","0","","8.44","3","0","0","","0","5.1","9","","5","","2","2","40","2.063","15.19","","3.38","3.38","1.0000",""
"536","1996-97","B. VanRyn","25","1","0","1.0000","0.00","3","0","0","","1","6.1","2","","0","","2","2","","0.632","2.84","","2.84","2.84","1.0000",""
"537","1996-97","H. Baez","21","0","0","","3.86","3","0","0","","0","2.1","5","","1","","4","1","88","3.857","19.29","","15.43","3.86","0.2500",""
"538","1996-97","F. Lucena","0","0","0","","0.00","1","0","0","","0","1.0","0","","0","","2","1","","2.000","0.00","","18.00","9.00","0.5000",""
"539","1996-97","C. Carrera","0","0","1","0.0000","6.00","3","0","0","","0","3.0","4","","2","","5","1","57","3.000","12.00","","15.00","3.00","0.2000",""
"540","1996-97","G. Rincones","19","0","1","0.0000","10.80","2","0","0","","0","1.2","0","","2","","2","0","31","1.200","0.00","","10.80","0.00","0.0000",""
"541","1997-98","R. Henderson","26","6","3","0.6667","2.03","12","0","3","","0","79.2","60","","18","","33","36","176","1.167","6.78","","3.73","4.07","1.0909",""
"542","1997-98","F. Lira","25","4","6","0.4000","3.24","16","8","5","","2","72.1","70","","26","","16","30","110","1.189","8.71","","1.99","3.73","1.8750",""
"543","1997-98","C. Maduro","23","2","6","0.2500","4.52","15","13","0","","0","71.2","78","","36","","37","30","79","1.605","9.80","","4.65","3.77","0.8108",""
"544","1997-98","M. Bovee","24","1","1","0.5000","5.00","10","1","0","","2","18.0","18","","10","","5","23","72","1.278","9.00","","2.50","11.50","4.6000",""
"545","1997-98","M. Castillo","18","4","5","0.4444","4.95","13","13","1","","0","67.1","70","","37","","32","23","72","1.515","9.36","","4.28","3.07","0.7188",""
"546","1997-98","G. Luckert","22","1","3","0.2500","6.38","16","5","0","","0","36.2","42","","26","","14","21","56","1.527","10.31","","3.44","5.15","1.5000",""
"547","1997-98","C. Tovar","27","0","1","0.0000","5.73","19","1","0","","0","22.0","26","","14","","5","13","62","1.409","10.64","","2.05","5.32","2.6000",""
"548","1997-98","D. Mosquera","34","1","2","0.3333","5.17","13","0","0","","1","15.2","18","","9","","7","10","69","1.596","10.34","","4.02","5.74","1.4286",""
"549","1997-98","M. Dabreu","19","1","0","1.0000","1.93","8","1","0","","0","18.2","10","","4","","15","10","185","1.339","4.82","","7.23","4.82","0.6667",""
"550","1997-98","C. Rodríguez","18","1","0","1.0000","8.10","12","0","0","","0","13.1","12","","12","","14","9","44","1.950","8.10","","9.45","6.08","0.6429",""
"551","1997-98","L. Salazar","23","3","6","0.3333","5.06","18","7","1","","0","53.1","74","","30","","13","9","71","1.631","12.49","","2.19","1.52","0.6923",""
"552","1997-98","T. Moore","25","1","2","0.3333","5.11","5","2","1","","1","12.1","20","","7","","4","6","70","1.946","14.59","","2.92","4.38","1.5000",""
"553","1997-98","J. Montanez","22","0","0","","5.91","9","0","0","","0","10.2","11","","7","","4","4","61","1.406","9.28","","3.38","3.38","1.0000",""
"554","1997-98","J. Julio","18","0","2","0.0000","3.00","16","0","0","","0","18.0","10","","6","","18","4","119","1.556","5.00","","9.00","2.00","0.2222",""
"555","1997-98","J. Moreno","22","0","0","","25.07","8","0","0","","0","4.2","13","","13","","14","3","14","5.786","25.07","","27.00","5.79","0.2143",""
"556","1997-98","D. Pacheco","19","0","0","","8.31","5","0","0","","0","4.1","9","","4","","5","3","43","3.231","18.69","","10.38","6.23","0.6000",""
"557","1997-98","R. Espina","19","0","0","","0.00","7","0","0","","0","6.2","2","","0","","5","3","","1.050","2.70","","6.75","4.05","0.6000",""
"558","1997-98","A. Santaella","26","0","0","","7.94","4","0","0","","0","5.2","11","","5","","3","3","45","2.471","17.47","","4.76","4.76","1.0000",""
"559","1997-98","R. Jiménez","29","0","0","","3.38","3","0","0","","0","2.2","1","","1","","4","2","106","1.875","3.38","","13.50","6.75","0.5000",""
"560","1997-98","F. Lucena","0","0","0","","0.00","1","0","0","","0","1.1","0","","0","","1","2","","0.750","0.00","","6.75","13.50","2.0000",""
"561","1997-98","T. Meteoyer","0","0","1","0.0000","6.23","5","0","0","","1","4.1","6","","3","","4","2","57","2.308","12.46","","8.31","4.15","0.5000",""
"562","1997-98","F. Campos","29","0","1","0.0000","13.50","2","1","0","","0","3.1","7","","5","","1","0","27","2.400","18.90","","2.70","0.00","0.0000",""
"563","1998-99","L. Pote","27","5","6","0.4545","2.55","17","15","5","","1","109.1","92","","31","","30","67","145","1.116","7.57","","2.47","5.52","2.2333",""
"564","1998-99","M. Castillo","19","5","2","0.7143","3.74","11","9","0","","0","55.1","47","","23","","25","34","99","1.301","7.64","","4.07","5.53","1.3600",""
"565","1998-99","F. Lira","26","7","4","0.6364","3.07","13","13","5","","0","88.0","93","","30","","22","34","120","1.307","9.51","","2.25","3.48","1.5455",""
"566","1998-99","J. Julio","19","4","2","0.6667","2.61","18","5","1","","0","51.2","43","","15","","21","30","141","1.239","7.49","","3.66","5.23","1.4286",""
"567","1998-99","R. Kelley","28","0","3","0.0000","2.37","21","0","0","","1","38.0","28","","10","","18","26","156","1.211","6.63","","4.26","6.16","1.4444",""
"568","1998-99","J. Ratliff","27","1","3","0.2500","4.64","7","7","0","","0","42.2","41","","22","","26","24","80","1.570","8.65","","5.48","5.06","0.9231",""
"569","1998-99","B. Pennington","29","1","3","0.2500","3.60","7","5","1","","0","25.0","27","","10","","22","12","103","1.960","9.72","","7.92","4.32","0.5455",""
"570","1998-99","F. Rodríguez","26","0","1","0.0000","7.45","8","0","0","","4","9.2","11","","8","","10","9","50","2.172","10.24","","9.31","8.38","0.9000",""
"571","1998-99","C. Seelbach","26","0","1","0.0000","5.40","3","3","0","","0","13.1","11","","8","","11","7","68","1.650","7.43","","7.43","4.73","0.6364",""
"572","1998-99","M. Whiteside","31","3","1","0.7500","2.82","13","1","0","","1","22.1","19","","7","","6","7","131","1.119","7.66","","2.42","2.82","1.1667",""
"573","1998-99","L. Martínez","19","0","0","","0.00","7","0","0","","0","9.0","8","","0","","3","6","","1.222","8.00","","3.00","6.00","2.0000",""
"574","1998-99","D. Torres","28","2","2","0.5000","4.15","20","0","0","","1","21.2","17","","10","","7","6","89","1.108","7.06","","2.91","2.49","0.8571",""
"575","1998-99","J. Centeno","26","0","0","","1.50","12","0","0","","0","6.0","3","","1","","1","5","246","0.667","4.50","","1.50","7.50","5.0000",""
"576","1998-99","J. Montanez","23","0","1","0.0000","6.75","2","0","0","","0","5.1","5","","4","","4","5","55","1.688","8.44","","6.75","8.44","1.2500",""
"577","1998-99","T. Dixon","0","1","0","1.0000","0.00","6","0","0","","2","9.2","5","","0","","3","4","","0.828","4.66","","2.79","3.72","1.3333",""
"578","1998-99","D. Pacheco","20","0","2","0.0000","7.71","4","3","0","","0","14.0","22","","12","","5","4","48","1.929","14.14","","3.21","2.57","0.8000",""
"579","1998-99","A. Gómez","25","1","0","1.0000","6.75","10","0","0","","0","10.2","13","","8","","10","4","55","2.156","10.97","","8.44","3.38","0.4000",""
"580","1998-99","M. Dabreu","20","0","1","0.0000","5.00","3","2","0","","0","9.0","9","","5","","8","2","74","1.889","9.00","","8.00","2.00","0.2500",""
"581","1998-99","F. Arellan","17","0","0","","6.00","3","0","0","","0","3.0","2","","2","","3","2","62","1.667","6.00","","9.00","6.00","0.6667",""
"582","1998-99","R. Jiménez","30","0","0","","54.00","1","0","0","","0","0.2","5","","4","","0","0","7","7.500","67.50","","0.00","0.00","",""
"583","1998-99","C. Rodríguez","19","0","0","","7.71","2","0","0","","0","2.1","4","","2","","0","0","48","1.714","15.43","","0.00","0.00","",""
"584","1999-00","F. Lira","27","5","4","0.5556","2.31","14","14","3","","0","97.1","97","","25","","23","45","143","1.233","8.97","","2.13","4.16","1.9565",""
"585","1999-00","J. Julio","20","2","3","0.4000","3.68","21","3","0","","3","44.0","45","","18","","18","41","90","1.432","9.20","","3.68","8.39","2.2778",""
"586","1999-00","D. Pacheco","21","2","2","0.5000","3.64","21","0","0","","0","29.2","19","","12","","10","22","91","0.978","5.76","","3.03","6.67","2.2000",""
