years,jugador,edad,g,pa,ab,r,h,2b,3b,hr,rbi,sb,cs,bb,so,avg,obp,slg,ops,ir,rc,tb,xb,hbp,sh,sf,refuerzo,ronda,resultado
2007-08,V. Hernández,22,1,4,4,0,1,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5,,0.3,1,0,0,0,0,NO,round robin,Eliminado
2007-08,R. Pérez,18,1,3,3,0,1,0,0,0,0,0,0,0,0,333,333,333,667,,0.3,1,0,0,0,0,NO,round robin,Eliminado
2007-08,R. Osuna,22,4,12,9,1,2,0,0,0,0,0,1,3,1,222,417,222,639,,0.8,2,0,0,0,0,NO,round robin,Eliminado
2007-08,R. Mateo,29,14,61,53,3,16,4,0,1,7,0,0,5,16,302,377,434,811,,8.7,23,5,2,0,1,NO,round robin,Eliminado
2007-08,R. Acuna,28,10,32,30,1,6,0,0,0,2,2,2,2,8,0.2,0.25,0.2,0.45,,1.5,6,0,0,0,0,NO,round robin,Eliminado
2007-08,O. Salazar,29,15,67,59,6,13,2,0,4,9,0,0,6,14,0.22,299,458,756,,8.1,27,6,1,0,1,NO,round robin,Eliminado
2007-08,M. Rojas,18,2,4,4,1,2,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1,,1,2,0,0,0,0,NO,round robin,Eliminado
2007-08,L. Rodríguez,31,5,12,11,1,2,0,0,0,1,0,0,0,2,182,0.25,182,432,,0.5,2,0,1,0,0,NO,round robin,Eliminado
2007-08,L. Hernández,23,9,30,25,5,8,2,0,0,2,1,0,3,2,0.32,393,0.4,793,,3.9,10,2,0,2,0,NO,round robin,Eliminado
2007-08,J. Velandia,32,14,53,45,4,11,0,0,0,3,1,0,6,9,244,327,244,571,,3.6,11,0,0,1,1,NO,round robin,Eliminado
2007-08,J. Melian,27,9,35,32,6,8,2,0,3,8,0,0,1,9,0.25,286,594,879,,5.4,19,5,1,0,1,NO,round robin,Eliminado
2007-08,J. Martínez,19,3,8,7,1,2,0,0,0,1,0,0,1,2,286,375,286,661,,0.8,2,0,0,0,0,NO,round robin,Eliminado
2007-08,J. Colina,28,6,15,14,1,2,1,0,0,1,0,0,1,3,143,0.2,214,414,,0.6,3,1,0,0,0,NO,round robin,Eliminado
2007-08,G. Parra,20,10,37,33,3,10,0,0,0,1,0,2,3,0,303,378,303,681,,3.8,10,0,1,0,0,SI,round robin,Eliminado
2007-08,G. Blanco,24,13,60,51,6,12,4,0,0,1,1,1,9,9,235,0.35,314,664,,5.6,16,4,0,0,0,NO,round robin,Eliminado
2007-08,E. Adrianza,18,2,5,5,0,1,0,0,0,1,0,0,0,1,0.2,0.2,0.2,0.4,,0.2,1,0,0,0,0,NO,round robin,Eliminado
2007-08,D. Sandoval,28,12,48,45,6,11,4,0,0,6,2,0,1,5,244,255,333,589,,3.8,15,4,0,1,1,NO,round robin,Eliminado
2007-08,D. Paisano,20,7,5,4,2,1,0,0,0,1,0,0,1,1,0.25,0.4,0.25,0.65,,0.4,1,0,0,0,0,NO,round robin,Eliminado
2007-08,D. Navarro,23,9,33,28,4,9,2,0,1,3,0,1,4,6,321,406,0.5,906,,5.7,14,3,0,1,0,NO,round robin,Eliminado
2007-08,A. Freire,33,3,3,2,0,0,0,0,0,0,0,0,1,1,0,333,0,333,,0,0,0,0,0,0,NO,round robin,Eliminado
2007-08,A. Colina,26,7,24,22,1,7,1,0,1,2,1,1,1,8,318,375,0.5,875,,4.1,11,2,1,0,0,NO,round robin,Eliminado
2007-08,A. Cabrera,36,15,67,54,10,20,4,0,3,11,0,0,11,14,0.37,478,611,1089,,15.8,33,7,1,0,1,SI,round robin,Eliminado
2003-04,W. González,29,14,,49,7,17,4,0,3,8,0,,,,347,,612,0,,,30,7,,,,NO,round robin,Eliminado
2003-04,V. Valencia,26,3,,9,1,3,0,0,0,0,0,,,,333,,333,0,,,3,0,,,,NO,round robin,Eliminado
2003-04,T. Wilson,26,16,,57,9,12,2,0,2,8,0,,,,211,,351,0,,,20,4,,,,NO,round robin,Eliminado
2003-04,R. Olmedo,22,7,,25,3,6,2,0,0,4,0,,,,0.24,,0.32,0,,,8,2,,,,NO,round robin,Eliminado
2003-04,R. Laya,23,8,,12,5,1,0,0,0,0,0,,,,83,,83,0,,,1,0,,,,NO,round robin,Eliminado
2003-04,N. Álvarez,26,6,,18,0,5,0,0,0,0,0,,,,278,,278,0,,,5,0,,,,NO,round robin,Eliminado
2003-04,M. Pernalete,25,3,,3,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
2003-04,L. Rodríguez,27,12,,48,3,15,4,0,1,9,1,,,,313,,458,0,,,22,5,,,,NO,round robin,Eliminado
2003-04,L. Raven,35,15,,52,5,12,4,0,3,8,0,,,,231,,481,0,,,25,7,,,,NO,round robin,Eliminado
2003-04,L. Collier,30,16,,65,10,18,4,1,2,6,2,,,,277,,462,0,,,30,7,,,,NO,round robin,Eliminado
2003-04,J. Velandia,28,12,,43,7,11,3,0,0,3,0,,,,256,,326,0,,,14,3,,,,NO,round robin,Eliminado
2003-04,J. Marquez,30,3,,4,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
2003-04,J. Cordido,23,10,,31,3,12,2,0,1,4,0,,,,387,,548,0,,,17,3,,,,NO,round robin,Eliminado
2003-04,G. Rodríguez,25,3,,4,0,1,0,0,0,0,0,,,,0.25,,0.25,0,,,1,0,,,,NO,round robin,Eliminado
2003-04,G. Blanco,20,12,,18,2,4,0,0,1,1,0,,,,222,,389,0,,,7,1,,,,NO,round robin,Eliminado
2003-04,D. Brinkley,35,4,,9,0,2,1,0,0,2,0,,,,222,,333,0,,,3,1,,,,NO,round robin,Eliminado
2003-04,C. Mendoza,24,4,,10,2,4,0,1,0,1,0,,,,0.4,,0.6,0,,,6,1,,,,NO,round robin,Eliminado
2003-04,C. Duran,21,4,,3,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
2003-04,C. Colon,34,5,,15,1,2,0,0,0,2,0,,,,133,,133,0,,,2,0,,,,NO,round robin,Eliminado
2003-04,A. Álvarez,24,15,,60,10,12,0,0,4,7,1,,,,0.2,,0.4,0,,,24,4,,,,NO,round robin,Eliminado
2000-01,W. Oropeza,25,1,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
2000-01,V. Valencia,23,12,,36,0,6,0,0,0,0,0,,,,167,,167,0,,,6,0,,,,NO,round robin,Eliminado
2000-01,T. Nunnari,25,16,,56,5,16,4,0,3,12,0,,,,286,,518,0,,,29,7,,,,NO,round robin,Eliminado
2000-01,R. Olmedo,19,11,,33,4,7,1,0,0,0,0,,,,212,,242,0,,,8,1,,,,NO,round robin,Eliminado
2000-01,R. Marval,25,5,,11,0,4,1,0,0,3,0,,,,364,,455,0,,,5,1,,,,NO,round robin,Eliminado
2000-01,R. Cordova,19,1,,2,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
2000-01,O. Azocar,35,16,,60,9,16,3,0,3,11,0,,,,267,,467,0,,,28,6,,,,NO,round robin,Eliminado
2000-01,K. Noriega,26,8,,9,0,1,1,0,0,0,0,,,,111,,222,0,,,2,1,,,,NO,round robin,Eliminado
2000-01,J. Velandia,25,8,,30,1,8,0,1,1,3,0,,,,267,,433,0,,,13,2,,,,NO,round robin,Eliminado
2000-01,J. Marquez,27,13,,34,2,10,2,0,0,7,1,,,,294,,353,0,,,12,2,,,,NO,round robin,Eliminado
2000-01,J. Cordido,20,11,,39,5,11,2,0,1,1,1,,,,282,,0.41,0,,,16,3,,,,NO,round robin,Eliminado
2000-01,J. Boscán,21,4,,6,1,1,0,0,0,0,0,,,,167,,167,0,,,1,0,,,,NO,round robin,Eliminado
2000-01,G. Rodríguez,22,6,,17,3,8,2,0,1,3,1,,,,471,,765,0,,,13,3,,,,NO,round robin,Eliminado
2000-01,G. Martínez,28,15,,52,7,9,0,0,0,1,2,,,,173,,173,0,,,9,0,,,,NO,round robin,Eliminado
2000-01,E. Zambrano,34,12,,37,7,12,0,0,3,4,1,,,,324,,568,0,,,21,3,,,,NO,round robin,Eliminado
2000-01,C. Mendoza,21,9,,33,6,5,1,0,0,1,0,,,,152,,182,0,,,6,1,,,,NO,round robin,Eliminado
2000-01,C. Jones,35,12,,45,7,14,1,1,0,5,2,,,,311,,378,0,,,17,2,,,,NO,round robin,Eliminado
2000-01,C. Colon,31,13,,42,2,8,1,0,0,4,0,,,,0.19,,214,0,,,9,1,,,,NO,round robin,Eliminado
2000-01,B. Jacobsen,25,3,,8,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1991-92,R. Pérez Tovar,33,11,,44,3,10,2,0,0,4,0,,,,227,,273,0,,,12,2,,,,NO,round robin,Eliminado
1991-92,N. Carrasco,29,11,,37,3,7,1,0,0,4,1,,,,189,,216,0,,,8,1,,,,NO,round robin,Eliminado
1991-92,M. González,17,2,,4,0,0,0,0,0,1,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1991-92,M. Davis,27,11,,38,7,8,1,0,0,2,1,,,,211,,237,0,,,9,1,,,,NO,round robin,Eliminado
1991-92,M. Castellanos,22,1,,4,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1991-92,L. Salazar Garcia,35,11,,43,5,9,1,0,2,3,0,,,,209,,372,0,,,16,3,,,,NO,round robin,Eliminado
1991-92,L. Galindo,26,11,,44,6,13,0,1,0,3,0,,,,295,,341,0,,,15,1,,,,NO,round robin,Eliminado
1991-92,L. Figueredo,21,1,,3,1,1,0,0,0,0,0,,,,333,,333,0,,,1,0,,,,NO,round robin,Eliminado
1991-92,L. Dorante,25,2,,4,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1991-92,J. Monzon,23,7,,25,1,7,0,0,0,3,0,,,,0.28,,0.28,0,,,7,0,,,,NO,round robin,Eliminado
1991-92,J. Marchan,19,1,,4,1,1,0,1,0,1,0,,,,0.25,,0.75,0,,,3,1,,,,NO,round robin,Eliminado
1991-92,J. Cartaya,25,1,,2,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1991-92,H. Ortega,22,2,,4,0,1,0,0,0,0,0,,,,0.25,,0.25,0,,,1,0,,,,NO,round robin,Eliminado
1991-92,G. Polidor,30,11,,38,3,9,3,0,0,1,0,,,,237,,316,0,,,12,3,,,,NO,round robin,Eliminado
1991-92,F. Torres,20,2,,3,0,1,0,0,0,0,0,,,,333,,333,0,,,1,0,,,,NO,round robin,Eliminado
1991-92,E. Marquez,26,7,,24,2,7,2,0,0,3,1,,,,292,,375,0,,,9,2,,,,NO,round robin,Eliminado
1991-92,C. Curtis,23,11,,40,5,14,2,1,0,6,2,,,,0.35,,0.45,0,,,18,3,,,,NO,round robin,Eliminado
1989-90,T. Trafton,25,9,,30,2,8,0,0,2,6,0,,,,267,,467,0,,,14,2,,,,NO,round robin,Eliminado
1989-90,S. Little,26,1,,3,0,1,0,0,0,0,1,,,,333,,333,0,,,1,0,,,,NO,round robin,Eliminado
1989-90,R. Pérez Tovar,31,12,,41,12,11,1,1,2,11,1,,,,268,,488,0,,,20,4,,,,NO,round robin,Eliminado
1989-90,Ri. Laya,30,7,,1,1,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1989-90,N. Carrasco,27,12,,49,3,13,1,0,1,5,1,,,,265,,347,0,,,17,2,,,,NO,round robin,Eliminado
1989-90,L. Salazar,23,6,,17,0,1,0,0,0,0,0,,,,59,,59,0,,,1,0,,,,NO,round robin,Eliminado
1989-90,L. Salazar Garcia,33,12,,49,6,14,0,0,1,4,0,,,,286,,347,0,,,17,1,,,,NO,round robin,Eliminado
1989-90,L. Galindo,24,11,,42,9,9,0,0,0,0,1,,,,214,,214,0,,,9,0,,,,NO,round robin,Eliminado
1989-90,L. Dorante,23,2,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1989-90,J. Monzon,21,10,,31,1,10,2,0,0,1,0,,,,323,,387,0,,,12,2,,,,NO,round robin,Eliminado
1989-90,J. Mitchell,21,11,,28,0,3,0,0,0,2,2,,,,107,,107,0,,,3,0,,,,NO,round robin,Eliminado
1989-90,J. Guarache,20,1,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1989-90,J. Graterol,27,1,,2,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1989-90,J. Cartaya,23,10,,30,6,6,1,0,0,2,1,,,,0.2,,233,0,,,7,1,,,,NO,round robin,Eliminado
1989-90,G. Polidor,28,6,,15,1,3,0,0,0,0,0,,,,0.2,,0.2,0,,,3,0,,,,NO,round robin,Eliminado
1989-90,E. Marquez,24,4,,11,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1989-90,C. Martínez,24,12,,44,7,13,2,1,0,7,1,,,,295,,386,0,,,17,3,,,,NO,round robin,Eliminado
1988-89,R. Pérez Tovar,30,12,,43,9,13,3,0,1,7,1,,,,302,,442,0,,,19,4,,,,NO,round robin,Eliminado
1988-89,Ri. Laya,29,6,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1988-89,O. Guillén,24,12,,40,7,10,2,2,0,3,3,,,,0.25,,0.4,0,,,16,4,,,,NO,round robin,Eliminado
1988-89,N. Carrasco,26,12,,47,5,13,3,0,1,4,0,,,,277,,404,0,,,19,4,,,,NO,round robin,Eliminado
1988-89,L. Salazar Garcia,32,11,,43,2,8,1,1,1,7,0,,,,186,,326,0,,,14,3,,,,NO,round robin,Eliminado
1988-89,J. Monasterios,34,3,,9,0,1,0,0,0,0,0,,,,111,,111,0,,,1,0,,,,NO,round robin,Eliminado
1988-89,J. Cartaya,22,3,,7,0,1,0,0,0,0,0,,,,143,,143,0,,,1,0,,,,NO,round robin,Eliminado
1988-89,G. Thurman,24,12,,49,7,17,3,2,0,1,5,,,,347,,0.49,0,,,24,5,,,,NO,round robin,Eliminado
1988-89,G. Polidor,27,12,,44,4,9,1,1,1,5,0,,,,205,,341,0,,,15,3,,,,NO,round robin,Eliminado
1988-89,E. Marquez,23,3,,8,0,2,0,0,0,0,0,,,,0.25,,0.25,0,,,2,0,,,,NO,round robin,Eliminado
1988-89,C. Martínez,23,12,,46,5,11,1,0,1,4,1,,,,239,,326,0,,,15,2,,,,NO,round robin,Eliminado
1988-89,C. Kreuter,24,12,,34,4,9,0,0,1,3,0,,,,265,,353,0,,,12,1,,,,NO,round robin,Eliminado
1988-89,A. Pedrique,28,12,,30,3,4,0,0,0,1,0,,,,133,,133,0,,,4,0,,,,NO,round robin,Eliminado
1986-87,R. Pérez Tovar,28,5,,18,1,3,0,0,0,3,0,,,,167,,167,0,,,3,0,,,,NO,round robin,Eliminado
1986-87,Ri. Laya,27,2,,7,1,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1986-87,O. Guillén,22,5,,20,3,6,1,0,0,1,0,,,,0.3,,0.35,0,,,7,1,,,,NO,round robin,Eliminado
1986-87,N. Carrasco,24,5,,16,1,5,3,0,0,0,0,,,,313,,0.5,0,,,8,3,,,,NO,round robin,Eliminado
1986-87,J. Reed,24,5,,14,0,5,1,0,0,3,1,,,,357,,429,0,,,6,1,,,,NO,round robin,Eliminado
1986-87,J. Monasterios,32,3,,11,1,4,0,0,0,1,0,,,,364,,364,0,,,4,0,,,,NO,round robin,Eliminado
1986-87,E. Marquez,21,5,,14,3,1,0,0,0,1,1,,,,71,,71,0,,,1,0,,,,NO,round robin,Eliminado
1986-87,C. Martínez,21,2,,7,0,1,0,0,0,0,0,,,,143,,143,0,,,1,0,,,,NO,round robin,Eliminado
1986-87,B. Fields,26,5,,17,1,5,0,0,0,1,2,,,,294,,294,0,,,5,0,,,,NO,round robin,Eliminado
1986-87,A. Salazar,25,3,,11,1,3,1,0,0,2,0,,,,273,,364,0,,,4,1,,,,NO,round robin,Eliminado
1986-87,A. Pedrique,26,5,,19,3,9,1,0,0,2,1,,,,474,,526,0,,,10,1,,,,NO,round robin,Eliminado
1985-86,R. Pérez Tovar,27,6,,22,5,10,2,1,0,6,0,,,,455,,636,0,,,14,3,,,,NO,round robin,Eliminado
1985-86,O. Moreno,33,6,,25,3,7,0,2,0,1,2,,,,0.28,,0.44,0,,,11,2,,,,NO,round robin,Eliminado
1985-86,O. Guillén,21,6,,24,4,8,1,2,0,1,0,,,,333,,542,0,,,13,3,,,,NO,round robin,Eliminado
1985-86,N. Carrasco,23,6,,20,0,5,0,0,0,2,0,,,,0.25,,0.25,0,,,5,0,,,,NO,round robin,Eliminado
1985-86,J. Monasterios,31,2,,5,1,2,0,0,0,1,0,,,,0.4,,0.4,0,,,2,0,,,,NO,round robin,Eliminado
1985-86,G. Polidor,24,6,,24,3,4,1,0,0,1,0,,,,167,,208,0,,,5,1,,,,NO,round robin,Eliminado
1985-86,E. Marquez,20,4,,9,0,2,1,0,0,2,0,,,,222,,333,0,,,3,1,,,,NO,round robin,Eliminado
1985-86,D. Miller,27,2,,7,0,1,0,0,0,0,0,,,,143,,143,0,,,1,0,,,,NO,round robin,Eliminado
1985-86,D. Boston,22,6,,22,4,5,0,2,0,4,0,,,,227,,409,0,,,9,2,,,,NO,round robin,Eliminado
1985-86,A. Salazar,24,6,,20,3,8,1,0,0,3,0,,,,0.4,,0.45,0,,,9,1,,,,NO,round robin,Eliminado
1985-86,A. Pedrique,25,6,,23,5,8,0,0,0,1,0,,,,348,,348,0,,,8,0,,,,NO,round robin,Eliminado
1985-86,A. Espinoza,20,3,,7,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1985-86,A. Cordova,24,2,,6,0,3,0,0,0,2,0,,,,0.5,,0.5,0,,,3,0,,,,NO,round robin,Eliminado
1984-85,R. Pérez Tovar,26,6,,24,4,9,2,1,0,4,0,,,,375,,542,0,,,13,3,,,,NO,round robin,Eliminado
1984-85,R. Marcano,33,1,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1984-85,P. Dodson,25,6,,19,3,6,2,1,1,2,0,,,,316,,684,0,,,13,4,,,,NO,round robin,Eliminado
1984-85,O. Guillén,20,6,,24,1,7,0,0,0,2,1,,,,292,,292,0,,,7,0,,,,NO,round robin,Eliminado
1984-85,N. Carrasco,22,6,,24,2,3,1,0,0,1,1,,,,125,,167,0,,,4,1,,,,NO,round robin,Eliminado
1984-85,L. Salazar Garcia,28,6,,24,5,8,4,0,1,4,1,,,,333,,625,0,,,15,5,,,,NO,round robin,Eliminado
1984-85,G. Polidor,23,6,,24,3,5,2,0,0,5,0,,,,208,,292,0,,,7,2,,,,NO,round robin,Eliminado
1984-85,E. Miller,27,6,,15,5,3,0,0,0,1,2,,,,0.2,,0.2,0,,,3,0,,,,NO,round robin,Eliminado
1984-85,B. Benton,27,5,,18,3,9,1,1,0,2,0,,,,0.5,,667,0,,,12,2,,,,NO,round robin,Eliminado
1984-85,A. Salazar,23,6,,21,1,4,1,1,0,4,0,,,,0.19,,333,0,,,7,2,,,,NO,round robin,Eliminado
1984-85,A. Espinoza,19,1,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1984-85,A. Cordova,23,3,,6,2,3,0,0,0,2,0,,,,0.5,,0.5,0,,,3,0,,,,NO,round robin,Eliminado
1983-84,S. Barnes,26,6,,20,1,3,1,0,1,1,1,,,,0.15,,0.35,0,,,7,2,,,,NO,round robin,Eliminado
1983-84,R. Pérez Tovar,25,6,,20,3,4,0,0,0,3,0,,,,0.2,,0.2,0,,,4,0,,,,NO,round robin,Eliminado
1983-84,O. Guillén,19,4,,8,0,1,0,0,0,1,0,,,,125,,125,0,,,1,0,,,,NO,round robin,Eliminado
1983-84,N. Carrasco,21,5,,16,0,1,0,0,0,0,0,,,,63,,63,0,,,1,0,,,,NO,round robin,Eliminado
1983-84,L. Salazar Garcia,27,6,,22,5,10,1,1,1,1,1,,,,455,,727,0,,,16,3,,,,NO,round robin,Eliminado
1983-84,J. Monasterios,29,6,,22,1,4,0,0,0,3,0,,,,182,,182,0,,,4,0,,,,NO,round robin,Eliminado
1983-84,G. Pettis,25,6,,21,3,4,1,0,0,0,3,,,,0.19,,238,0,,,5,1,,,,NO,round robin,Eliminado
1983-84,D. Brown,28,1,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1983-84,C. Hurdle,26,6,,20,1,4,1,0,1,3,0,,,,0.2,,0.4,0,,,8,2,,,,NO,round robin,Eliminado
1983-84,B. Bochy,28,6,,18,2,7,1,0,0,3,0,,,,389,,444,0,,,8,1,,,,NO,round robin,Eliminado
1983-84,A. Salazar,22,6,,20,0,2,0,0,0,1,0,,,,0.1,,0.1,0,,,2,0,,,,NO,round robin,Eliminado
1982-83,R. Pérez Tovar,24,3,,6,1,1,0,0,1,2,0,,,,167,,667,0,,,4,1,,,,NO,round robin,Eliminado
1982-83,R. Marcano,31,3,,5,0,1,0,0,0,0,0,,,,0.2,,0.2,0,,,1,0,,,,NO,round robin,Eliminado
1982-83,R. Jackson,29,6,,21,0,5,0,0,0,3,0,,,,238,,238,0,,,5,0,,,,NO,round robin,Eliminado
1982-83,O. Guillén,18,1,,1,0,1,0,0,0,2,0,,,,1,,1,0,,,1,0,,,,NO,round robin,Eliminado
1982-83,N. Carrasco,20,6,,18,2,2,1,0,0,1,0,,,,111,,167,0,,,3,1,,,,NO,round robin,Eliminado
1982-83,L. Salazar Garcia,26,6,,24,2,7,2,0,0,1,1,,,,292,,375,0,,,9,2,,,,NO,round robin,Eliminado
1982-83,J. Monasterios,28,6,,24,1,6,2,0,0,0,0,,,,0.25,,333,0,,,8,2,,,,NO,round robin,Eliminado
1982-83,J. Keller,27,3,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1982-83,E. Bonaparte,25,5,,20,3,9,1,1,0,1,0,,,,0.45,,0.6,0,,,12,2,,,,NO,round robin,Eliminado
1982-83,D. Thomas,31,6,,25,4,5,1,0,0,1,0,,,,0.2,,0.24,0,,,6,1,,,,NO,round robin,Eliminado
1982-83,D. Strawberry,20,6,,17,4,6,1,0,2,3,0,,,,353,,765,0,,,13,3,,,,NO,round robin,Eliminado
1982-83,B. Brown,28,5,,16,2,4,1,0,1,2,0,,,,0.25,,0.5,0,,,8,2,,,,NO,round robin,Eliminado
1982-83,B. Bochy,27,6,,21,4,8,2,1,1,3,0,,,,381,,714,0,,,15,4,,,,NO,round robin,Eliminado
1982-83,A. Salazar,21,1,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1981-82,W. Krenchicki,27,2,,8,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1981-82,T. Harper,26,4,,12,2,3,0,0,0,0,0,,,,0.25,,0.25,0,,,3,0,,,,NO,round robin,Eliminado
1981-82,R. Pérez Tovar,23,1,,4,0,1,0,0,0,0,0,,,,0.25,,0.25,0,,,1,0,,,,NO,round robin,Eliminado
1981-82,O. Guillén,17,1,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1981-82,L. Whisenton,25,4,,13,0,3,0,0,0,1,0,,,,231,,231,0,,,3,0,,,,NO,round robin,Eliminado
1981-82,L. Salazar Garcia,25,4,,16,1,4,0,0,0,0,0,,,,0.25,,0.25,0,,,4,0,,,,NO,round robin,Eliminado
1981-82,J. Monasterios,27,4,,14,0,3,0,0,0,0,0,,,,214,,214,0,,,3,0,,,,NO,round robin,Eliminado
1981-82,G. Rajsich,27,4,,16,2,3,1,0,1,3,0,,,,188,,438,0,,,7,2,,,,NO,round robin,Eliminado
1981-82,G. Polidor,20,4,,10,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1981-82,D. Edwards,27,3,,11,0,2,0,0,0,1,0,,,,182,,182,0,,,2,0,,,,NO,round robin,Eliminado
1981-82,B. Johnson,22,4,,10,0,1,1,0,0,0,0,,,,0.1,,0.2,0,,,2,1,,,,NO,round robin,Eliminado
1981-82,A. Salazar,20,3,,10,0,1,0,0,0,0,0,,,,0.1,,0.1,0,,,1,0,,,,NO,round robin,Eliminado
1980-81,W. Krenchicki,26,6,,20,5,8,1,0,1,6,0,,,,0.4,,0.6,0,,,12,2,,,,NO,round robin,Eliminado
1980-81,V. Colina,35,1,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1980-81,R. Marcano,29,6,,21,3,5,1,0,0,0,0,,,,238,,286,0,,,6,1,,,,NO,round robin,Eliminado
1980-81,R. Lisi,24,6,,20,0,4,0,0,0,0,1,,,,0.2,,0.2,0,,,4,0,,,,NO,round robin,Eliminado
1980-81,O. Blanco,35,1,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1980-81,L. Salazar Garcia,24,6,,24,2,5,0,0,0,4,0,,,,208,,208,0,,,5,0,,,,NO,round robin,Eliminado
1980-81,J. Monasterios,26,6,,24,1,5,0,1,1,6,0,,,,208,,417,0,,,10,2,,,,NO,round robin,Eliminado
1980-81,G. Polidor,19,6,,20,5,6,1,0,0,2,1,,,,0.3,,0.35,0,,,7,1,,,,NO,round robin,Eliminado
1980-81,G. Ferrer,22,1,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1980-81,D. Graham,26,4,,13,0,1,0,0,0,0,0,,,,77,,77,0,,,1,0,,,,NO,round robin,Eliminado
1980-81,D. García,26,6,,19,4,3,1,0,0,1,0,,,,158,,211,0,,,4,1,,,,NO,round robin,Eliminado
1980-81,B. Harper,21,6,,23,0,6,0,0,0,2,0,,,,261,,261,0,,,6,0,,,,NO,round robin,Eliminado
1979-80,W. Krenchicki,25,7,,24,2,7,1,1,0,1,0,,,,292,,417,0,,,10,2,,,,NO,round robin,Eliminado
1979-80,V. Colina,34,2,,5,1,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1979-80,O. Blanco,34,5,,14,1,1,0,0,0,1,0,,,,71,,71,0,,,1,0,,,,NO,round robin,Eliminado
1979-80,M. Edwards,27,7,,25,1,4,1,0,0,1,2,,,,0.16,,0.2,0,,,5,1,,,,NO,round robin,Eliminado
1979-80,L. Salazar Garcia,23,7,,22,0,4,0,0,0,0,1,,,,182,,182,0,,,4,0,,,,NO,round robin,Eliminado
1979-80,J. Monasterios,25,7,,28,0,5,0,0,0,1,0,,,,179,,179,0,,,5,0,,,,NO,round robin,Eliminado
1979-80,G. Woods,26,3,,9,0,1,0,0,0,0,0,,,,111,,111,0,,,1,0,,,,NO,round robin,Eliminado
1979-80,D. Norman,24,5,,18,2,7,2,0,1,1,0,,,,389,,667,0,,,12,3,,,,NO,round robin,Eliminado
1979-80,D. Graham,25,7,,24,2,5,1,0,1,5,0,,,,208,,375,0,,,9,2,,,,NO,round robin,Eliminado
1979-80,C. Hurdle,22,7,,21,2,1,0,0,0,0,0,,,,48,,48,0,,,1,0,,,,NO,round robin,Eliminado
1979-80,B. Martínez,31,7,,20,2,7,3,0,0,3,0,,,,0.35,,0.5,0,,,10,3,,,,NO,round robin,Eliminado
1977-78,V. Colina,32,1,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
