years,jugador,edad,g,pa,ab,r,h,2b,3b,hr,rbi,sb,cs,bb,so,avg,obp,slg,ops,ir,rc,tb,xb,hbp,sh,sf,refuerzo,ronda,resultado
1977-78,T. McMillan,26,6,,17,0,6,0,1,0,1,0,,,,353,,471,0,,,8,1,,,,NO,round robin,Eliminado
1977-78,R. Meoli,26,3,,2,0,2,0,0,0,0,0,,,,1,,1,0,,,2,0,,,,NO,round robin,Eliminado
1977-78,R. Marcano,26,6,,21,4,6,0,0,2,2,0,,,,286,,571,0,,,12,2,,,,NO,round robin,Eliminado
1977-78,P. Pérez,26,2,,0,1,0,0,0,0,0,0,,,,,,,,,,0,0,,,,NO,round robin,Eliminado
1977-78,O. Blanco,32,6,,22,4,7,1,0,0,2,3,,,,318,,364,0,,,8,1,,,,NO,round robin,Eliminado
1977-78,L. Salazar Garcia,21,4,,4,0,1,0,0,0,0,0,,,,0.25,,0.25,0,,,1,0,,,,NO,round robin,Eliminado
1977-78,J. Wathan,28,6,,25,3,11,1,0,2,7,0,,,,0.44,,0.72,0,,,18,3,,,,NO,round robin,Eliminado
1977-78,J. Monasterios,23,6,,24,1,2,0,0,0,1,1,,,,83,,83,0,,,2,0,,,,NO,round robin,Eliminado
1977-78,J. Manuel,24,6,,24,4,9,0,1,0,3,2,,,,375,,458,0,,,11,1,,,,NO,round robin,Eliminado
1977-78,J. Cardenal,34,4,,15,3,4,0,0,0,0,2,,,,267,,267,0,,,4,0,,,,NO,round robin,Eliminado
1977-78,G. Clines,31,4,,13,2,3,1,0,0,1,0,,,,231,,308,0,,,4,1,,,,NO,round robin,Eliminado
1977-78,C. Hurdle,20,6,,17,4,4,1,0,2,10,0,,,,235,,647,0,,,11,3,,,,NO,round robin,Eliminado
1977-78,A. Bravo,35,6,,21,5,6,1,0,0,0,1,,,,286,,333,0,,,7,1,,,,NO,round robin,Eliminado
1976-77,V. Colina,31,1,,3,1,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1976-77,S. Patchin,0,4,,16,5,8,1,0,0,3,0,,,,0.5,,563,0,,,9,1,,,,NO,round robin,Eliminado
1976-77,R. Marcano,25,4,,15,5,5,1,0,0,0,0,,,,333,,0.4,0,,,6,1,,,,NO,round robin,Eliminado
1976-77,O. Blanco,31,4,,13,6,3,1,0,1,5,0,,,,231,,538,0,,,7,2,,,,NO,round robin,Eliminado
1976-77,M. Ramírez,26,4,,13,1,6,0,0,1,8,0,,,,462,,692,0,,,9,1,,,,NO,round robin,Eliminado
1976-77,M. Cubbage,26,4,,16,6,7,1,0,0,4,0,,,,438,,0.5,0,,,8,1,,,,NO,round robin,Eliminado
1976-77,J. Monasterios,22,4,,20,2,2,0,0,0,1,0,,,,0.1,,0.1,0,,,2,0,,,,NO,round robin,Eliminado
1976-77,G. Enright,22,3,,4,1,1,0,0,0,1,0,,,,0.25,,0.25,0,,,1,0,,,,NO,round robin,Eliminado
1976-77,D. Murphy,0,3,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1976-77,D. May,33,4,,14,5,6,3,0,0,1,1,,,,429,,643,0,,,9,3,,,,NO,round robin,Eliminado
1976-77,C. Gaston,32,2,,8,1,3,1,0,0,4,0,,,,375,,0.5,0,,,4,1,,,,NO,round robin,Eliminado
1976-77,A. Correa,28,1,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1976-77,A. Bravo,34,4,,17,3,4,0,0,0,3,2,,,,235,,235,0,,,4,0,,,,NO,round robin,Eliminado
1974-75,S. Jackson,0,1,,4,0,2,0,0,0,0,0,,,,0.5,,0.5,0,,,2,0,,,,NO,round robin,Eliminado
1974-75,R. Office,22,5,,18,2,5,0,0,0,2,0,,,,278,,278,0,,,5,0,,,,NO,round robin,Eliminado
1974-75,R. Marcano,23,5,,19,2,4,0,0,1,1,0,,,,211,,368,0,,,7,1,,,,NO,round robin,Eliminado
1974-75,R. Hermoso,27,5,,20,2,6,1,0,0,2,0,,,,0.3,,0.35,0,,,7,1,,,,NO,round robin,Eliminado
1974-75,P. Casanova,33,5,,18,1,4,1,0,0,1,0,,,,222,,278,0,,,5,1,,,,NO,round robin,Eliminado
1974-75,O. Blanco,29,5,,17,2,5,1,0,0,2,0,,,,294,,353,0,,,6,1,,,,NO,round robin,Eliminado
1974-75,M. Malave,21,3,,2,1,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1974-75,J. Herrera,32,4,,10,0,3,1,0,0,2,0,,,,0.3,,0.4,0,,,4,1,,,,NO,round robin,Eliminado
1974-75,E. Hernández,25,4,,14,0,1,0,0,0,3,0,,,,71,,71,0,,,1,0,,,,NO,round robin,Eliminado
1974-75,D. Baker,25,5,,19,3,4,1,1,0,2,0,,,,211,,368,0,,,7,2,,,,NO,round robin,Eliminado
1974-75,A. Bumbry,27,3,,12,2,6,2,1,0,0,0,,,,0.5,,833,0,,,10,3,,,,NO,round robin,Eliminado
1974-75,A. Bravo,32,5,,18,1,5,0,0,0,0,0,,,,278,,278,0,,,5,0,,,,NO,round robin,Eliminado
1972-73,R. Marcano,21,1,,1,1,1,0,0,1,2,0,,,,1,,4,0,,,4,1,,,,NO,round robin,Eliminado
1972-73,R. Hermoso,25,6,,27,2,12,1,0,0,3,0,,,,444,,481,0,,,13,1,,,,NO,round robin,Eliminado
1972-73,P. Kelly,28,6,,24,4,6,0,0,1,5,1,,,,0.25,,375,0,,,9,1,,,,NO,round robin,Eliminado
1972-73,P. Casanova,31,6,,26,1,4,0,0,0,1,0,,,,154,,154,0,,,4,0,,,,NO,round robin,Eliminado
1972-73,O. Blanco,27,6,,17,1,2,0,0,0,0,0,,,,118,,118,0,,,2,0,,,,NO,round robin,Eliminado
1972-73,L. Tiant,32,2,,5,0,0,0,0,0,1,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1972-73,J. Rooker,30,2,,7,1,3,0,0,0,0,0,,,,429,,429,0,,,3,0,,,,NO,round robin,Eliminado
1972-73,J. Herrera,30,3,,3,0,1,1,0,0,0,0,,,,333,,667,0,,,2,1,,,,NO,round robin,Eliminado
1972-73,J. Cardenal,29,4,,17,1,5,1,0,0,0,0,,,,294,,353,0,,,6,1,,,,NO,round robin,Eliminado
1972-73,I. Murrell,29,6,,23,2,7,1,0,1,4,0,,,,304,,478,0,,,11,2,,,,NO,round robin,Eliminado
1972-73,E. Hernández,23,6,,27,4,12,1,0,0,0,6,,,,444,,481,0,,,13,1,,,,NO,round robin,Eliminado
1972-73,E. Camejo,28,1,,0,1,0,0,0,0,0,0,,,,,,,,,,0,0,,,,NO,round robin,Eliminado
1972-73,D. Blanco,31,6,,22,1,4,1,0,0,1,0,,,,182,,227,0,,,5,1,,,,SI,round robin,Eliminado
1972-73,B. Butler,25,2,,2,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,SI,round robin,Eliminado
1972-73,A. Correa,24,2,,2,1,1,0,0,0,0,0,,,,0.5,,0.5,0,,,1,0,,,,NO,round robin,Eliminado
1972-73,A. Bravo,30,3,,9,0,2,0,0,0,0,0,,,,222,,222,0,,,2,0,,,,NO,round robin,Eliminado
1971-72,R. Marcano,20,2,,2,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1971-72,R. Hermoso,24,7,,26,3,7,2,0,0,1,1,,,,269,,346,0,,,9,2,,,,NO,round robin,Eliminado
1971-72,R. Gardner,27,2,,2,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1971-72,P. Kelly,27,7,,29,2,8,3,0,0,3,1,,,,276,,379,0,,,11,3,,,,NO,round robin,Eliminado
1971-72,P. Hamm,24,3,,5,0,1,0,0,0,0,0,,,,0.2,,0.2,0,,,1,0,,,,SI,round robin,Eliminado
1971-72,P. Casanova,30,7,,26,1,7,0,0,0,3,0,,,,269,,269,0,,,7,0,,,,NO,round robin,Eliminado
1971-72,O. Pena,38,3,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1971-72,O. Blanco,26,7,,22,1,4,0,0,0,5,0,,,,182,,182,0,,,4,0,,,,NO,round robin,Eliminado
1971-72,L. Tiant,31,2,,4,0,1,0,0,0,0,0,,,,0.25,,0.25,0,,,1,0,,,,NO,round robin,Eliminado
1971-72,L. Cardenas,33,7,,24,2,7,2,0,0,3,0,,,,292,,375,0,,,9,2,,,,NO,round robin,Eliminado
1971-72,J. Rooker,29,3,,5,0,3,1,0,0,0,0,,,,0.6,,0.8,0,,,4,1,,,,NO,round robin,Eliminado
1971-72,J. Herrera,29,7,,26,1,7,1,0,0,3,0,,,,269,,308,0,,,8,1,,,,NO,round robin,Eliminado
1971-72,J. Cardenal,28,7,,27,4,5,2,0,0,4,0,,,,185,,259,0,,,7,2,,,,NO,round robin,Eliminado
1971-72,E. Hernández,22,7,,26,3,7,0,0,0,0,0,,,,269,,269,0,,,7,0,,,,NO,round robin,Eliminado
1971-72,A. Monteagudo,28,2,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1971-72,A. Correa,23,4,,1,1,1,0,0,0,1,0,,,,1,,1,0,,,1,0,,,,NO,round robin,Eliminado
1971-72,A. Bravo,29,4,,3,2,1,1,0,0,0,0,,,,333,,667,0,,,2,1,,,,NO,round robin,Eliminado
1970-71,R. Marcano,19,1,,1,1,1,0,0,1,3,0,,,,1,,4,0,,,4,1,,,,NO,round robin,Eliminado
1970-71,R. Hermoso,23,3,,13,0,4,1,0,0,2,0,,,,308,,385,0,,,5,1,,,,NO,round robin,Eliminado
1970-71,P. Kelly,26,3,,15,4,8,2,0,0,4,0,,,,533,,667,0,,,10,2,,,,NO,round robin,Eliminado
1970-71,P. Casanova,29,3,,13,0,4,1,0,0,2,0,,,,308,,385,0,,,5,1,,,,NO,round robin,Eliminado
1970-71,O. Pena,37,3,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1970-71,O. Blanco,25,3,,2,1,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1970-71,L. Gura,23,1,,3,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1970-71,L. Cardenas,32,3,,10,2,3,1,1,0,1,0,,,,0.3,,0.6,0,,,6,2,,,,NO,round robin,Eliminado
1970-71,J. Herrera,28,3,,9,2,4,2,0,0,5,0,,,,444,,667,0,,,6,2,,,,NO,round robin,Eliminado
1970-71,J. Cram,23,1,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1970-71,J. Cardenal,27,3,,15,3,7,1,0,0,4,0,,,,467,,533,0,,,8,1,,,,NO,round robin,Eliminado
1970-71,E. Spiezio,29,1,,3,1,2,0,0,0,0,0,,,,667,,667,0,,,2,0,,,,NO,round robin,Eliminado
1970-71,E. Hernández,21,3,,12,5,5,0,0,0,2,1,,,,417,,417,0,,,5,0,,,,NO,round robin,Eliminado
1970-71,A. Monteagudo,27,1,,3,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1970-71,A. Correa,22,1,,1,0,0,0,0,0,1,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1970-71,A. Bravo,28,3,,12,4,6,1,0,0,0,1,,,,0.5,,583,0,,,7,1,,,,NO,round robin,Eliminado
1969-70,V. Davalillo,33,4,,15,1,4,0,0,0,0,0,,,,267,,267,0,,,4,0,,,,SI,round robin,Eliminado
1969-70,R. Webster,27,4,,15,3,4,0,1,1,4,0,,,,267,,0.6,0,,,9,2,,,,NO,round robin,Eliminado
1969-70,R. Nye,25,1,,2,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1969-70,R. Hermoso,22,4,,13,4,6,0,0,1,2,0,,,,462,,692,0,,,9,1,,,,NO,round robin,Eliminado
1969-70,P. Casanova,28,4,,16,1,4,1,0,0,2,0,,,,0.25,,313,0,,,5,1,,,,NO,round robin,Eliminado
1969-70,M. López,26,1,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1969-70,M. Hedlund,23,1,,3,0,1,0,0,0,1,0,,,,333,,333,0,,,1,0,,,,NO,round robin,Eliminado
1969-70,L. Jaster,25,1,,3,0,1,0,0,0,1,0,,,,333,,333,0,,,1,0,,,,NO,round robin,Eliminado
1969-70,J. Herrera,27,4,,15,3,4,0,0,0,3,0,,,,267,,267,0,,,4,0,,,,NO,round robin,Eliminado
1969-70,G. Nettles,25,4,,12,3,3,1,0,0,2,1,,,,0.25,,333,0,,,4,1,,,,SI,round robin,Eliminado
1969-70,F. Rico,25,1,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1969-70,E. Hernández,20,4,,18,3,3,0,0,0,3,0,,,,167,,167,0,,,3,0,,,,NO,round robin,Eliminado
1969-70,A. Monteagudo,26,2,,3,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1969-70,A. Bravo,27,4,,14,3,3,1,0,0,2,1,,,,214,,286,0,,,4,1,,,,NO,round robin,Eliminado
1966-67,T. Curry,29,6,,26,5,7,1,0,1,2,0,,,,269,,423,0,,,11,2,,,,NO,round robin,Eliminado
1966-67,R. Hermoso,19,6,,19,2,7,0,0,0,3,1,,,,368,,368,0,,,7,0,,,,NO,round robin,Eliminado
1966-67,R. Clark,23,6,,24,3,15,4,0,2,7,0,,,,625,,1042,0,,,25,6,,,,SI,round robin,Eliminado
1966-67,P. Villaren,23,2,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1966-67,J. Tsitouris,30,2,,4,0,1,0,0,0,1,0,,,,0.25,,0.25,0,,,1,0,,,,NO,round robin,Eliminado
1966-67,J. Herrera,24,3,,9,0,1,0,0,0,1,0,,,,111,,111,0,,,1,0,,,,NO,round robin,Eliminado
1966-67,J. Bateman,26,6,,25,5,10,1,1,4,9,1,,,,0.4,,1,0,,,25,6,,,,NO,round robin,Eliminado
1966-67,G. Parra,23,3,,3,0,1,0,0,0,0,0,,,,333,,333,0,,,1,0,,,,SI,round robin,Eliminado
1966-67,G. Brabender,25,2,,5,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1966-67,E. Gutierrez,21,1,,0,1,0,0,0,0,0,0,,,,,,,,,,0,0,,,,NO,round robin,Eliminado
1966-67,E. Chacon,30,5,,19,5,8,2,0,0,1,0,,,,421,,526,0,,,10,2,,,,NO,round robin,Eliminado
1966-67,C. Ruíz,28,6,,21,2,6,0,1,0,1,0,,,,286,,381,0,,,8,1,,,,NO,round robin,Eliminado
1966-67,B. Faul,26,4,,5,2,2,1,0,0,0,0,,,,0.4,,0.6,0,,,3,1,,,,NO,round robin,Eliminado
1966-67,A. Phillips,25,6,,26,4,6,1,0,1,4,0,,,,231,,385,0,,,10,2,,,,NO,round robin,Eliminado
1966-67,A. Bravo,24,6,,27,7,10,1,1,2,6,0,,,,0.37,,704,0,,,19,4,,,,NO,round robin,Eliminado
1965-66,M. López,22,5,,7,1,3,0,1,0,2,0,,,,429,,714,0,,,5,1,,,,NO,round robin,Eliminado
1965-66,M. Dominguez,0,3,,2,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1965-66,L. Aparicio,31,6,,25,3,5,0,0,1,2,0,,,,0.2,,0.32,0,,,8,1,,,,NO,round robin,Eliminado
1965-66,J. Martínez,23,6,,20,2,5,0,0,0,1,1,,,,0.25,,0.25,0,,,5,0,,,,NO,round robin,Eliminado
1965-66,J. Herrera,23,6,,24,1,3,1,0,0,0,0,,,,125,,167,0,,,4,1,,,,NO,round robin,Eliminado
1965-66,J. Bracho,37,1,,2,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1965-66,J. Bateman,25,6,,26,1,6,0,0,0,2,0,,,,231,,231,0,,,6,0,,,,NO,round robin,Eliminado
1965-66,C. Ruíz,27,6,,23,3,6,2,0,0,2,0,,,,261,,348,0,,,8,2,,,,NO,round robin,Eliminado
1965-66,C. Motton,24,6,,23,4,7,0,1,1,2,0,,,,304,,522,0,,,12,2,,,,NO,round robin,Eliminado
1965-66,B. Burda,27,6,,20,0,2,0,0,0,1,0,,,,0.1,,0.1,0,,,2,0,,,,NO,round robin,Eliminado
1965-66,B. Brandon,25,5,,5,1,1,0,0,1,2,0,,,,0.2,,0.8,0,,,4,1,,,,NO,round robin,Eliminado
1965-66,A. Ortiz,20,3,,2,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,round robin,Eliminado
1965-66,A. Bravo,23,6,,27,2,5,0,0,0,0,0,,,,185,,185,0,,,5,0,,,,NO,round robin,Eliminado
2011-12,R. Álvarez,34,1,1,0,0,0,0,0,0,1,0,0,1,0,,1,,,,,0,0,0,0,0,NO,finales,subcampeon
2011-12,R. Pérez,22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,NO,finales,subcampeon
2011-12,E. Bellorin,29,2,4,2,0,0,0,0,0,0,0,0,1,1,0,0.5,0,0.5,,0,0,0,1,0,0,NO,finales,subcampeon
2011-12,L. Rodríguez,31,2,5,4,0,1,0,0,0,0,0,0,1,1,0.25,0.4,0.25,0.65,,0.4,1,0,0,0,0,NO,finales,subcampeon
2011-12,E. Escobar,22,4,10,9,0,0,0,0,0,0,0,0,1,2,0,0.1,0,0.1,,0,0,0,0,0,0,NO,finales,subcampeon
2011-12,R. Olmedo,30,4,12,11,1,2,1,0,0,2,0,0,1,3,182,0.25,273,523,,0.8,3,1,0,0,0,NO,finales,subcampeon
2011-12,A. Cabrera,40,5,20,18,0,4,0,0,0,1,0,0,1,6,222,0.3,222,522,,1.2,4,0,1,0,0,NO,finales,subcampeon
2011-12,H. Sánchez,22,5,20,18,3,6,0,1,1,5,0,0,2,5,333,0.4,611,1011,,4.4,11,2,0,0,0,NO,finales,subcampeon
2011-12,M. Rojas,22,6,22,20,2,6,0,0,0,0,1,0,1,4,0.3,333,0.3,633,,2,6,0,0,1,0,NO,finales,subcampeon
2011-12,L. Jiménez,29,6,24,21,2,7,1,0,1,3,0,0,3,3,333,417,524,0.94,,4.6,11,2,0,0,0,SI,finales,subcampeon
2011-12,G. Blanco,28,6,27,22,1,4,1,0,0,2,1,1,5,7,182,333,227,561,,1.7,5,1,0,0,0,NO,finales,subcampeon
2011-12,J. Martínez,23,6,23,22,1,4,0,0,0,0,0,1,1,6,182,217,182,399,,0.9,4,0,0,0,0,NO,finales,subcampeon
2011-12,O. Salazar,33,6,26,22,2,1,0,1,0,0,0,0,4,3,45,192,136,329,,0.6,3,1,0,0,0,NO,finales,subcampeon
2011-12,C. Suarez,28,6,25,23,6,7,2,0,1,2,0,0,2,2,304,0.36,522,882,,4.3,12,3,0,0,0,NO,finales,subcampeon
1986-87,A. Espinoza,21,2,,2,0,1,0,0,0,0,0,,,,0.5,,0.5,0,,,1,0,,,,NO,finales,subcampeon
1986-87,R. Laya,27,2,,2,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,finales,subcampeon
1986-87,A. Salazar,25,2,,4,1,1,0,0,0,0,0,,,,0.25,,0.25,0,,,1,0,,,,NO,finales,subcampeon
1986-87,G. Polidor,25,2,,6,0,1,0,0,0,0,0,,,,167,,167,0,,,1,0,,,,NO,finales,subcampeon
1986-87,J. Monasterios,32,3,,6,1,2,0,0,0,1,1,,,,333,,333,0,,,2,0,,,,NO,finales,subcampeon
1986-87,L. Salazar,30,2,,7,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,finales,subcampeon
1986-87,E. Marquez,21,3,,8,0,1,0,0,0,0,0,,,,125,,125,0,,,1,0,,,,NO,finales,subcampeon
1986-87,C. Martínez,21,3,,9,0,1,0,0,0,0,0,,,,111,,111,0,,,1,0,,,,NO,finales,subcampeon
1986-87,B. Fields,26,4,,10,0,1,0,0,0,1,0,,,,0.1,,0.1,0,,,1,0,,,,NO,finales,subcampeon
1986-87,R. Pérez Tovar,28,4,,11,3,3,0,0,1,1,0,,,,273,,545,0,,,6,1,,,,NO,finales,subcampeon
1986-87,J. Reed,24,4,,12,1,2,1,0,0,0,0,,,,167,,0.25,0,,,3,1,,,,NO,finales,subcampeon
1986-87,N. Carrasco,24,4,,13,0,4,0,0,0,2,0,,,,308,,308,0,,,4,0,,,,NO,finales,subcampeon
1986-87,O. Guillén,22,4,,16,0,1,0,0,0,0,0,,,,63,,63,0,,,1,0,,,,NO,finales,subcampeon
1986-87,A. Pedrique,26,4,,17,0,3,0,0,0,0,0,,,,176,,176,0,,,3,0,,,,NO,finales,subcampeon
1985-86,A. Espinoza,20,1,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,finales,campeon
1985-86,E. Marquez,20,1,,2,0,1,0,0,0,1,0,,,,0.5,,0.5,0,,,1,0,,,,NO,finales,campeon
1985-86,A. Cordova,24,2,,7,0,1,0,0,0,2,0,,,,143,,143,0,,,1,0,,,,NO,finales,campeon
1985-86,N. Carrasco,23,6,,17,5,5,0,1,0,2,1,,,,294,,412,0,,,7,1,,,,NO,finales,campeon
1985-86,D. Miller,27,5,,18,5,5,0,1,1,6,0,,,,278,,556,0,,,10,2,,,,NO,finales,campeon
1985-86,D. Boston,22,7,,24,4,7,0,1,0,5,1,,,,292,,375,0,,,9,1,,,,NO,finales,campeon
1985-86,A. Salazar,24,7,,25,3,8,1,0,0,2,1,,,,0.32,,0.36,0,,,9,1,,,,NO,finales,campeon
1985-86,O. Moreno,33,6,,27,4,6,0,1,0,4,2,,,,222,,296,0,,,8,1,,,,NO,finales,campeon
1985-86,G. Polidor,24,7,,28,3,6,0,0,0,4,1,,,,214,,214,0,,,6,0,,,,NO,finales,campeon
1985-86,A. Pedrique,25,7,,29,3,8,1,0,0,6,0,,,,276,,0.31,0,,,9,1,,,,NO,finales,campeon
1985-86,R. Pérez Tovar,27,7,,29,7,7,0,0,1,3,1,,,,241,,345,0,,,10,1,,,,NO,finales,campeon
1985-86,O. Guillén,21,7,,30,5,11,1,1,0,2,0,,,,367,,467,0,,,14,2,,,,NO,finales,campeon
1984-85,N. Carrasco,22,2,,4,1,1,0,0,0,0,1,,,,0.25,,0.25,0,,,1,0,,,,NO,finales,campeon
1984-85,A. Pedrique,24,3,,9,3,2,0,0,0,2,0,,,,222,,222,0,,,2,0,,,,NO,finales,campeon
1984-85,A. Salazar,23,4,,13,1,3,0,0,0,0,0,,,,231,,231,0,,,3,0,,,,NO,finales,campeon
1984-85,E. Miller,27,4,,13,2,2,0,0,0,1,1,,,,154,,154,0,,,2,0,,,,NO,finales,campeon
1984-85,P. Dodson,25,4,,14,2,4,1,0,1,6,0,,,,286,,571,0,,,8,2,,,,NO,finales,campeon
1984-85,L. Salazar,28,4,,15,4,4,0,0,0,5,0,,,,267,,267,0,,,4,0,,,,NO,finales,campeon
1984-85,R. Pérez Tovar,26,4,,15,2,4,0,0,0,5,0,,,,267,,267,0,,,4,0,,,,NO,finales,campeon
1984-85,B. Benton,27,4,,16,3,5,0,0,0,1,0,,,,313,,313,0,,,5,0,,,,NO,finales,campeon
1984-85,G. Polidor,23,4,,16,3,9,2,0,0,3,0,,,,563,,688,0,,,11,2,,,,NO,finales,campeon
1984-85,O. Guillén,20,4,,18,5,9,0,2,0,3,0,,,,0.5,,722,0,,,13,2,,,,NO,finales,campeon
1982-83,A. Salazar,21,2,,2,1,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,finales,campeon
1982-83,J. Keller,27,4,,8,2,1,1,0,0,2,0,,,,125,,0.25,0,,,2,1,,,,NO,finales,campeon
1982-83,R. Pérez Tovar,24,3,,9,3,4,1,0,0,2,0,,,,444,,556,0,,,5,1,,,,NO,finales,campeon
1982-83,E. Bonaparte,25,5,,11,3,4,1,0,1,3,1,,,,364,,727,0,,,8,2,,,,NO,finales,campeon
1982-83,O. Guillén,18,5,,11,1,3,0,0,0,2,0,,,,273,,273,0,,,3,0,,,,NO,finales,campeon
1982-83,R. Marcano,31,4,,12,2,3,1,0,1,3,0,,,,0.25,,583,0,,,7,2,,,,NO,finales,campeon
1982-83,B. Brown,28,5,,13,2,3,0,0,1,1,1,,,,231,,462,0,,,6,1,,,,NO,finales,campeon
1982-83,D. Strawberry,20,4,,13,1,3,0,0,0,2,0,,,,231,,231,0,,,3,0,,,,NO,finales,campeon
1982-83,D. Thomas,31,4,,13,0,4,0,0,0,0,2,,,,308,,308,0,,,4,0,,,,NO,finales,campeon
1982-83,B. Bochy,27,6,,19,4,7,1,1,1,3,2,,,,368,,684,0,,,13,3,,,,NO,finales,campeon
1982-83,N. Carrasco,20,6,,22,3,3,0,0,0,2,0,,,,136,,136,0,,,3,0,,,,NO,finales,campeon
1982-83,J. Monasterios,28,6,,23,6,5,1,0,2,4,0,,,,217,,522,0,,,12,3,,,,NO,finales,campeon
1982-83,R. Jackson,29,6,,23,2,9,1,0,0,5,0,,,,391,,435,0,,,10,1,,,,NO,finales,campeon
1982-83,L. Salazar,26,6,,25,6,9,3,0,0,4,2,,,,0.36,,0.48,0,,,12,3,,,,NO,finales,campeon
1976-77,G. Enright,22,1,,3,0,1,0,0,0,0,0,,,,333,,333,0,,,1,0,,,,NO,finales,subcampeon
1976-77,V. Colina,31,2,,3,0,0,0,0,0,1,0,,,,0,,0,0,,,0,0,,,,NO,finales,subcampeon
1976-77,J. Monasterios,22,4,,8,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,finales,subcampeon
1976-77,D. Murphy,0,5,,11,1,3,1,0,0,0,0,,,,273,,364,0,,,4,1,,,,NO,finales,subcampeon
1976-77,O. Blanco,31,5,,16,0,2,0,0,0,1,1,,,,125,,125,0,,,2,0,,,,NO,finales,subcampeon
1976-77,D. May,33,6,,22,5,7,0,0,2,7,1,,,,318,,591,0,,,13,2,,,,NO,finales,subcampeon
1976-77,R. Marcano,25,6,,22,0,4,1,0,0,0,0,,,,182,,227,0,,,5,1,,,,NO,finales,subcampeon
1976-77,S. Patchin,0,6,,22,2,4,2,0,0,2,1,,,,182,,273,0,,,6,2,,,,NO,finales,subcampeon
1976-77,M. Cubbage,26,6,,24,1,7,1,0,0,3,0,,,,292,,333,0,,,8,1,,,,NO,finales,subcampeon
1976-77,M. Ramírez,26,6,,24,7,11,1,0,0,0,1,,,,458,,0.5,0,,,12,1,,,,NO,finales,subcampeon
1976-77,C. Gaston,32,6,,25,7,15,2,0,3,7,1,,,,0.6,,1.04,0,,,26,5,,,,NO,finales,subcampeon
1976-77,A. Bravo,34,6,,26,2,5,1,0,0,1,2,,,,192,,231,0,,,6,1,,,,NO,finales,subcampeon
1971-72,A. Correa,23,3,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,finales,subcampeon
1971-72,R. Marcano,20,1,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,finales,subcampeon
1971-72,C. Salas,21,1,,2,0,1,0,0,0,0,0,,,,0.5,,0.5,0,,,1,0,,,,NO,finales,subcampeon
1971-72,P. Hamm,24,3,,2,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,SI,finales,subcampeon
1971-72,A. Bravo,29,2,,3,0,1,1,0,0,0,0,,,,333,,667,0,,,2,1,,,,NO,finales,subcampeon
1971-72,L. Tiant,31,1,,3,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,finales,subcampeon
